alpha,C,R2_log_space,stderr_alpha,alpha_95ci_low,alpha_95ci_high,n_cases,late_window
0.2844435675886008,3.5115904021352677,0.9384290462110041,0.04206517592384474,0.15057340390058613,0.4183137312766154,5,300.0
0.28599659031607527,3.5412975460979186,0.9420995416116054,0.04093481508024894,0.15572373931807876,0.4162694413140718,5,500.0
0.2868324443201032,3.5470523242806933,0.9505569242402828,0.0377686377993108,0.1666357825108032,0.4070291061294032,5,800.0
0.29060855912803896,3.6250093901770435,0.9553089780698516,0.03628991800741354,0.17511784365659278,0.40609927459948514,5,1000.0
