time,frame,F_P_3d_bulk
2410.0,241,0.047568797992486415
2420.0,242,0.04703817152368789
2430.0,243,0.046410089941758846
2440.0,244,0.04648481986804147
2450.0,245,0.0463751377986399
2460.0,246,0.04894004914251678
2470.0,247,0.04713897672494738
2480.0,248,0.04537170571589368
2490.0,249,0.04617235252680347
2500.0,250,0.04498003844327805
2510.0,251,0.04356773955218833
2520.0,252,0.044927772345076285
2530.0,253,0.04240377138130691
2540.0,254,0.044001470850371885
2550.0,255,0.043865313238009206
2560.0,256,0.04317550424867975
2570.0,257,0.043685057680103306
2580.0,258,0.04610848490252366
2590.0,259,0.04356274021228224
2600.0,260,0.042362367894148684
2610.0,261,0.042045409958536006
2620.0,262,0.04186498686260208
2630.0,263,0.043083503834558556
2640.0,264,0.04206343344187924
2650.0,265,0.0425297988971743
2660.0,266,0.040463663469982675
2670.0,267,0.04307729516524039
2680.0,268,0.04400325317570778
2690.0,269,0.04352726814266024
2700.0,270,0.0400442807492138
2710.0,271,0.04193240046356154
2720.0,272,0.04137983929232388
2730.0,273,0.04112163282803597
2740.0,274,0.041229114153459104
2750.0,275,0.04171075374356588
2760.0,276,0.04101294248179946
2770.0,277,0.04251832813917143
2780.0,278,0.041661240681877085
2790.0,279,0.04023264873989872
2800.0,280,0.04061619953349978
2810.0,281,0.04221163791333394
2820.0,282,0.04217885998354106
2830.0,283,0.042668623767063166
2840.0,284,0.040503487181616844
2850.0,285,0.03948706401486101
2860.0,286,0.040707021943893355
2870.0,287,0.04032472965604285
2880.0,288,0.039643056539694285
2890.0,289,0.03977954627563449
2900.0,290,0.038918884506052354
