     0.1000       8.37696335E-02       8.46560847E-02       8.46560847E-02
     0.2000       8.37696335E-02       8.46560847E-02       8.46560847E-02
     0.3000       8.37696335E-02       9.03954802E-02       8.46560847E-02
     0.4000       8.98876404E-02       9.03954802E-02       9.03954802E-02
     0.5000       1.04575163E-01       1.45454545E-01       1.72043011E-01
     0.6000       1.04575163E-01       2.80701754E-01       2.22222222E-01
     0.7000       1.04575163E-01       2.80701754E-01       2.22222222E-01
     0.8000       1.63265306E-01       2.80701754E-01       2.22222222E-01
     0.9000       1.63265306E-01       2.80701754E-01       2.22222222E-01
     1.0000       1.63265306E-01       2.80701754E-01       2.22222222E-01
     1.1000       1.63265306E-01       2.80701754E-01       2.22222222E-01
     1.2000       1.97530864E-01       2.80701754E-01       2.22222222E-01
     1.3000       1.97530864E-01       2.80701754E-01       2.80701754E-01
     1.4000       2.22222222E-01       2.80701754E-01       2.80701754E-01
     1.5000       2.22222222E-01       2.80701754E-01       2.80701754E-01
     1.6000       2.22222222E-01       2.80701754E-01       2.80701754E-01
     1.7000       2.22222222E-01       2.80701754E-01       2.80701754E-01
     1.8000       2.22222222E-01       2.80701754E-01       2.80701754E-01
     1.9000       2.80701754E-01       2.80701754E-01       2.80701754E-01
     2.0000       2.80701754E-01       2.80701754E-01       2.80701754E-01
     2.1000       2.80701754E-01       2.80701754E-01       2.80701754E-01
     2.2000       2.80701754E-01       2.80701754E-01       2.80701754E-01
     2.3000       2.80701754E-01       2.80701754E-01       2.80701754E-01
     2.4000       2.80701754E-01       2.80701754E-01       2.80701754E-01
     2.5000       2.80701754E-01       2.80701754E-01       2.80701754E-01
     2.6000       2.80701754E-01       2.80701754E-01       2.80701754E-01
     2.7000       3.26530612E-01       4.44444444E-01       2.80701754E-01
     2.8000       3.26530612E-01       4.44444444E-01       2.80701754E-01
     2.9000       3.26530612E-01       4.44444444E-01       4.44444444E-01
     3.0000       3.26530612E-01       4.44444444E-01       4.44444444E-01
     3.1000       3.26530612E-01       4.44444444E-01       4.44444444E-01
     3.2000       3.26530612E-01       4.44444444E-01       4.44444444E-01
     3.3000       3.26530612E-01       4.44444444E-01       4.44444444E-01
     3.4000       3.26530612E-01       4.44444444E-01       4.44444444E-01
     3.5000       3.26530612E-01       4.44444444E-01       4.44444444E-01
     3.6000       3.26530612E-01       4.44444444E-01       4.44444444E-01
     3.7000       3.26530612E-01       4.44444444E-01       4.44444444E-01
     3.8000       3.26530612E-01       4.44444444E-01       4.44444444E-01
     3.9000       3.26530612E-01       4.44444444E-01       4.44444444E-01
     4.0000       3.26530612E-01       4.44444444E-01       4.44444444E-01
