time,kinetic_energy,lc_w_z05,lc_w_z_weighted,convective_wavelength_z05_2pi_lc,convective_wavelength_z_weighted_2pi_lc
116.9,3.270588035e-06,0.0589970822,0.0586636943,0.37068960004550633,0.36859486209063486
117.0,3.238155015e-06,0.0590568663,0.0587332912,0.37106523462422925,0.3690321523101401
117.1,3.20600723e-06,0.0591162554,0.0588024762,0.37143838734475587,0.36946685448561734
117.2,3.174133405e-06,0.0591756085,0.0588714655,0.3718113138706114,0.36990032704172987
117.3,3.14252323e-06,0.0592353024,0.058940494,0.3721863817060197,0.37033404589870655
117.4,3.11116731e-06,0.0592957297,0.0590098137,0.3725660576295322,0.3707695944192446
117.5,3.08005713e-06,0.0593572952,0.0590796926,0.37295288507456137,0.3712086564970065
117.6,3.049185e-06,0.0594204134,0.0591504129,0.373349468421417,0.3716530052468858
117.7,3.01854401e-06,0.0594855048,0.0592222694,0.3737584497495207,0.3721044929519112
117.8,2.988128015e-06,0.0595529924,0.0592955676,0.37418248684625754,0.37256503912519395
117.9,2.957931565e-06,0.0596232978,0.0593706215,0.37462422870255296,0.37303661668692045
118.0,2.92794989e-06,0.0596968375,0.0594477512,0.3750862922650874,0.3735212368847076
118.1,2.89817885e-06,0.0597740183,0.0595272811,0.37557123353364374,0.3740209379838691
118.2,2.86861492e-06,0.059855234,0.0596095363,0.376081526826596,0.3745377626479482
118.3,2.83925512e-06,0.0599408605,0.0596948407,0.3766195339933012,0.37507374600066595
118.4,2.810097025e-06,0.0600312523,0.0597835136,0.37718748242295075,0.37563089426309093
118.5,2.78113869e-06,0.060126738,0.0598758669,0.3777874367702365,0.3762111671607205
118.6,2.752378655e-06,0.0602276171,0.0599722017,0.378421278849158,0.3768164565606506
118.7,2.7238159e-06,0.0603341558,0.060072805,0.379090681243644,0.37744856573706437
118.8,2.69544981e-06,0.060446584,0.0601779466,0.37979708845799665,0.37810918989335773
118.9,2.667280155e-06,0.060565092,0.0602878752,0.38054169618237993,0.37879989165771655
119.0,2.639307055e-06,0.0606898277,0.0604028155,0.38132543369990063,0.3795220828618794
119.1,2.61153097e-06,0.0608208945,0.0605229644,0.38214895069191973,0.3802770006650331
119.2,2.58395265e-06,0.0609583489,0.0606484879,0.3830126021584069,0.38106568807593894
119.3,2.55657312e-06,0.0611021991,0.0607795178,0.3839164396214817,0.38188897321842014
119.4,2.529393665e-06,0.0612524039,0.0609161487,0.3848602042139096,0.38274745048180686
119.5,2.502415795e-06,0.0614088718,0.0610584352,0.38584332102423485,0.3836414629280168
119.6,2.475641215e-06,0.0615714609,0.0612063898,0.3868648984684624,0.3845710890968665
119.7,2.449071815e-06,0.061739979,0.0613599804,0.38792372891837623,0.3855361272981074
119.8,2.422709645e-06,0.0619141844,0.0615191291,0.38901829372808755,0.3865360880716041
119.9,2.396556885e-06,0.0620937868,0.0616837109,0.39014676888890176,0.3875701860191933
120.0,2.370615835e-06,0.0622784493,0.0618535535,0.39130703759568874,0.38863733854804644
120.1,2.34488888e-06,0.06246779,0.0620284369,0.3924967002999799,0.3897361633573961
120.2,2.31937849e-06,0.0626613851,0.0622080949,0.39371309418784184,0.3908649878633133
120.3,2.294087185e-06,0.0628587712,0.0623922159,0.3949533076312033,0.39202185422525654
120.4,2.269017515e-06,0.0630594493,0.0625804458,0.39621420532059604,0.39320453756730844
120.5,2.24417205e-06,0.0632628884,0.0627723903,0.3974924508846219,0.39441056042950234
120.6,2.21955337e-06,0.06346853,0.0629676188,0.39878453516428675,0.3956372172722451
120.7,2.19516402e-06,0.0636757921,0.0631656689,0.400086801345742,0.39688160275065054
120.8,2.171006535e-06,0.0638840752,0.0633660507,0.4013954826593958,0.3981406387322367
120.9,2.147083385e-06,0.0640927666,0.0635682527,0.40270672939761054,0.399411111367719
121.0,2.12339699e-06,0.0643012468,0.0637717472,0.4040166491270884,0.40068970502021095
121.1,2.09994969e-06,0.0645088945,0.0639759968,0.405321338104798,0.40197304310592824
121.2,2.07674374e-06,0.064715093,0.0641804605,0.4066169214903605,0.4032577264216198
121.3,2.0537813e-06,0.0649192358,0.0643846002,0.407899588531887,0.4045403739852719
121.4,2.03106442e-06,0.0651207321,0.0645878871,0.409165627123498,0.40581766324849394
121.5,2.00859503e-06,0.0653190131,0.0647898078,0.41041146338939094,0.40708636842394935
121.6,1.98637493e-06,0.0655135363,0.0649898703,0.41163368870153644,0.40834339818446697
121.7,1.964405795e-06,0.0657037913,0.0651876094,0.4128290961221539,0.4095858295922419
121.8,1.94268915e-06,0.0658893034,0.0653825916,0.413994703023178,0.41081093888644343
121.9,1.921226375e-06,0.0660696375,0.0655744194,0.4151277755906814,0.412016228500912
122.0,1.900018705e-06,0.0662444015,0.0657627348,0.4162258501877053,0.41319944905530764
122.1,1.87906721e-06,0.066413248,0.0659472223,0.417286744035674,0.41435861820466596
122.2,1.8583728e-06,0.0665758764,0.0661276105,0.41830856840908415,0.4154920306924946
122.3,1.83793623e-06,0.0667320332,0.0663036737,0.4192897305204603,0.41659826840386954
122.4,1.81775809e-06,0.0668815119,0.066475232,0.4202289328920366,0.41767620099375424
122.5,1.79783881e-06,0.0670241526,0.0666421511,0.42112517084248247,0.41872498463036195
122.6,1.778178645e-06,0.0671598401,0.0668043408,0.4219777205488504,0.4197440525703778
122.7,1.7587777e-06,0.0672885022,0.0669617532,0.4227861283651613,0.42073310384922563
122.8,1.73963592e-06,0.0674101066,0.0671143804,0.4235501913445297,0.42169208882974163
122.9,1.72075308e-06,0.0675246583,0.067262251,0.4242699409028821,0.4226211872110254
123.0,1.702128815e-06,0.0676321964,0.0674054267,0.4249456227127641,0.4235207866656106
123.1,1.683762595e-06,0.0677327901,0.0675439984,0.4255776715705989,0.4243914583350415
123.2,1.66565375e-06,0.0678265359,0.067678082,0.4261666938037687,0.42523393044049523
123.3,1.647801465e-06,0.0679135538,0.0678078136,0.42671344339451034,0.42604905812349214
123.4,1.63020479e-06,0.067993984,0.0679333452,0.42721880124540385,0.42683779642819886
123.5,1.61286263e-06,0.0680679841,0.0680548403,0.4276837575864537,0.4276011726554132
123.6,1.595773775e-06,0.0681357261,0.0681724692,0.42810939312553264,0.4283402568315929
123.7,1.578936885e-06,0.0681973947,0.068286405,0.428496868366967,0.4290561365761146
123.8,1.56235051e-06,0.0682531849,0.0683968197,0.42884740853189157,0.42974989259685126
123.9,1.54601308e-06,0.068303301,0.0685038809,0.4291622972750647,0.43042257795566025
124.0,1.52992293e-06,0.0683479556,0.0686077487,0.4294428704016827,0.43107519859050936
124.1,1.514078295e-06,0.0683873696,0.0687085734,0.4296905158673799,0.43170869886415014
124.2,1.498477305e-06,0.068421772,0.068806494,0.42990667252159165,0.43232395213934033
