case,Ek,k_h,E_m,T_m,P_m,D_m,dE_m_dt,closure_residual
Ek3e-3,0.003000000000000819,15.707963267948966,4.829642547822966e-06,1.4374761729916202e-06,6.711667486225372e-07,-2.037625998092567e-06,1.0920327835475047e-08,6.00965956861159e-08
Ek3e-3,0.003000000000000819,16.10066234964769,4.9700128939363135e-06,1.9415561527231374e-06,6.848909288587524e-07,-2.2347532949149124e-06,4.193231260531257e-09,3.875005554064459e-07
Ek3e-3,0.003000000000000819,16.493361431346415,4.293763574903518e-06,1.5668844125595489e-06,6.061220705306002e-07,-2.0102063388284357e-06,8.427708841835842e-09,1.5437243541987748e-07
Ek3e-3,0.003000000000000819,16.886060513045138,4.48887673449196e-06,1.62786151792831e-06,6.364663753115905e-07,-2.190173736119549e-06,6.615232820132749e-09,6.753892430021846e-08
Ek3e-3,0.003000000000000819,17.27875959474386,3.87152112873139e-06,1.5639152942992182e-06,5.355337797105589e-07,-1.9719222383357847e-06,5.171046706829491e-09,1.2235578896716277e-07
Ek3e-3,0.003000000000000819,17.671458676442587,3.5073763531513976e-06,1.4661418504743654e-06,4.869180577928783e-07,-1.8838482462833755e-06,1.0825343085033924e-09,6.812912767536494e-08
Ek3e-3,0.003000000000000819,18.06415775814131,3.425554497575972e-06,1.521035475001488e-06,4.832677892290277e-07,-1.895417683891146e-06,2.0212037481952143e-09,1.0686437659117502e-07
Ek3e-3,0.003000000000000819,18.456856839840036,3.1137599242125558e-06,1.5114213861582888e-06,4.698944926802721e-07,-1.803988060144878e-06,4.394090894537169e-09,1.7293372779914522e-07
Ek3e-3,0.003000000000000819,18.84955592153876,3.1621337912299127e-06,1.5191976535005449e-06,4.931454071254886e-07,-1.8967620325681013e-06,-3.193622692153775e-09,1.1877465075008618e-07
Ek3e-3,0.003000000000000819,19.24225500323748,2.7587118383355317e-06,1.4395344524881137e-06,4.2758186656984836e-07,-1.7366953942780911e-06,2.0402097698779544e-09,1.2838071500999304e-07
Ek3e-3,0.003000000000000819,19.634954084936208,2.867063308332814e-06,1.530049522779184e-06,4.557178943113914e-07,-1.8518268853535918e-06,1.289202584605971e-09,1.326513291523784e-07
Ek3e-3,0.003000000000000819,20.02765316663493,2.569150662831465e-06,1.4581288480004708e-06,4.0074771606879767e-07,-1.7270929752958938e-06,-2.7207945850895304e-09,1.345043833584644e-07
Ek3e-3,0.003000000000000819,20.420352248333657,2.258271983129819e-06,1.3196939671219768e-06,3.786181094149189e-07,-1.5725190509572851e-06,1.1560495294054992e-09,1.246369760502053e-07
Ek3e-3,0.003000000000000819,20.81305133003238,2.400597408802555e-06,1.442610841154009e-06,4.013322243236133e-07,-1.6832997378592504e-06,1.139957826748393e-09,1.5950336979162393e-07
Ek3e-3,0.003000000000000819,21.205750411731103,2.1300511183384113e-06,1.336145447396962e-06,3.5856846182705704e-07,-1.5578034593863238e-06,-1.9623507289468362e-09,1.388728005666421e-07
Ek3e-3,0.003000000000000819,21.59844949342983,2.2593110913927e-06,1.5640276414383776e-06,3.9696031120109027e-07,-1.7213220558932462e-06,-3.7473994904462637e-10,2.400406366952666e-07
Ek3e-3,0.003000000000000819,21.991148575128552,1.95176853215953e-06,1.301117060123834e-06,3.615645859857627e-07,-1.5329199208610842e-06,-1.3691235238294083e-09,1.311308487723427e-07
Ek3e-3,0.003000000000000819,22.383847656827275,1.8992643413257914e-06,1.3757778445699671e-06,3.554112993635363e-07,-1.545576742931814e-06,-8.852221253774075e-10,1.8649762312706676e-07
Ek3e-3,0.003000000000000819,22.776546738526,1.8006510024136724e-06,1.2645400664651738e-06,3.362121657842599e-07,-1.487984243619298e-06,-1.4690960028206602e-09,1.1423708463295635e-07
Ek3e-3,0.003000000000000819,23.169245820224724,1.7108694547881489e-06,1.291119632801285e-06,3.283120268777192e-07,-1.465159526347814e-06,-1.0105878372580253e-09,1.552827211684483e-07
Ek3e-3,0.003000000000000819,23.561944901923447,1.7042379892101378e-06,1.339866460822968e-06,3.320455204726437e-07,-1.4965412103843973e-06,1.5593751201584593e-09,1.7381139579105598e-07
Ek3e-3,0.003000000000000819,23.954643983622173,1.5915172786161965e-06,1.2835573970077737e-06,3.117018608381341e-07,-1.4385452700618296e-06,2.5671173259740915e-10,1.564572760514806e-07
