case,Ek,k_c,ell,Pi_m,P_m_resolved,chi_m_resolved,V_m_resolved,dV_m_dt,closure_residual
Ek3e-3,0.003000000000000819,23.71166467412259,0.042173335940067364,3.1774849379763705e-05,0.00017326070124574125,0.00015152854476340323,0.0016874092059049287,-4.2209010044680303e-07,-9.620602796978854e-06
Ek3e-3,0.003000000000000819,26.34063270496994,0.037964160208320295,3.0494171611317086e-05,0.00017534245828482604,0.0001551261066811463,0.0017002457903742031,-4.2372407844249605e-07,-9.85409592919484e-06
Ek3e-3,0.003000000000000819,29.261080604574072,0.03417508784155021,2.902838159547393e-05,0.00017714938731211552,0.00015863678453593343,0.0017112417481720443,-4.250313356337994e-07,-1.0090747483658037e-05
Ek3e-3,0.003000000000000819,32.50532543152733,0.030764189766581667,2.7421460805329462e-05,0.00017871481920290797,0.00016204796337628713,0.0017206353451324637,-4.260913516739297e-07,-1.0328513627034698e-05
Ek3e-3,0.003000000000000819,36.1092673127161,0.027693721706943744,2.5715095346578127e-05,0.00018006797136795497,0.00016534465977384325,0.0017286381667042535,-4.269633265454478e-07,-1.0564820425920959e-05
Ek3e-3,0.003000000000000819,40.11278670652958,0.02492970651269211,2.3949307951154906e-05,0.00018123443980194088,0.00016850933385235893,0.00173543709365026,-4.2769076375108286e-07,-1.07965112378219e-05
Ek3e-3,0.003000000000000819,44.56018571157506,0.02244155817645611,2.2163107332205147e-05,0.00018223670866309683,0.00017152188082749224,0.0017411964381020266,-4.2830516915739445e-07,-1.1019974327443195e-05
Ek3e-3,0.003000000000000819,49.50067830432831,0.020201743375152105,2.039448872652482e-05,0.00018309463609513893,0.00017436047459195,0.0017460601830639893,-4.288290817782116e-07,-1.123149814155768e-05
Ek3e-3,0.003000000000000819,54.988934930585394,0.018185476792055306,1.8679395780769793e-05,0.00018382588996031595,0.0001770035299423922,0.0017501542576311084,-4.2927856104566763e-07,-1.1427757201800372e-05
Ek3e-3,0.003000000000000819,61.085687477049255,0.016370446847728676,1.7049848710011587e-05,0.00018444630945479217,0.0001794323764416493,0.0017535887315417741,-4.2966518614122995e-07,-1.1606250510727483e-05
Ek3e-3,0.003000000000000819,67.85840131753955,0.01473656880480512,1.553190419567243e-05,0.0001849701763030811,0.00018163381942965518,0.0017564598017146456,-4.2999759315943375e-07,-1.1765549729087089e-05
