case,Ek,k_c,ell,Pi_m,P_m_resolved,chi_m_resolved,V_m_resolved,dV_m_dt,closure_residual
Ek3e-3,0.003000000000000819,0.39269908169872414,2.5464790894703255,-2.689857975069622e-07,-2.7017036039185913e-08,2.2378103623929714e-07,3.207614647698632e-06,1.9657464085809636e-08,-1.4697388573304543e-09
Ek3e-3,0.003000000000000819,0.43623855249158444,2.292323762511318,-3.722339676282426e-07,-4.1229925709144313e-08,3.1078744303372857e-07,4.3730821039977935e-06,2.318314883693101e-08,-2.966549951561248e-09
Ek3e-3,0.003000000000000819,0.48460534681349926,2.0635348053327416,-5.030040808652769e-07,-6.01316901115264e-08,4.223771807122743e-07,5.804903578999734e-06,2.6209729177480356e-08,-5.714519136004071e-09
Ek3e-3,0.003000000000000819,0.5383346813777131,1.8575804877381985,-6.754629241404852e-07,-8.557022009801887e-08,5.721443082294295e-07,7.599102729721871e-06,2.8639828366563892e-08,-1.0891432553526866e-08
Ek3e-3,0.003000000000000819,0.5980211136332659,1.672181762821916,-9.156694331772848e-07,-1.1919475057950574e-07,7.866574687979678e-07,9.949527634720772e-06,3.050939654584115e-08,-2.0692182746029902e-08
Ek3e-3,0.003000000000000819,0.6643251210119365,1.5052870475178555,-1.2641308741830735e-06,-1.5902939843833807e-07,1.1120263271084452e-06,1.3212507893241068e-05,3.1945534147214827e-08,-3.887038551092456e-08
Ek3e-3,0.003000000000000819,0.7379804096317688,1.3550495202155455,-1.7748499627888948e-06,-1.931500693296632e-07,1.619910458286026e-06,1.7981485812723294e-05,3.305598340416844e-08,-7.126654823096291e-08
Ek3e-3,0.003000000000000819,0.8198020333337472,1.2198066842228639,-2.508558772784346e-06,-1.9146119911219547e-07,2.409342399803792e-06,2.514191982163669e-05,3.375943040181692e-08,-1.2600425653345846e-07
Ek3e-3,0.003000000000000819,0.9106954128951645,1.098061970929369,-3.5193297065681625e-06,-9.801222851024452e-08,3.6007039432007973e-06,3.586923483142509e-05,3.365051510390929e-08,-2.1303698024678878e-07
Ek3e-3,0.003000000000000819,1.011666355224388,0.9884681790946774,-4.8372844142060635e-06,1.7314376837390193e-07,5.32140733391993e-06,5.1549840975881866e-05,3.202849969913189e-08,-3.4300765103909486e-07
Ek3e-3,0.003000000000000819,1.1238321834073135,0.889812567004559,-6.452606843735153e-06,7.36333482913351e-07,7.68651275849463e-06,7.363142644554038e-05,2.8096367643237618e-08,-5.256687994893665e-07
Ek3e-3,0.003000000000000819,1.2484341007682476,0.8010034325277009,-8.305737037814345e-06,1.7262939704835358e-06,1.0779045048982417e-05,0.00010342817544473541,2.1182616294137205e-08,-7.681966569786744e-07
Ek3e-3,0.003000000000000819,1.3868509257632997,0.7210580325708883,-1.0286757845494299e-05,3.284755355174178e-06,1.4634393851574944e-05,0.00014191790349063756,1.0841229046571284e-08,-1.0737218799530358e-06
Ek3e-3,0.003000000000000819,1.5406143496937066,0.6490917082518494,-1.2244643107180028e-05,5.543882767283365e-06,1.9232096809780554e-05,0.00018957435795521405,-3.156013107286607e-09,-1.440414922209874e-06
Ek3e-3,0.003000000000000819,1.7114258860777212,0.584308095451226,-1.4004057452550643e-05,8.610689464279951e-06,2.4496950962888494e-05,0.0002462789690868423,-2.0788244035921105e-08,-1.8614158020219642e-06
Ek3e-3,0.003000000000000819,1.9011756992392221,0.5259903124157129,-1.538492566826849e-05,1.2557285973660156e-05,3.0309518811179412e-05,0.00031134318281790454,-4.1642632110299445e-08,-2.3256645371404656e-06
Ek3e-3,0.003000000000000819,2.111963520466233,0.473493026896242,-1.6220320229315515e-05,1.741915594000559e-05,3.6523648368790497e-05,0.0003836365234012816,-6.480989481401961e-08,-2.81936230465536e-06
Ek3e-3,0.003000000000000819,2.346121883193122,0.42623531503784395,-1.637114554184351e-05,2.3198740970744916e-05,4.298653572019773e-05,0.00046177154214797406,-8.903510758255441e-08,-3.3276141000267468e-06
Ek3e-3,0.003000000000000819,2.606241934322106,0.38369423299917244,-1.5738444978553117e-05,2.986895874018737e-05,4.955641618705618e-05,0.0005442769181418294,-1.1311976571019275e-07,-3.835892702605486e-06
Ek3e-3,0.003000000000000819,2.8952021073066763,0.3453990301665922,-1.427375906089861e-05,3.7373194144613e-05,5.611447240173242e-05,0.0006297090225091066,-1.3632515632426818e-07,-4.331194039896541e-06
Ek3e-3,0.003000000000000819,3.2161999742872145,0.31092593992748335,-1.1986007909866826e-05,4.562257753855176e-05,6.257001031789861e-05,0.0007166938042160422,-1.5852873371473073e-07,-4.802896135765296e-06
Ek3e-3,0.003000000000000819,3.5727876297478085,0.2798934903585598,-8.942413536365585e-06,5.449423331430581e-05,6.886004748024921e-05,0.0008039257816637146,-1.8008320115410632e-07,-5.243317428423714e-06
Ek3e-3,0.003000000000000819,3.9689109972423107,0.25195828293827266,-5.262085264752409e-06,6.383393822173352e-05,7.494545173132426e-05,0.0008901612976606186,-2.0150877817107876e-07,-5.6479194666672475e-06
Ek3e-3,0.003000000000000819,4.408953494149568,0.22681119257142165,-1.1031322867935637e-06,7.34642766486399e-05,8.080573284657093e-05,0.0009742308777924162,-2.2319714902768836e-07,-6.0151267621097785e-06
Ek3e-3,0.003000000000000819,4.8977845376427585,0.2041739468762518,3.353992870668583e-06,8.319690891959048e-05,8.643399254979432e-05,0.0010550746598219003,-2.4524415996810703e-07,-6.3458323409043215e-06
Ek3e-3,0.003000000000000819,5.440813428629626,0.18379604688114975,7.92362931276975e-06,9.284626369344227e-05,9.183281320784833e-05,0.001131789042612774,-2.6743307338090096e-07,-6.642745753794928e-06
Ek3e-3,0.003000000000000819,6.044049209931916,0.1654519950560205,1.2429822663739806e-05,0.00010224200524216369,9.701126412393965e-05,0.001203667692440009,-2.8932079255648134e-07,-6.909760752959268e-06
Ek3e-3,0.003000000000000819,6.7141671610819325,0.14893880000432672,1.671749973341022e-05,0.00011123850914457407,0.00010198283480353626,0.0012702241468415141,-3.1035974276046464e-07,-7.151465649611934e-06
Ek3e-3,0.003000000000000819,7.458582665553579,0.1340737302032409,2.0659519176446934e-05,0.00011972066068311152,0.00010676397448882195,0.0013311914101136314,-3.3000829884636506e-07,-7.372824683310995e-06
Ek3e-3,0.003000000000000819,8.285533267827063,0.12069229193527296,2.415995027205204e-05,0.0001276061262188126,0.00011137295567670744,0.001386501416126784,-3.4781322167650227e-07,-7.5789665082703685e-06
Ek3e-3,0.003000000000000819,9.204169828313322,0.10864640903559376,2.7154249201914222e-05,0.00013484469462670914,0.00011582888268173183,0.00143625146219845,-3.6346405230639107e-07,-7.774973204630507e-06
Ek3e-3,0.003000000000000819,10.224657784839339,0.0978027843125229,2.9607084889583894e-05,0.00014141541608339152,0.00012015075780256483,0.0014806654045968774,-3.768200541963254e-07,-7.965606554560872e-06
Ek3e-3,0.003000000000000819,11.358289641232473,0.08804142450900657,3.150857430082316e-05,0.00014732223697483813,0.00012435657966957154,0.0015200557497826628,-3.879082448929832e-07,-8.155008750663586e-06
Ek3e-3,0.003000000000000819,12.617609927778727,0.0792543124826213,3.286965093302917e-05,0.00015258877458917985,0.0001284624998174662,0.001554790343848229,-3.968947723844115e-07,-8.346481388931112e-06
Ek3e-3,0.003000000000000819,14.016554016340919,0.07134421191072855,3.37171897604598e-05,0.00015725283387343363,0.00013248210173185797,0.0015852652445876535,-4.0403866123970484e-07,-8.542418957644426e-06
Ek3e-3,0.003000000000000819,15.570602326235417,0.06422359129390051,3.408936086100186e-05,0.00016136120200201839,0.00013642586262515758,0.0016118839393223314,-4.09640906010689e-07,-8.74438057813037e-06
Ek3e-3,0.003000000000000819,17.296951627277267,0.057813655350865495,3.4031528470200956e-05,0.00016496512664555292,0.00014030081219953836,0.001635042288941566,-4.140008545312835e-07,-8.95321316965511e-06
Ek3e-3,0.003000000000000819,19.214705335596676,0.0520434730865961,3.359289144698787e-05,0.00016811670947133344,0.00014411035592118093,0.0016551182496462255,-4.1738707760327226e-07,-9.16915081923209e-06
Ek3e-3,0.003000000000000819,21.34508490800031,0.04684919288492462,3.2823961925873835e-05,0.0001708662808999323,0.00014785422335616757,0.0016724653756469046,-4.2002391196993676e-07,-9.391880470139208e-06
