time,frame,F_P_3d_bulk
3080.0,308,0.04643819308627252
3090.0,309,0.047391357407469956
3100.0,310,0.04725374698797748
3110.0,311,0.046269494627453465
3120.0,312,0.04640916903243595
3130.0,313,0.04646159443536597
3140.0,314,0.04690855619502892
3150.0,315,0.047050259474765994
3160.0,316,0.04649465026425877
3170.0,317,0.04641298642892646
3180.0,318,0.04657964403849345
3190.0,319,0.04631408894636108
3200.0,320,0.046834270012224496
3210.0,321,0.04608598775176028
3220.0,322,0.04631849524905679
3230.0,323,0.04661277993496117
3240.0,324,0.04581218683708095
3250.0,325,0.04644762878895011
3260.0,326,0.04605380106599507
