case,Ek,k_h,E_m,T_m,P_m,D_m,dE_m_dt,closure_residual
Ek2e-4,0.00020000000000066313,0.0,2.6416091536467007e-34,-9.718539393899986e-26,8.328604022809239e-41,-8.088061991103799e-34,-4.988273785798113e-37,-9.718539474730715e-26
Ek2e-4,0.00020000000000066313,1.5707963267948966,1.0055635751055174e-07,-1.6991396767194404e-11,4.6680124538120416e-11,-1.1342199696809082e-09,-1.062441447052052e-09,-4.2089794857930306e-11
Ek2e-4,0.00020000000000066313,3.141592653589793,1.6125579323103452e-07,-8.84742093139292e-12,7.339976439630022e-10,-3.121041252351709e-09,-2.3131603911172586e-09,-8.273063820284025e-11
Ek2e-4,0.00020000000000066313,4.71238898038469,5.0894389907327526e-08,1.63636993858779e-12,3.209976596247637e-10,-1.5195794017064193e-09,-1.1159119611861009e-09,-8.103341095696687e-11
Ek2e-4,0.00020000000000066313,6.283185307179586,7.698227573042384e-09,9.677960399197883e-12,1.2105791638553638e-10,-3.699117509456877e-10,-2.0456715218215808e-10,-3.4608721978795325e-11
Ek2e-4,0.00020000000000066313,7.853981633974483,2.865140967164397e-09,6.23263368028611e-13,5.841393890688883e-11,-1.9347008084570757e-10,-1.0987222752166515e-10,-2.4560651049125027e-11
Ek2e-4,0.00020000000000066313,9.42477796076938,4.714220241374074e-10,-2.0889168086968498e-13,2.960245338372413e-11,-4.400664590276712e-11,-1.6719688534526224e-11,2.1066043346135512e-12
Ek2e-4,0.00020000000000066313,10.995574287564276,2.1186249127713058e-10,5.89088109576185e-13,2.749147061151273e-11,-2.576478026615149e-11,-1.924449473575193e-12,4.2402279285126205e-12
Ek2e-4,0.00020000000000066313,12.566370614359172,1.3074718967564176e-10,5.400687702950647e-13,3.918060124207869e-11,-2.059277162279969e-11,5.097701954853546e-12,1.4030196434720518e-11
Ek2e-4,0.00020000000000066313,14.137166941154069,1.0700881149846543e-10,5.497771318610046e-13,4.40605142542402e-11,-2.090342194256328e-11,7.841601084187556e-12,1.5865268359350365e-11
Ek2e-4,0.00020000000000066313,15.707963267948966,1.821079623766642e-10,8.21525050221647e-13,8.322904007653523e-11,-4.336834576058617e-11,1.6179260479023067e-11,2.450295888714764e-11
Ek2e-4,0.00020000000000066313,17.27875959474386,3.611079517152323e-10,1.0783786392947088e-12,1.7329208857251431e-10,-1.0167861532464607e-10,3.3546389775415404e-11,3.9145462111747564e-11
Ek2e-4,0.00020000000000066313,18.84955592153876,8.068161317304797e-10,2.0572094098776266e-12,4.1709197527266e-10,-2.660981519864014e-10,7.50812913762098e-11,7.796974131992641e-11
Ek2e-4,0.00020000000000066313,20.420352248333657,1.0667908225570152e-09,2.7555611758549803e-12,6.031795863900688e-10,-4.111625385265657e-10,9.885382128215645e-11,9.591878775720167e-11
Ek2e-4,0.00020000000000066313,21.991148575128552,6.78828349357609e-10,2.1951653967615633e-12,4.171235948429205e-10,-3.0095804600515683e-10,6.220500263503702e-11,5.6155711599488204e-11
Ek2e-4,0.00020000000000066313,23.561944901923447,3.466411344031152e-10,1.5438902686048267e-12,2.3020952698289066e-10,-1.744290303333191e-10,3.114808154662974e-11,2.6176305371546635e-11
Ek2e-4,0.00020000000000066313,25.132741228718345,1.2004197447851607e-10,8.082403971597463e-13,8.686012583615017e-11,-6.824109631510453e-11,1.0610415208970328e-11,8.81685470923506e-12
Ek2e-4,0.00020000000000066313,26.703537555513243,4.478068645782708e-11,4.884780575670852e-13,3.610430435385095e-11,-2.859495313736861e-11,4.004296290086388e-12,3.993532983963039e-12
Ek2e-4,0.00020000000000066313,28.274333882308138,1.514897013864245e-11,2.592549910186744e-13,1.4123443024407031e-11,-1.090984889548319e-11,1.4413503386232516e-12,2.031498781319264e-12
Ek2e-4,0.00020000000000066313,29.845130209103033,7.288977733335212e-12,1.5705013765135618e-13,7.828798678410158e-12,-5.863262782106897e-12,7.478998110542996e-13,1.3746862229003174e-12
Ek2e-4,0.00020000000000066313,31.41592653589793,5.104990587456986e-12,1.0977350415037308e-13,6.0833017361284254e-12,-4.528255357909665e-12,5.419860401441383e-13,1.1228338422249958e-12
Ek2e-4,0.00020000000000066313,32.98672286269283,4.527724564212657e-12,8.822881015836427e-14,5.882760081500368e-12,-4.4312293796049354e-12,4.867528143665462e-13,1.0530066976872506e-12
Ek2e-4,0.00020000000000066313,34.55751918948772,3.4207644577244793e-12,6.108909164421102e-14,4.769640323575398e-12,-3.664322897734368e-12,3.6914272588231095e-13,7.972637916029302e-13
Ek2e-4,0.00020000000000066313,36.12831551628262,2.8316781406534e-12,4.805350247939346e-14,4.197826953015176e-12,-3.2987268369794996e-12,3.0591313289036054e-13,6.412404856247087e-13
Ek2e-4,0.00020000000000066313,37.69911184307752,2.343005030305213e-12,3.804463977237104e-14,3.678316283301031e-12,-2.960088692649261e-12,2.531541576235051e-13,5.031180728006357e-13
Ek2e-4,0.00020000000000066313,39.269908169872416,1.8371769770739837e-12,3.0908952983462443e-14,3.046815807668575e-12,-2.5171234253754205e-12,1.9831949078513668e-13,3.622818444914804e-13
Ek2e-4,0.00020000000000066313,40.840704496667314,1.1794657113497387e-12,2.0500480666498806e-14,2.067080309876174e-12,-1.750178819427105e-12,1.2719939686857903e-13,2.1020257424698877e-13
Ek2e-4,0.00020000000000066313,42.411500823462205,6.100863897843601e-13,1.1731629478152296e-14,1.1236068565358853e-12,-9.735708822769227e-13,6.57050426173189e-14,9.606256111979612e-14
Ek2e-4,0.00020000000000066313,43.982297150257104,3.0703222913365954e-13,6.746484283770899e-15,5.922670228271808e-13,-5.240974655641099e-13,3.3001447919720424e-14,4.191459362712126e-14
Ek2e-4,0.00020000000000066313,45.553093477052,1.4298703607191964e-13,3.900169245028996e-15,2.8940856760563294e-13,-2.6094380604349467e-13,1.5323644810080823e-14,1.7041285997086435e-14
Ek2e-4,0.00020000000000066313,47.12388980384689,5.0071324065893674e-14,2.295145283060052e-15,1.0645101807904723e-13,-9.788793786184483e-14,5.337975627081468e-15,5.5202498731809875e-15
Ek2e-4,0.00020000000000066313,48.69468613064179,1.811426350868252e-14,1.6794270655885426e-15,4.102411447594248e-14,-3.828630539155599e-14,1.9187660695308113e-15,2.4984700804442188e-15
Ek2e-4,0.00020000000000066313,50.26548245743669,6.658933571484778e-15,1.2220972724391824e-15,1.6304410613048392e-14,-1.5492402411393684e-14,7.040276860133165e-16,1.3300777880805745e-15
Ek2e-4,0.00020000000000066313,51.83627878423159,3.68785344494067e-15,9.09553691781176e-16,9.78299560688856e-15,-9.457275512372194e-15,3.927808457168576e-16,8.424929405806838e-16
Ek2e-4,0.00020000000000066313,53.40707511102649,2.7590214892830337e-15,6.956481356970518e-16,7.761002284541552e-15,-7.65623156317311e-15,2.9642905417012995e-16,5.039898028953634e-16
Ek2e-4,0.00020000000000066313,54.97787143782138,1.8872442057220818e-15,4.3451012238182875e-16,5.5601206890114145e-15,-5.571069312090831e-15,2.0382191983526718e-16,2.1973957946714534e-16
Ek2e-4,0.00020000000000066313,56.548667764616276,1.535064204876179e-15,3.1493662414704845e-16,4.716223390031623e-15,-4.7836803624833195e-15,1.658131470436824e-16,8.166650465166951e-17
Ek2e-4,0.00020000000000066313,58.119464091411174,1.0843725544857742e-15,2.0560560193536902e-16,3.4418700198582268e-15,-3.5494278692531544e-15,1.167082533684866e-16,-1.8660500828045155e-17
Ek2e-4,0.00020000000000066313,59.690260418206066,8.026718929465415e-16,1.4399403162190018e-16,2.6352930447124063e-15,-2.753977181286966e-15,8.591180324571969e-17,-6.060190819837933e-17
Ek2e-4,0.00020000000000066313,61.261056745000964,5.026286178815451e-16,8.968518630514874e-17,1.7030040880841707e-15,-1.800761196449485e-15,5.334653175959605e-17,-6.141845381976133e-17
Ek2e-4,0.00020000000000066313,62.83185307179586,3.0238423618180724e-16,5.593803148877477e-17,1.0629288875137596e-15,-1.1277140002033228e-15,3.2001738189745824e-17,-4.0848819390534185e-17
Ek2e-4,0.00020000000000066313,64.40264939859075,2.201524277852617e-16,4.2943341153370176e-17,8.15445265360092e-16,-8.557627295270424e-16,2.3318018045436988e-17,-2.069214105901723e-17
Ek2e-4,0.00020000000000066313,65.97344572538566,1.4893981331465498e-16,2.973777938458925e-17,5.886208763700801e-16,-6.04984231034619e-16,1.590403856826075e-17,-2.5296138482103753e-18
Ek2e-4,0.00020000000000066313,67.54424205218055,1.3546949222842985e-16,2.522818512467807e-17,5.747272320410266e-16,-5.737454982689062e-16,1.4590460335807666e-17,1.161945856099077e-17
Ek2e-4,0.00020000000000066313,69.11503837897544,1.239096991436629e-16,1.962421679072139e-17,5.555166053564961e-16,-5.449650601985671e-16,1.3446570266840388e-17,1.6729191681810035e-17
Ek2e-4,0.00020000000000066313,70.68583470577035,1.1959342621106332e-16,1.590594271349688e-17,5.576433873954293e-16,-5.439972481815211e-16,1.305342260138206e-17,1.6498659326023032e-17
Ek2e-4,0.00020000000000066313,72.25663103256524,1.2000967612968763e-16,1.3769518299574663e-17,5.780508236666678e-16,-5.649284623900184e-16,1.3140560271808623e-17,1.3751319304415482e-17
Ek2e-4,0.00020000000000066313,73.82742735936014,1.0057838125834373e-16,1.0004482699574173e-17,4.98758500045345e-16,-4.907596463764003e-16,1.1031534187579534e-17,6.97180218093931e-18
Ek2e-4,0.00020000000000066313,75.39822368615503,8.304488712039324e-17,7.519797826973679e-18,4.2397758617664006e-16,-4.204749716592851e-16,9.105424957824306e-18,1.9169873865043373e-18
Ek2e-4,0.00020000000000066313,76.96902001294993,5.847245637349572e-17,4.6232004003230565e-18,3.0659830895931256e-16,-3.0748502899216413e-16,6.408579601672265e-18,-2.672099234200759e-18
Ek2e-4,0.00020000000000066313,78.53981633974483,4.182888392333891e-17,2.963722252753644e-18,2.259384768397716e-16,-2.289283362639841e-16,4.575132826094968e-18,-4.601269997553805e-18
Ek2e-4,0.00020000000000066313,80.11061266653972,2.3858651824569398e-17,1.5237845461554432e-18,1.33135875580604e-16,-1.36207674897696e-16,2.599198317384473e-18,-4.1472130883210414e-18
Ek2e-4,0.00020000000000066313,81.68140899333463,1.3039257706166591e-17,7.388787430399033e-19,7.539556217278349e-17,-7.794258078983633e-17,1.4116258130651798e-18,-3.219765687078116e-18
