case,Ek,k_c,ell,Pi_m,P_m_resolved,chi_m_resolved,V_m_resolved,dV_m_dt,closure_residual
Ek2e-4,0.00020000000000066313,4.559265921174213,0.21933355441185928,2.552723857265913e-11,8.576056622775897e-10,4.97574065042868e-09,3.023202155682395e-07,-3.97687771165023e-09,-1.6678451507351947e-10
Ek2e-4,0.00020000000000066313,5.0230254907335485,0.19908320231398285,2.6088072316515455e-11,9.78623106362792e-10,5.521055385143377e-09,3.273248624671198e-07,-4.37932860952105e-09,-1.8919174157604887e-10
Ek2e-4,0.00020000000000066313,5.533957772320717,0.180702499213441,2.6376416085167685e-11,1.0968212292664373e-09,6.044604881337478e-09,3.5062140063673594e-07,-4.762472409816608e-09,-2.116876583396004e-10
Ek2e-4,0.00020000000000066313,6.096861081498616,0.16401882651296998,2.642824975647097e-11,1.2104877994646216e-09,6.538034595411827e-09,3.7196490382718797e-07,-5.120360482309497e-09,-2.336145633941785e-10
Ek2e-4,0.00020000000000066313,6.717021809059481,0.14887550292769114,2.6285216915793077e-11,1.318725937323431e-09,6.995653251352044e-09,3.912316126292188e-07,-5.448933545022543e-09,-2.542789859218622e-10
Ek2e-4,0.00020000000000066313,7.400264067078031,0.1351303130450109,2.598596033200399e-11,1.4217578785312806e-09,7.41452571370833e-09,4.0840054980903416e-07,-5.745815815381259e-09,-2.729379801277934e-10
Ek2e-4,0.00020000000000066313,8.153004384863584,0.12265417173778842,2.5559244373559207e-11,1.5213784853256523e-09,7.794546153507657e-09,4.235320125382291e-07,-6.009971896496303e-09,-2.8875501605926223e-10
Ek2e-4,0.00020000000000066313,8.982311968476939,0.11132991188788138,2.5019517910690325e-11,1.6214023342511732e-09,8.138457503436997e-09,4.3674605957884213e-07,-6.241317897314843e-09,-3.007567897816699e-10
Ek2e-4,0.00020000000000066313,9.895975089726882,0.10105118403522567,2.4365882887148554e-11,1.7277205180211275e-09,8.451605237536196e-09,4.482024701965008e-07,-6.440398315452236e-09,-3.0785228694998117e-10
Ek2e-4,0.00020000000000066313,10.902574228124951,0.0917214576187281,2.3585400372850482e-11,1.847583735415962e-09,8.741178515476942e-09,4.5808267168498843e-07,-6.6082173791500435e-09,-3.0896280128378865e-10
Ek2e-4,0.00020000000000066313,12.0115626526961,0.08325311442933209,2.2660457450174267e-11,1.9880922699971804e-09,9.014914104444146e-09,4.665740517103535e-07,-6.746234582719202e-09,-3.0324770917793767e-10
Ek2e-4,0.00020000000000066313,13.233355200412788,0.07556662576160632,2.1578034325660982e-11,2.1543749737762196e-09,9.279582532419209e-09,4.7385741559964726e-07,-6.856444448211458e-09,-2.903411447571928e-10
Ek2e-4,0.00020000000000066313,14.579426084996916,0.06858980553624526,2.0337609993257755e-11,2.348177916780345e-09,9.539761015573051e-09,4.800983844184134e-07,-6.941424242682611e-09,-2.70496466103354e-10
Ek2e-4,0.00020000000000066313,16.062416654640845,0.062257132379334355,1.8955048665020806e-11,2.5673842848597985e-09,9.797279635189242e-09,4.854429752154509e-07,-7.004270051459444e-09,-2.445803475350209e-10
Ek2e-4,0.00020000000000066313,17.69625411063211,0.05650913429182668,1.7461669534171133e-11,2.8065329420610046e-09,1.0051414574817078e-08,4.900167841284375e-07,-7.0484146843995344e-09,-2.1392861789071132e-10
Ek2e-4,0.00020000000000066313,19.49628230180323,0.05129183013048129,1.5899583216578874e-11,3.058010752911696e-09,1.0299615903777249e-08,4.939266070545547e-07,-7.0773790939605256e-09,-1.8012564012160578e-10
Ek2e-4,0.00020000000000066313,21.479405823136005,0.046556222655045464,1.43153428711639e-11,3.313447789108092e-09,1.053843811609224e-08,4.972632241082726e-07,-7.094526672567686e-09,-1.4477899728762647e-10
Ek2e-4,0.00020000000000066313,23.664248771792614,0.04225783838073842,1.275387103107443e-11,3.564926683662084e-09,1.0764387214680837e-08,5.00104352534925e-07,-7.102873270767851e-09,-1.0934113128197633e-10
Ek2e-4,0.00020000000000066313,26.07132965149816,0.038356309914655086,1.1253913741888527e-11,3.805802705057019e-09,1.097452426270893e-08,5.025171980014841e-07,-7.1049757621653605e-09,-7.499970922843943e-11
Ek2e-4,0.00020000000000066313,28.723254067853407,0.03481499685368809,9.845459871851249e-12,4.031104288825361e-09,1.1166788901407617e-08,5.045604068828584e-07,-7.102895893566415e-09,-4.263417888769302e-11
Ek2e-4,0.00020000000000066313,31.64492702423593,0.03160064168370902,8.548962534626357e-12,4.2375905830000155e-09,1.1340085774530959e-08,5.06285456458195e-07,-7.0982213875033105e-09,-1.2822766562257327e-11
Ek2e-4,0.00020000000000066313,34.86378681202312,0.02868305744845652,7.375894446347821e-12,4.423581694571069e-09,1.1494208707206995e-08,5.077376208944681e-07,-7.092122209197311e-09,1.4119302115035617e-11
Ek2e-4,0.00020000000000066313,38.41006269166915,0.026034844254937715,6.330103007217218e-12,4.5886714385756134e-09,1.1629676743477298e-08,5.089566631467883e-07,-7.0854225967316085e-09,3.808718882270683e-11
Ek2e-4,0.00020000000000066313,42.31705878459456,0.02363113195296191,5.409505516754203e-12,4.733405906241252e-09,1.1747539742319873e-08,5.099773725776867e-07,-7.078674896930895e-09,5.913155533551974e-11
Ek2e-4,0.00020000000000066313,46.621466842000935,0.021449346572234133,4.6077951403339045e-12,4.858980902342288e-09,1.1849191187052344e-08,5.108300269246232e-07,-7.072226810837441e-09,7.74087309870502e-11
Ek2e-4,0.00020000000000066313,51.36371082791494,0.01946899832355033,3.915959550741596e-12,4.96698575798099e-09,1.1936208446745161e-08,5.11540821444832e-07,-7.066278083182469e-09,9.313943486756054e-11
Ek2e-4,0.00020000000000066313,56.58832655254222,0.017671489173151297,3.32352006624382e-12,5.059202908045461e-09,1.2010228111079652e-08,5.121322830081432e-07,-7.060925665762631e-09,1.0657694266219795e-10
Ek2e-4,0.00020000000000066313,62.34437992117995,0.016039938183109188,2.819472178099821e-12,5.137461537640949e-09,1.2072856130291075e-08,5.12623672195617e-07,-7.0561981216501786e-09,1.1798405682195258e-10
Ek2e-4,0.00020000000000066313,68.68592772658711,0.014559022977466717,2.392951610934493e-12,5.203537936629561e-09,1.2125608331969842e-08,5.130313695065274e-07,-7.052080854726819e-09,1.276175077756012e-10
Ek2e-4,0.00020000000000066313,75.67252531224888,0.01321483584529104,2.0336706634588232e-12,5.25909317186041e-09,1.2169875278345028e-08,5.133692397444117e-07,-7.04853397981081e-09,1.3571820266273396e-10
Ek2e-4,0.00020000000000066313,83.36978587415051,0.011994753129263564,1.7321751735677966e-12,5.305638799540642e-09,1.220690535513663e-08,5.136489692710879e-07,-7.045504552575192e-09,1.4250582180563617e-10
Ek2e-4,0.00020000000000066313,91.84999665362886,0.010887316673195452,1.4799693949921893e-12,5.3445225219806895e-09,1.2237800699774985e-08,5.138803725478591e-07,-7.042934632273695e-09,1.4817648508440815e-10
Ek2e-4,0.00020000000000066313,101.19279780814954,0.009882126215107626,1.2695489198831304e-12,5.376927257388813e-09,1.2263521596390402e-08,5.140716663208722e-07,-7.040766361118142e-09,1.5290247319666905e-10
Ek2e-4,0.00020000000000066313,111.48593033548543,0.008969741715306876,1.0943734277387803e-12,5.403878648984762e-09,1.2284896005635094e-08,5.142297115000859e-07,-7.038944969268183e-09,1.5683323919011173e-10
Ek2e-4,0.00020000000000066313,122.82606007527272,0.008141594702192353,9.488031012868646e-13,5.426257402242321e-09,1.23026318188462e-08,5.143602240588515e-07,-7.0374203791660554e-09,1.6009715946088965e-10
Ek2e-4,0.00020000000000066313,135.31968552638645,0.007389907803214682,8.280157710533394e-13,5.444813941375209e-09,1.231733017616909e-08,5.144679571304344e-07,-7.036147894277184e-09,1.6280364371225174e-10
Ek2e-4,0.00020000000000066313,149.0841380057144,0.006707621705279404,7.279164507817849e-13,5.460183720237112e-09,1.2329498764029724e-08,5.145568569587461e-07,-7.0350883126100754e-09,1.6504535236668505e-10
Ek2e-4,0.00020000000000066313,164.24868354111666,0.006088328858658208,6.450468398641975e-13,5.47290214180559e-09,1.2339564429289374e-08,5.146301955571735e-07,-7.034207698107422e-09,1.6690036378377668e-10
Ek2e-4,0.00020000000000066313,180.9557368467721,0.0055262133018019206,5.764994039613418e-13,5.483418477709574e-09,1.2347884744323856e-08,5.146906829243408e-07,-7.033476965572007e-09,1.6843419955376387e-10
