time,phase,z,q_xy_mean,RH_xy_mean
1210.0,accumulation,0.4717887834092959,0.23914485253796924,0.9468516221202296
1210.0,accumulation,0.49059297224540244,0.22939672634542357,0.9597217662995114
1210.0,accumulation,0.5094070277545975,0.2196888639073774,0.9711872889907911
1210.0,accumulation,0.528211216590704,0.21002785971033405,0.9810201200708653
1210.0,accumulation,0.5469858157563228,0.2004197102427254,0.9889769370029168
1210.0,accumulation,0.5657111332895329,0.1908710652518105,0.994810292723156
1210.0,accumulation,0.5843675289180406,0.18139193720602426,0.9982949645005874
1210.0,accumulation,0.6029354346591118,0.17200684726972099,0.9993364186102196
1210.0,accumulation,0.621395375343686,0.16290269087892978,0.9993909723387353
1210.0,accumulation,0.6397279890431371,0.15418850562177153,0.9993962803012317
1210.0,accumulation,0.6579140473772638,0.1458661458062278,0.9993650936086775
1210.0,accumulation,0.6759344756822052,0.13793332487329674,0.999288988836319
1210.0,accumulation,0.6937703730171288,0.13038287362601905,0.9991242882737217
1210.0,accumulation,0.7114030319887079,0.1230553068609078,0.9971020693916263
1210.0,accumulation,0.7288139583725932,0.11584426871486114,0.9918200173036504
1210.0,accumulation,0.7459848905113007,0.10874806001029151,0.9829779283023082
1210.0,accumulation,0.762897818468169,0.10177145358541687,0.9703601158802216
1210.0,accumulation,0.7795350029172945,0.09492039090873436,0.9537841645726726
1210.0,accumulation,0.7958789937496361,0.08820141031004006,0.9331000486472516
1210.0,accumulation,0.8119126483757694,0.08162087744626184,0.9081852493150258
1210.0,accumulation,0.8276191497060952,0.0751848276051543,0.8789464773792112
1210.0,accumulation,0.842982023789645,0.06889901672943495,0.8453239456785439
1210.0,accumulation,0.8579851570929806,0.06276890337792027,0.8072947090323027
1210.0,accumulation,0.8726128134010644,0.056799648523734536,0.7648758975910084
1210.0,accumulation,0.8868496503223778,0.050996151102408446,0.7181281081083487
1210.0,accumulation,0.9006807353809696,0.045363103498414166,0.6671588456336232
1210.0,accumulation,0.9140915616785621,0.03990497970719791,0.6121243118092168
1210.0,accumulation,0.927068063110284,0.034626082000350215,0.5532317651489759
1210.0,accumulation,0.9395966291180717,0.02953094491872979,0.49074840902780203
1210.0,accumulation,0.9516641189662659,0.024624398448874332,0.4250048381605834
1210.0,accumulation,0.9632578755244279,0.019911262020591496,0.3563901839078507
1210.0,accumulation,0.9743657385429216,0.01539623905943037,0.28534894874878425
1210.0,accumulation,0.9849760574073374,0.011083855307008634,0.212377183942199
1210.0,accumulation,0.995077703358376,0.006978439711386435,0.1380183010513984
1220.0,plume burst,0.004922296641623997,0.49718657128174565,0.5043417604714538
1220.0,plume burst,0.01502394259266257,0.49141314265844704,0.5133192918309523
1220.0,plume burst,0.025634261457078256,0.48535031193667866,0.5228452355749188
1220.0,plume burst,0.0367421244755721,0.4790056221690754,0.5329219304326863
1220.0,plume burst,0.04833588103373401,0.47238698334730705,0.5435505579162571
1220.0,plume burst,0.06040337088192818,0.46550269402219924,0.554730930500706
1220.0,plume burst,0.07293193688971603,0.45836152002123565,0.5664613411725441
1220.0,plume burst,0.08590843832143788,0.45097278098316357,0.578738442499824
1220.0,plume burst,0.09931926461903035,0.44334635161693375,0.5915569963030735
1220.0,plume burst,0.11315034967762214,0.4354926333657397,0.6049095696264863
1220.0,plume burst,0.1273871865989355,0.4274225141417504,0.6187861912045823
1220.0,plume burst,0.14201484290701943,0.4191473289720924,0.6331739844563566
1220.0,plume burst,0.15701797621035488,0.410678822025075,0.6480567774753146
1220.0,plume burst,0.17238085029390485,0.40202910569169814,0.6634146824060204
1220.0,plume burst,0.1880873516242307,0.39321061314190264,0.6792236358479224
1220.0,plume burst,0.20412100625036386,0.3842360430966751,0.6954548942350296
1220.0,plume burst,0.22046499708270553,0.37511829720415546,0.7120744802782131
1220.0,plume burst,0.23710218153183107,0.36587041101852746,0.7290425775348393
1220.0,plume burst,0.25401510948869915,0.35650547961054435,0.7463128702789303
1220.0,plume burst,0.27118604162740667,0.34703657866763604,0.7638318252297038
1220.0,plume burst,0.2885969680112919,0.3374766813645824,0.7815379082747745
1220.0,plume burst,0.306229626982871,0.3278385679102255,0.7993607081970825
1220.0,plume burst,0.32406552431779473,0.3181346964401115,0.8172197630596159
1220.0,plume burst,0.3420859526227361,0.308376563628624,0.8350201394799399
1220.0,plume burst,0.3602720109568628,0.2985749068433819,0.8526525389482188
1220.0,plume burst,0.3786046246563139,0.2887418697492081,0.8700062201269902
1220.0,plume burst,0.397064565340888,0.2788889944692837,0.8869570757140648
1220.0,plume burst,0.4156324710819595,0.26902738868779613,0.9033683587206117
1220.0,plume burst,0.43428886671046696,0.2591674213898695,0.9190883667680094
1220.0,plume burst,0.45301418424367706,0.24931882241447745,0.9339505677157076
1220.0,plume burst,0.4717887834092959,0.23949052907164275,0.9477720768174215
1220.0,plume burst,0.49059297224540244,0.22968998946764535,0.9603481417848544
1220.0,plume burst,0.5094070277545975,0.21992492874471772,0.9714641804089279
1220.0,plume burst,0.528211216590704,0.21020250630134954,0.9808907275555085
1220.0,plume burst,0.5469858157563228,0.2005298518401599,0.9883879205952105
1220.0,plume burst,0.5657111332895329,0.19091688017742656,0.9937311905206127
1220.0,plume burst,0.5843675289180406,0.1813820783922703,0.9967678649585681
1220.0,plume burst,0.6029354346591118,0.17196626407704602,0.997557705391257
1220.0,plume burst,0.621395375343686,0.16286001288394872,0.9976131781483675
1220.0,plume burst,0.6397279890431371,0.15413811594693372,0.9975639912432829
1220.0,plume burst,0.6579140473772638,0.14580400973940044,0.9974333815411491
1220.0,plume burst,0.6759344756822052,0.13785546191581421,0.997208402831892
1220.0,plume burst,0.6937703730171288,0.13028194700654105,0.9968034018383802
1220.0,plume burst,0.7114030319887079,0.12295145527594414,0.9947538206970571
1220.0,plume burst,0.7288139583725932,0.1157506591710525,0.9896017641882873
1220.0,plume burst,0.7459848905113007,0.1086690215864596,0.9809560124577122
1220.0,plume burst,0.762897818468169,0.10170651904522297,0.9685452950593205
1220.0,plume burst,0.7795350029172945,0.09486841631989025,0.9521763473260114
1220.0,plume burst,0.7958789937496361,0.08816056389511999,0.9316869722477945
1220.0,plume burst,0.8119126483757694,0.08158907435329193,0.9069467659354075
1220.0,plume burst,0.8276191497060952,0.0751601615258539,0.8778597899404743
1220.0,plume burst,0.842982023789645,0.0688799296998177,0.8443665035438255
1220.0,plume burst,0.8579851570929806,0.06275505392972268,0.8064567884925297
1220.0,plume burst,0.8726128134010644,0.0567919300296776,0.764162826788315
1220.0,plume burst,0.8868496503223778,0.050997041835172,0.7175677332802692
1220.0,plume burst,0.9006807353809696,0.0453765951588672,0.6668039319505776
1220.0,plume burst,0.9140915616785621,0.03993696368275175,0.6120617637466677
1220.0,plume burst,0.927068063110284,0.03468395089648783,0.5535807847781935
1220.0,plume burst,0.9395966291180717,0.02962223506512523,0.4916407503592605
1220.0,plume burst,0.9516641189662659,0.02475385016059846,0.42653756195257375
1220.0,plume burst,0.9632578755244279,0.020075889552457094,0.35854900666732326
1220.0,plume burst,0.9743657385429216,0.015578118366967014,0.2879177938374961
1220.0,plume burst,0.9849760574073374,0.011236591627166198,0.2147429332286169
1220.0,plume burst,0.995077703358376,0.00703916013820296,0.1391073525752332
1230.0,plume burst,0.004922296641623997,0.4971946653843379,0.5043549701066128
1230.0,plume burst,0.01502394259266257,0.49143797670532574,0.5133607708306079
1230.0,plume burst,0.025634261457078256,0.4853933539479806,0.5229186472451788
1230.0,plume burst,0.0367421244755721,0.4790687203588955,0.5330317053169621
1230.0,plume burst,0.04833588103373401,0.4724719803345453,0.5437014731009252
1230.0,plume burst,0.06040337088192818,0.46561111883142225,0.5549277205841537
1230.0,plume burst,0.07293193688971603,0.45849448568505674,0.5667085233438097
1230.0,plume burst,0.08590843832143788,0.45113101181011656,0.5790402902317876
1230.0,plume burst,0.09931926461903035,0.4435302362634363,0.5919175437323235
1230.0,plume burst,0.11315034967762214,0.4357022413239062,0.6053325574732557
1230.0,plume burst,0.1273871865989355,0.427657575440778,0.6192749413070591
1230.0,plume burst,0.14201484290701943,0.4194071999231985,0.6337312257946713
1230.0,plume burst,0.15701797621035488,0.4109624541652202,0.6486844446023338
1230.0,plume burst,0.17238085029390485,0.40233502268449944,0.6641136920660032
1230.0,plume burst,0.1880873516242307,0.393536893463681,0.6799936371704245
1230.0,plume burst,0.20412100625036386,0.3845803056957977,0.6962939862130161
1230.0,plume burst,0.22046499708270553,0.3754776893814344,0.7129788937206231
1230.0,plume burst,0.23710218153183107,0.36624159971305914,0.7300063232583849
1230.0,plume burst,0.25401510948869915,0.3568846481479609,0.7473273586252341
1230.0,plume burst,0.27118604162740667,0.34741943051493074,0.7648854605749132
1230.0,plume burst,0.2885969680112919,0.3378584474579432,0.7826156351424702
1230.0,plume burst,0.306229626982871,0.3282139687707644,0.8004432129767091
1230.0,plume burst,0.32406552431779473,0.31849714557019665,0.8182779824896714
1230.0,plume burst,0.3420859526227361,0.308719961054633,0.8360247559934109
1230.0,plume burst,0.3602720109568628,0.29889474197550714,0.8535807689401527
1230.0,plume burst,0.3786046246563139,0.28903329666575267,0.8708303827452897
1230.0,plume burst,0.397064565340888,0.2791469375991826,0.8876446939427158
1230.0,plume burst,0.4156324710819595,0.2692457176128538,0.9038759107741823
1230.0,plume burst,0.43428886671046696,0.2593393316778842,0.9193621698803531
1230.0,plume burst,0.45301418424367706,0.24943705528350474,0.9339268943993686
1230.0,plume burst,0.4717887834092959,0.23954825425015816,0.9473821911579758
1230.0,plume burst,0.49059297224540244,0.22968198052165734,0.9595265481278202
1230.0,plume burst,0.5094070277545975,0.21984635903209945,0.9701403529731717
1230.0,plume burst,0.528211216590704,0.21005069354602843,0.9790030144518058
1230.0,plume burst,0.5469858157563228,0.20030730505198074,0.9859108270127667
1230.0,plume burst,0.5657111332895329,0.19063255774412063,0.9906921382043767
1230.0,plume burst,0.5843675289180406,0.18105687561499947,0.9933036906133872
1230.0,plume burst,0.6029354346591118,0.17163684884254823,0.9939648531824742
1230.0,plume burst,0.621395375343686,0.1625416381255717,0.9940187524561871
1230.0,plume burst,0.6397279890431371,0.15382344215274943,0.9938889871082927
1230.0,plume burst,0.6579140473772638,0.14548760730926058,0.993611008805136
1230.0,plume burst,0.6759344756822052,0.1375314180506718,0.9931610958474895
1230.0,plume burst,0.6937703730171288,0.1299412333655484,0.9924131012252819
1230.0,plume burst,0.7114030319887079,0.12261320924942008,0.9902129537293625
1230.0,plume burst,0.7288139583725932,0.11543956833784266,0.9851957621254044
1230.0,plume burst,0.7459848905113007,0.10839803299965362,0.976862103652502
1230.0,plume burst,0.762897818468169,0.10148234866335934,0.9648824469876873
1230.0,plume burst,0.7795350029172945,0.09469385209395352,0.9490241758638793
1230.0,plume burst,0.7958789937496361,0.0880351483369745,0.9290889277317997
1230.0,plume burst,0.8119126483757694,0.08151080894632971,0.9049273889783495
1230.0,plume burst,0.8276191497060952,0.07512631201767662,0.8764336475914113
1230.0,plume burst,0.842982023789645,0.06888720966438043,0.8435389284610822
1230.0,plume burst,0.8579851570929806,0.06279921736269264,0.8062157000622718
1230.0,plume burst,0.8726128134010644,0.05686783713644933,0.764476802417725
1230.0,plume burst,0.8868496503223778,0.051098636488154915,0.7183833529954673
1230.0,plume burst,0.9006807353809696,0.04549736642323531,0.6680494080155268
1230.0,plume burst,0.9140915616785621,0.04006968389118175,0.6136415738751368
1230.0,plume burst,0.927068063110284,0.03482171781142675,0.5553909076599978
1230.0,plume burst,0.9395966291180717,0.029758060950446724,0.49356345630458187
1230.0,plume burst,0.9516641189662659,0.02488045663435466,0.4284389230732211
1230.0,plume burst,0.9632578755244279,0.020185206207410752,0.36027367927900766
1230.0,plume burst,0.9743657385429216,0.015662007300374578,0.2893032615199011
1230.0,plume burst,0.9849760574073374,0.011288916298466123,0.2156533223539778
1230.0,plume burst,0.995077703358376,0.007056830749494971,0.1394387315543824
1240.0,plume burst,0.004922296641623997,0.49719999590243946,0.5043642146830383
1240.0,plume burst,0.01502394259266257,0.4914543245330779,0.5133897724847518
1240.0,plume burst,0.025634261457078256,0.4854217490671394,0.5229699780431909
1240.0,plume burst,0.0367421244755721,0.4791105405262323,0.5331085480364166
1240.0,plume burst,0.04833588103373401,0.4725286338676408,0.5438072690372422
1240.0,plume burst,0.06040337088192818,0.4656837638174981,0.5550658076535334
1240.0,plume burst,0.07293193688971603,0.4585839102365028,0.5668819335450481
1240.0,plume burst,0.08590843832143788,0.45123762350994195,0.5792516625990695
1240.0,plume burst,0.09931926461903035,0.44365408894318603,0.5921690757411383
1240.0,plume burst,0.11315034967762214,0.4358430429153983,0.6056259178860125
1240.0,plume burst,0.1273871865989355,0.4278146678319534,0.6196111231359424
1240.0,plume burst,0.14201484290701943,0.4195795238496628,0.6341103496583723
1240.0,plume burst,0.15701797621035488,0.41114851368380567,0.6491055295027071
1240.0,plume burst,0.17238085029390485,0.40253285722129734,0.6645744049627493
1240.0,plume burst,0.1880873516242307,0.3937440597518538,0.6804900263618076
1240.0,plume burst,0.20412100625036386,0.38479386956965383,0.6968202009489143
1240.0,plume burst,0.22046499708270553,0.3756942272525849,0.7135268929649917
1240.0,plume burst,0.23710218153183107,0.36645721000237375,0.7305655778668521
1240.0,plume burst,0.25401510948869915,0.3570949731607144,0.747884552050486
1240.0,plume burst,0.27118604162740667,0.3476196894273244,0.765424195138123
1240.0,plume burst,0.2885969680112919,0.3380434843424837,0.7831161719483977
1240.0,plume burst,0.306229626982871,0.3283783613652381,0.8008825276704583
1240.0,plume burst,0.32406552431779473,0.31863608396390336,0.8186344612184542
1240.0,plume burst,0.3420859526227361,0.3088277414038545,0.8362690280901234
1240.0,plume burst,0.3602720109568628,0.2989629901676906,0.8536632794654767
1240.0,plume burst,0.3786046246563139,0.28905297508574707,0.8706911085072013
1240.0,plume burst,0.397064565340888,0.2791080261942323,0.8872091355886841
1240.0,plume burst,0.4156324710819595,0.26913990056802856,0.9030709245737226
1240.0,plume burst,0.43428886671046696,0.25915946650964367,0.9181124204636004
1240.0,plume burst,0.45301418424367706,0.24917534571940841,0.9321416879050082
1240.0,plume burst,0.4717887834092959,0.23919777207230636,0.9449650931731907
1240.0,plume burst,0.49059297224540244,0.22924026990398605,0.956402375542942
1240.0,plume burst,0.5094070277545975,0.21931577546650538,0.9662618897571669
1240.0,plume burst,0.528211216590704,0.2094383604352298,0.974355836798649
1240.0,plume burst,0.5469858157563228,0.19962568057374722,0.9805242903349639
1240.0,plume burst,0.5657111332895329,0.1899050756780872,0.984694685533502
1240.0,plume burst,0.5843675289180406,0.18031664692909544,0.9869265337436173
1240.0,plume burst,0.6029354346591118,0.17092695069656752,0.9875589066996608
1240.0,plume burst,0.621395375343686,0.16186713579510054,0.9876189294543998
1240.0,plume burst,0.6397279890431371,0.15317402320071238,0.9873889431689192
1240.0,plume burst,0.6579140473772638,0.14485425024660484,0.9869110529353449
1240.0,plume burst,0.6759344756822052,0.13690325125572483,0.9861374629810081
1240.0,plume burst,0.6937703730171288,0.12930538208846143,0.9849118271402192
1240.0,plume burst,0.7114030319887079,0.1219820081286602,0.9823564782202019
1240.0,plume burst,0.7288139583725932,0.11484075867104429,0.9773106201819375
1240.0,plume burst,0.7459848905113007,0.10784977658866154,0.9692015363153932
1240.0,plume burst,0.762897818468169,0.10099540063279788,0.9576360537501937
1240.0,plume burst,0.7795350029172945,0.09427190834380401,0.9423097950860537
1240.0,plume burst,0.7958789937496361,0.08767934297602681,0.9229991906981793
1240.0,plume burst,0.8119126483757694,0.08122019244291477,0.8995309284669692
1240.0,plume burst,0.8276191497060952,0.07489799402391795,0.8717721657392243
1240.0,plume burst,0.842982023789645,0.06871708253520803,0.8396316984655576
1240.0,plume burst,0.8579851570929806,0.06268238559696032,0.8030616474646782
1240.0,plume burst,0.8726128134010644,0.05679934651412837,0.762060643869211
1240.0,plume burst,0.8868496503223778,0.05107459742327642,0.7166905958396196
1240.0,plume burst,0.9006807353809696,0.045516074951546,0.6670858850975142
1240.0,plume burst,0.9140915616785621,0.04013191294765893,0.6134439634578592
1240.0,plume burst,0.927068063110284,0.03492965881610594,0.5560183631337892
1240.0,plume burst,0.9395966291180717,0.02991371351032128,0.49507919822662416
1240.0,plume burst,0.9516641189662659,0.025082319634693803,0.430865281483948
1240.0,plume burst,0.9632578755244279,0.020422780021816835,0.3635135881504235
1240.0,plume burst,0.9743657385429216,0.015904568169810042,0.29296122586725404
1240.0,plume burst,0.9849760574073374,0.011476550432510188,0.21878727136381076
1240.0,plume burst,0.995077703358376,0.0071276180460071534,0.1407583816471603
1260.0,plume burst,0.004922296641623997,0.49717532588770863,0.5043394602862781
1260.0,plume burst,0.01502394259266257,0.49137991319438784,0.5133130547030254
1260.0,plume burst,0.025634261457078256,0.48530003151804696,0.5228413451439967
1260.0,plume burst,0.0367421244755721,0.47894763715920124,0.5329324308149537
1260.0,plume burst,0.04833588103373401,0.47233137407821496,0.5435891801137267
1260.0,plume burst,0.06040337088192818,0.46545721109572286,0.5548091739660175
1260.0,plume burst,0.07293193688971603,0.45833052846499306,0.5665866539261143
1260.0,plume burst,0.08590843832143788,0.4509575424139182,0.5789139751115742
1260.0,plume burst,0.09931926461903035,0.44334570340615914,0.5917818998444254
1260.0,plume burst,0.11315034967762214,0.4355033914995597,0.6051789282675238
1260.0,plume burst,0.1273871865989355,0.4274395113982953,0.6190903701542413
1260.0,plume burst,0.14201484290701943,0.4191632600937227,0.6334975502463445
1260.0,plume burst,0.15701797621035488,0.41068406501194155,0.6483771964089237
1260.0,plume burst,0.17238085029390485,0.402011593798817,0.6637008999414515
1260.0,plume burst,0.1880873516242307,0.3931557603160799,0.6794345399660782
1260.0,plume burst,0.20412100625036386,0.3841267025080276,0.6955376246763254
1260.0,plume burst,0.22046499708270553,0.37493473874692235,0.7119625495548284
1260.0,plume burst,0.23710218153183107,0.36559031603230546,0.7286537884134421
1260.0,plume burst,0.25401510948869915,0.35610395837776626,0.7455470267806377
1260.0,plume burst,0.27118604162740667,0.3464862159792758,0.7625682251844758
1260.0,plume burst,0.2885969680112919,0.33674760356959854,0.7796325350057813
1260.0,plume burst,0.306229626982871,0.32689846696594815,0.796642677423082
1260.0,plume burst,0.32406552431779473,0.31694825838910484,0.8134835310757695
1260.0,plume burst,0.3420859526227361,0.3069022024410574,0.8299996713738536
1260.0,plume burst,0.3602720109568628,0.296767582469021,0.8460291499354783
1260.0,plume burst,0.3786046246563139,0.2865526017094874,0.8613962636266632
1260.0,plume burst,0.397064565340888,0.2762704433954416,0.8759377441388527
1260.0,plume burst,0.4156324710819595,0.26593550516800396,0.8894820026459809
1260.0,plume burst,0.43428886671046696,0.2555693272666144,0.9018917434025535
1260.0,plume burst,0.45301418424367706,0.24519361904420292,0.9130236333075937
1260.0,plume burst,0.4717887834092959,0.2348351477300317,0.922766606747919
1260.0,plume burst,0.49059297224540244,0.22452219588045583,0.9310239040005265
1260.0,plume burst,0.5094070277545975,0.21428103818391414,0.9376923432025288
1260.0,plume burst,0.528211216590704,0.20414053431326007,0.9427005998225739
1260.0,plume burst,0.5469858157563228,0.19413980696283195,0.9460808193732655
1260.0,plume burst,0.5657111332895329,0.18432269182685412,0.9479409627840454
1260.0,plume burst,0.5843675289180406,0.17473861123082274,0.9484855074592307
1260.0,plume burst,0.6029354346591118,0.16544242171513251,0.948029626178272
1260.0,plume burst,0.621395375343686,0.15648303800340996,0.9469079627887121
1260.0,plume burst,0.6397279890431371,0.14788091096883849,0.9452547911839276
1260.0,plume burst,0.6579140473772638,0.1396405989804578,0.9430887965921562
1260.0,plume burst,0.6759344756822052,0.1317557106121523,0.9403401376230018
1260.0,plume burst,0.6937703730171288,0.1242100876918508,0.9368424946854145
1260.0,plume burst,0.7114030319887079,0.11696815009281758,0.9322042618636174
1260.0,plume burst,0.7288139583725932,0.10998243504505417,0.9258513214868562
1260.0,plume burst,0.7459848905113007,0.10321816807731786,0.9172954605332012
1260.0,plume burst,0.762897818468169,0.0966495311105041,0.9061162350107635
1260.0,plume burst,0.7795350029172945,0.09025824999278849,0.8919565254551303
1260.0,plume burst,0.7958789937496361,0.08403187306486082,0.8745217046014411
1260.0,plume burst,0.8119126483757694,0.07796399836234405,0.8535985597440385
1260.0,plume burst,0.8276191497060952,0.07205172121235331,0.8290322861560653
1260.0,plume burst,0.842982023789645,0.06629438939584859,0.8007164183156353
1260.0,plume burst,0.8579851570929806,0.06069490240407441,0.7686138115369383
1260.0,plume burst,0.8726128134010644,0.05525852518798019,0.7327454889867427
1260.0,plume burst,0.8868496503223778,0.04999292197968422,0.6931993672713017
1260.0,plume burst,0.9006807353809696,0.044908525880460105,0.6501481591413549
1260.0,plume burst,0.9140915616785621,0.04001523388482259,0.6038133403634229
1260.0,plume burst,0.927068063110284,0.03532001395318761,0.5544385299703866
1260.0,plume burst,0.9395966291180717,0.030815652123318323,0.5021134601320575
1260.0,plume burst,0.9516641189662659,0.026464574170651164,0.4465154594252922
1260.0,plume burst,0.9632578755244279,0.02217714208956319,0.3865919219746676
1260.0,plume burst,0.9743657385429216,0.01777762414682195,0.3201083966367072
1260.0,plume burst,0.9849760574073374,0.012984315457538696,0.24289740354098352
1260.0,plume burst,0.995077703358376,0.007711374146973022,0.1513913257061276
1270.0,plume burst,0.004922296641623997,0.4971269544435007,0.504284150200335
1270.0,plume burst,0.01502394259266257,0.49123350121817855,0.5131409653853005
1270.0,plume burst,0.025634261457078256,0.4850565794715922,0.522546762560694
1270.0,plume burst,0.0367421244755721,0.47861238644595533,0.5325141611871139
1270.0,plume burst,0.04833588103373401,0.47191059697579973,0.543046992356689
1270.0,plume burst,0.06040337088192818,0.4649555650716195,0.5541404238338022
1270.0,plume burst,0.07293193688971603,0.457750165149649,0.5657847591325266
1270.0,plume burst,0.08590843832143788,0.4502984056269962,0.5779683196873693
1270.0,plume burst,0.09931926461903035,0.44260613485814854,0.5906781839428021
1270.0,plume burst,0.11315034967762214,0.434680474465768,0.6038991901345219
1270.0,plume burst,0.1273871865989355,0.4265290951149552,0.6176125164746125
1270.0,plume burst,0.14201484290701943,0.4181598312674565,0.6317945619247602
1270.0,plume burst,0.15701797621035488,0.40958061878830193,0.6464162073256539
1270.0,plume burst,0.17238085029390485,0.40079956555715307,0.6614422453284015
1270.0,plume burst,0.1880873516242307,0.39182501557994853,0.6768307820410819
1270.0,plume burst,0.20412100625036386,0.38266556499227883,0.6925325325238412
1270.0,plume burst,0.22046499708270553,0.3733300453753648,0.7084900215140464
1270.0,plume burst,0.23710218153183107,0.3638275008325888,0.7246367291909774
1270.0,plume burst,0.25401510948869915,0.3541671749413222,0.7408962101166543
1270.0,plume burst,0.27118604162740667,0.3443585095468937,0.7571811772821779
1270.0,plume burst,0.2885969680112919,0.33441113866896943,0.77339245001235
1270.0,plume burst,0.306229626982871,0.3243348044555827,0.7894173064326453
1270.0,plume burst,0.32406552431779473,0.3141388040857083,0.805124732026189
1270.0,plume burst,0.3420859526227361,0.3038272970765482,0.8203342847034065
1270.0,plume burst,0.3602720109568628,0.29340034733883785,0.8348149441535291
1270.0,plume burst,0.3786046246563139,0.28287110743225335,0.8483884576826805
1270.0,plume burst,0.397064565340888,0.27226343029724914,0.860924270258001
1270.0,plume burst,0.4156324710819595,0.26160349513772646,0.8722949235515283
1270.0,plume burst,0.43428886671046696,0.25092211644675433,0.8823965653571808
1270.0,plume burst,0.45301418424367706,0.24025000191544288,0.8911235768438606
1270.0,plume burst,0.4717887834092959,0.22961672338266512,0.898364817013206
1270.0,plume burst,0.49059297224540244,0.2190601058663785,0.9040776411713317
1270.0,plume burst,0.5094070277545975,0.208622512199993,0.9082751926880228
1270.0,plume burst,0.528211216590704,0.19834865768563406,0.9110217956227932
1270.0,plume burst,0.5469858157563228,0.18828415722821673,0.9124317197712749
1270.0,plume burst,0.5657111332895329,0.1784727541484714,0.9126545741136933
1270.0,plume burst,0.5843675289180406,0.16895653430136667,0.9118823735323517
1270.0,plume burst,0.6029354346591118,0.1597735534884626,0.9103315047911655
1270.0,plume burst,0.621395375343686,0.15094738490451406,0.9081463775015467
1270.0,plume burst,0.6397279890431371,0.14248931479259827,0.9054004367366315
1270.0,plume burst,0.6579140473772638,0.13439900373636807,0.902088554310684
1270.0,plume burst,0.6759344756822052,0.12666850003198055,0.898147435814218
1270.0,plume burst,0.6937703730171288,0.11928132531433658,0.8934330389442523
1270.0,plume burst,0.7114030319887079,0.11221326398335699,0.8877099766710734
1270.0,plume burst,0.7288139583725932,0.10543342903283753,0.8806449923573078
1270.0,plume burst,0.7459848905113007,0.09891102007624274,0.8718719873643159
1270.0,plume burst,0.762897818468169,0.09262008425322726,0.8610492357693906
1270.0,plume burst,0.7795350029172945,0.08653945751357792,0.8478674550756108
1270.0,plume burst,0.7958789937496361,0.08065053650136998,0.8320332290342434
1270.0,plume burst,0.8119126483757694,0.07493850860540073,0.8132883499779677
1270.0,plume burst,0.8276191497060952,0.06939000179399689,0.7913870797547045
1270.0,plume burst,0.842982023789645,0.06399728949777865,0.7661518574956323
1270.0,plume burst,0.8579851570929806,0.05875931420629927,0.7374978881724618
1270.0,plume burst,0.8726128134010644,0.05368185136593555,0.7054486124936096
1270.0,plume burst,0.8868496503223778,0.04877812402324066,0.6701639725279392
1270.0,plume burst,0.9006807353809696,0.044067259728367794,0.631943784508963
1270.0,plume burst,0.9140915616785621,0.03956714031051347,0.5911398318914021
1270.0,plume burst,0.927068063110284,0.03528658819872503,0.5480419375429897
1270.0,plume burst,0.9395966291180717,0.03120928395867001,0.5026207552152449
