time,kinetic_energy,convective_wavelength_z05_2pi,convective_wavelength_z_weighted_2pi
0.1,3.7568784e-12,0.10237775329787879,0.10352443398812054
0.2,1.16075969e-11,0.10517669118410448,0.10637959255983781
0.3,2.059579885e-11,0.10811114606767248,0.10943349959255473
0.4,2.939897955e-11,0.1111925376378786,0.11265303327492449
0.5,3.744858355e-11,0.11442735014195984,0.11603610193455834
0.6,4.45415483e-11,0.11782004841139547,0.119583558828021
0.7,5.06544955e-11,0.12137349632204851,0.12329575832696378
0.8,5.5849591e-11,0.12508904601539708,0.12717178999783568
0.9,6.02253215e-11,0.12896655800472734,0.13120925366384933
1.0,6.3890629e-11,0.13300439740522238,0.13540419971472067
1.1,6.695165e-11,0.13719944147378452,0.13975113350489857
1.2,6.9505398e-11,0.14154709845859126,0.14424306624736583
1.3,7.16372685e-11,0.14604135346634808,0.14887159858000384
1.4,7.3420601e-11,0.15067483757732666,0.1536270412027504
1.5,7.491731e-11,0.15543893340287826,0.15849856253245442
1.6,7.61790065e-11,0.16032390012082112,0.16347436337542762
1.7,7.724829e-11,0.16531903746657717,0.1685418742194629
1.8,7.81600435e-11,0.17041286103404185,0.17368796823381655
1.9,7.8942639e-11,0.17559329893928458,0.17889917741078265
2.0,7.9619015e-11,0.18084790042230053,0.1841619168754085
2.1,8.02076165e-11,0.18616404319212623,0.18946269600052107
2.2,8.0723196e-11,0.19152913951531725,0.19478831884033826
2.3,8.1177494e-11,0.19693082659646313,0.20012606571452415
2.4,8.15798065e-11,0.2023571462772873,0.20546384965950337
2.5,8.19374555e-11,0.207796701487961,0.21079035026030796
2.6,8.22561795e-11,0.2132387825391282,0.21609511418154237
2.7,8.25404535e-11,0.21867347770596685,0.22136863119392564
2.8,8.27937505e-11,0.2240917442281828,0.22660238255481827
2.9,8.3018756e-11,0.22948546548699625,0.23178886048609676
3.0,8.32175405e-11,0.23484747299629025,0.236921568802472
3.1,8.33917005e-11,0.24017155205747745,0.24199500029202226
3.2,8.35428455e-11,0.2454527540338099,0.24700489307015364
3.3,8.37027685e-11,0.2507264293824629,0.2519648577728786
3.4,8.39481495e-11,0.2560778107687654,0.25687112323237576
3.5,8.425009e-11,0.2614304538186775,0.26169919382240653
3.6,8.45908305e-11,0.26675588439302433,0.26645059384372644
3.7,8.49717135e-11,0.2720520654831291,0.27112529188040896
3.8,8.539454e-11,0.2773179917793428,0.2757245257199596
3.9,8.58625745e-11,0.2825534301754904,0.28024927491096774
4.0,8.64080675e-11,0.2877732749623427,0.2846979793385216
4.1,8.70772345e-11,0.29299514419150097,0.28906907700275386
4.2,8.7831864e-11,0.29818784059127795,0.2933702415578801
4.3,8.86631945e-11,0.30334242633057423,0.29760514364075685
4.4,8.95749825e-11,0.30845677643611896,0.30177740173780254
4.5,9.05716785e-11,0.31352856738598556,0.3058886959727682
4.6,9.16588555e-11,0.31855717651650994,0.3099423545489111
4.7,9.2842695e-11,0.3235413377658528,0.3139411514925444
4.8,9.4129238e-11,0.32847998990401583,0.31788748258222566
4.9,9.55260795e-11,0.33337212824966833,0.3217845867999808
5.0,9.70407365e-11,0.338217418537352,0.3256355039508613
5.1,9.86824885e-11,0.34301460664327943,0.32944239168070183
5.2,1.00459478e-10,0.34776309503652797,0.3332080215025413
5.3,1.02382466e-10,0.35246205182336293,0.3369351410533145
5.4,1.04462127e-10,0.35711064008350146,0.34062571131515584
5.5,1.067105355e-10,0.36170824406478347,0.3442836159249037
5.6,1.091420805e-10,0.3662533369531792,0.3479099117143267
5.7,1.117713855e-10,0.37074550971332515,0.3515081235503822
5.8,1.1461635e-10,0.3751831595046496,0.3550795024152649
5.9,1.176961485e-10,0.37956552229181906,0.35862722508746603
6.0,1.21031018e-10,0.3838911466590277,0.3621537652570411
6.1,1.246429505e-10,0.38815912782759115,0.36566135471141115
6.2,1.28555057e-10,0.3923676128861624,0.3691523188574584
6.3,1.327910475e-10,0.3965150668525709,0.3726296899604121
6.4,1.373772205e-10,0.40059915740843066,0.3760953624006424
6.5,1.42339666e-10,0.4046180266158462,0.37955175960272225
6.6,1.47705945e-10,0.4085693760856323,0.3830009198319652
6.7,1.53507598e-10,0.41245150370288924,0.3864454820262005
6.8,1.59776168e-10,0.4162614199280479,0.38988704839768124
6.9,1.66545624e-10,0.41999604851358163,0.39332747688430286
7.0,1.738529005e-10,0.42365356859238873,0.3967692022203719
7.1,1.817373405e-10,0.42723124132399354,0.40021413637917724
7.2,1.90241474e-10,0.4307278000182383,0.40366466194458756
7.3,1.994103455e-10,0.4341409180116038,0.4071227958190862
7.4,2.092929175e-10,0.4374683383839275,0.41059072832107146
7.5,2.199410475e-10,0.44070843756012623,0.41407043928223364
7.6,2.314125405e-10,0.4438596623367919,0.4175642918085666
7.7,2.43767156e-10,0.4469208829972064,0.4210744931830689
7.8,2.570697735e-10,0.4498906060282221,0.4246033399099702
7.9,2.713911445e-10,0.4527678776423095,0.4281529890067865
8.0,2.868051655e-10,0.45555278140583305,0.43172615857948177
8.1,3.033933865e-10,0.45824451809762173,0.43532531666324453
8.2,3.21242615e-10,0.4608432718150052,0.43895298281538303
8.3,3.40445075e-10,0.463349243619913,0.4426117532480662
8.4,3.611023275e-10,0.46576250639729483,0.4463044880672458
8.5,3.833207515e-10,0.46808398628866504,0.4500339870602949
8.6,4.07216829e-10,0.4703151328248739,0.45380327683757576
8.7,4.32914088e-10,0.4724567232359439,0.4576153645315765
8.8,4.60547729e-10,0.474510176893436,0.4614733100535417
8.9,4.902598945e-10,0.47647723863790997,0.4653805201465448
9.0,5.22205445e-10,0.478359488062152,0.4693400779696163
9.1,5.5654935e-10,0.4801589131659934,0.47335567677907947
