alpha,C,R2_log_space,stderr_alpha,alpha_95ci_low,alpha_95ci_high,n_cases,late_window
0.6100191011937006,63.097836622353675,0.9689084989013149,0.06309025302296127,0.4092377585792625,0.8108004438081388,5,300.0
0.6047041342889605,60.76312439845279,0.9704814992013451,0.0608885775555115,0.41092950563071706,0.798478762947204,5,500.0
0.6068946901607165,61.37171756064108,0.9760307200650161,0.054909622837254826,0.4321477638533513,0.7816416164680817,5,800.0
0.6114356258816532,62.993033986522285,0.9795083579562401,0.05105924864552876,0.44894230869361396,0.7739289430696925,5,1000.0
