time,kinetic_energy,convective_wavelength_z05_2pi,convective_wavelength_z_weighted_2pi
0.1,3.75812464e-12,0.10237866750134099,0.10353115071321392
0.2,1.161089465e-11,0.10517766005127885,0.10638452046207424
0.3,2.0600728e-11,0.10811201189060782,0.10943720290197478
0.4,2.94049107e-11,0.11119311129269714,0.11265558047824803
0.5,3.74549421e-11,0.11442739915080523,0.1160374697839997
0.6,4.45478579e-11,0.11781929128756596,0.1195836794651789
0.7,5.06603645e-11,0.12137160068504134,0.12329452242441385
0.8,5.58546885e-11,0.12508562984754557,0.12716904236090082
0.9,6.02293605e-11,0.12896118525297118,0.1312047900890071
1.0,6.3893348e-11,0.1329965823793373,0.13539776259137346
1.1,6.6952805e-11,0.13718864884638238,0.1397424124436922
1.2,6.95047555e-11,0.14153274515007555,0.14423169808018957
1.3,7.16345985e-11,0.14602281304314363,0.14885716798830884
1.4,7.3415677e-11,0.15065144527842805,0.15360908574409807
1.5,7.4909905e-11,0.15540998739648662,0.15847657452547195
1.6,7.6168892e-11,0.1602886709291223,0.1634477949263562
1.7,7.72352355e-11,0.16527676985069722,0.16851014287702457
1.8,7.81438175e-11,0.17036278090555096,0.17365046075912535
1.9,7.8923008e-11,0.17553461901506373,0.1788552548038928
2.0,7.95957445e-11,0.18077982336613432,0.18411091877354424
2.1,8.018047e-11,0.1860857672695694,0.1894039450763063
2.2,8.0691938e-11,0.19143985922201343,0.19472112331507063
2.3,8.1141889e-11,0.19682973705637444,0.20004972124313075
2.4,8.15396195e-11,0.20224344575596856,0.20537764372877032
2.5,8.1892453e-11,0.2076695876226485,0.210693560303925
2.6,8.22061305e-11,0.21309745673696945,0.2159870113500138
2.7,8.248513e-11,0.2185171413741092,0.22124847846961496
2.8,8.2732928e-11,0.22391959814545523,0.226469433495311
2.9,8.2952214e-11,0.22929670729063503,0.23164235985251896
3.0,8.31450635e-11,0.2346412940403463,0.2367607494178977
3.1,8.33130785e-11,0.23994713489954234,0.24181908304147334
3.2,8.34579775e-11,0.24520935851465453,0.24681310826342998
3.3,8.36129935e-11,0.2504650846878405,0.25175721734803225
3.4,8.3853724e-11,0.2557973658191277,0.2566464792514511
3.5,8.41496635e-11,0.26112897841949817,0.2614568633031607
3.6,8.44839865e-11,0.2664325453939315,0.2661903901755558
3.7,8.48583025e-11,0.2717062886009859,0.27084636557666
3.8,8.5274449e-11,0.2769491329876551,0.275426155470959
3.9,8.5735373e-11,0.28216049861593534,0.27993069039819685
4.0,8.62764255e-11,0.2873571025286549,0.284358280181526
4.1,8.69396075e-11,0.2925538679192368,0.2887074401042582
4.2,8.768661e-11,0.29772055130352354,0.29298617997102316
4.3,8.85096265e-11,0.30284866849639486,0.2971984525336976
4.4,8.94125605e-11,0.30793552526799095,0.30134634380980346
4.5,9.04001585e-11,0.3129797079016178,0.30543276605573066
4.6,9.14773605e-11,0.31798004018498577,0.3094616783065413
4.7,9.26509705e-11,0.32293538863146554,0.31343467963289595
4.8,9.3926709e-11,0.32784432444471817,0.3173543166097997
4.9,9.53122315e-11,0.33270674395218625,0.3212245853431078
5.0,9.6815139e-11,0.33752196731321943,0.3250478018149246
5.1,9.8443655e-11,0.3422883269704372,0.3288262367684201
5.2,1.00207345e-10,0.3470060327822288,0.33256295765466115
5.3,1.021160865e-10,0.3516736949080044,0.33626016798673514
5.4,1.04180778e-10,0.35629056627703076,0.33992066378210367
5.5,1.06413274e-10,0.3608558847389303,0.3435469080494072
5.6,1.088279125e-10,0.3653689302406668,0.3471412437884467
5.7,1.1143928e-10,0.3698282846673163,0.3507063677423561
5.8,1.142650085e-10,0.37423312366496664,0.35424439294635407
5.9,1.173241775e-10,0.3785825638177636,0.35775784775420844
6.0,1.206370105e-10,0.38287536985147574,0.3612495313249734
6.1,1.242246655e-10,0.3871100451113629,0.36472178603013145
6.2,1.28110901e-10,0.3912850816329514,0.3681769542411652
6.3,1.323197995e-10,0.3953988627526616,0.37161750022335205
6.4,1.3687601e-10,0.3994491805591768,0.3750460805074399
6.5,1.418057515e-10,0.4034341934508831,0.3784644851729228
6.6,1.47137563e-10,0.4073514465872813,0.38187500883907494
6.7,1.529006735e-10,0.4111985335083986,0.3852799926207417
6.8,1.591269445e-10,0.4149727593560568,0.3886813422080268
6.9,1.65850336e-10,0.41867217571449217,0.3920816286803579
7.0,1.73106006e-10,0.42229351344238925,0.39548230785177074
7.1,1.80934218e-10,0.42583565350444497,0.3988861223326518
7.2,1.89377446e-10,0.429296043042469,0.4022949225210742
7.3,1.984796405e-10,0.43267243393275834,0.4057111349832034
7.4,2.08288389e-10,0.4359628840427346,0.4091366930551585
7.5,2.188564425e-10,0.4391658320008491,0.41257388318807275
7.6,2.30239385e-10,0.44227985089571825,0.4160253499746421
7.7,2.424967615e-10,0.445303613090287,0.41949326928193825
7.8,2.55692148e-10,0.4482358160802408,0.422979663038993
7.9,2.69895166e-10,0.45107536282142535,0.42648724809513333
8.0,2.851800485e-10,0.4538220409421771,0.43001871239703365
8.1,3.01626127e-10,0.4564758253097549,0.43357662325421037
8.2,3.193196145e-10,0.4590362842693281,0.43716373710005785
8.3,3.38349787e-10,0.46150403043146404,0.4407831308104209
8.4,3.58817274e-10,0.4638788633625516,0.44443722655323553
8.5,3.808275495e-10,0.4661625542925288,0.44812979800959724
8.6,4.04495356e-10,0.4683552175753683,0.45186378571022967
8.7,4.29942925e-10,0.47045918678609305,0.4556430626105563
8.8,4.573011475e-10,0.4724751738095984,0.4594706609758064
8.9,4.86709625e-10,0.47440500956608295,0.46335056057555335
9.0,5.1832211e-10,0.47625015426781203,0.467286478542225
9.1,5.52301015e-10,0.47801337817118755,0.4712826667073187
9.2,5.8881986e-10,0.47969651408136366,0.4753432901943747
9.3,6.28070025e-10,0.4813016404760399,0.4794726598968321
9.4,6.70250155e-10,0.48283168092133977,0.48367567921250465
9.5,7.15579165e-10,0.48428885840822494,0.48795665652155745
9.6,7.6429146e-10,0.48567563091878757,0.4923205153279973
9.7,8.16635135e-10,0.4869948120634082,0.496772101224333
9.8,8.72881825e-10,0.48824862043481887,0.5013159179977928
9.9,9.3332285e-10,0.48944018191770977,0.5059574207098605
10.0,9.9826987e-10,0.49057178107825866,0.510700937846894
10.1,1.068056145e-09,0.4916462497480835,0.5155508695235641
10.2,1.143044705e-09,0.49266612444909286,0.520511355102351
10.3,1.22361859e-09,0.49363390211912767,0.5255862398926628
10.4,1.310194575e-09,0.4945522707048624,0.5307777852128915
10.5,1.403218525e-09,0.4954236555158257,0.5360880023106541
10.6,1.503175835e-09,0.49625043976420447,0.5415173102744103
10.7,1.610576545e-09,0.4970347220338914,0.5470639736883783
10.8,1.72598478e-09,0.4977788987317625,0.5527250067829005
10.9,1.84999188e-09,0.4984851959903723,0.5584946830628876
11.0,1.983240685e-09,0.4991559071723578,0.5643645252547231
11.1,2.126424805e-09,0.4997926866404104,0.5703221441736186
11.2,2.280277855e-09,0.5003976468014304,0.5763518576173656
11.3,2.44560101e-09,0.5009728529384282,0.5824336536407609
11.4,2.623248485e-09,0.5015198073610109,0.5885426037060983
11.5,2.814142975e-09,0.5020402071575297,0.5946495305857669
11.6,3.019275715e-09,0.502535772664122,0.6007206803799777
11.7,3.23971204e-09,0.5030078981196073,0.606717333587594
11.8,3.47659264e-09,0.5034582058424321,0.6125985087607682
11.9,3.731140245e-09,0.5038882000271585,0.6183193992484376
12.0,4.00467734e-09,0.5042991838064198,0.6238336477094061
12.1,4.29862618e-09,0.5046921492951755,0.6290947994131046
12.2,4.61451335e-09,0.5050683455906648,0.6340587043013358
12.3,4.95396949e-09,0.5054292266219681,0.6386850639084946
12.4,5.3187572e-09,0.5057755482562774,0.642938510184487
12.5,5.71076945e-09,0.5061084025111994,0.6467909007423222
12.6,6.13203725e-09,0.506428647669847,0.6502239263800148
12.7,6.58474045e-09,0.5067374385816794,0.6532280492222688
12.8,7.0712227e-09,0.5070354041935462,0.6558038724548736
12.9,7.5939995e-09,0.5073234360894423,0.6579618135990686
13.0,8.15578545e-09,0.5076021167206458,0.65972000592765
13.1,8.7594863e-09,0.5078722126357641,0.6611058064294456
13.2,9.4082203e-09,0.5081342629320965,0.6621509326238859
13.3,1.010533875e-08,0.508388973211353,0.6628917201716025
13.4,1.08544622e-08,0.5086367443407565,0.6633663645560774
13.5,1.16594461e-08,0.5088780312229226,0.6636132371899818
13.6,1.25244559e-08,0.509113263627727,0.6636703639107947
13.7,1.34539517e-08,0.5093428575020367,0.6635731818836484
13.8,1.44527328e-08,0.5095672030316593,0.6633544767694762
13.9,1.55259607e-08,0.5097864755174648,0.6630436790082566
14.0,1.66791419e-08,0.5100010161364155,0.6626664491287841
14.1,1.791823525e-08,0.5102109939061961,0.6622449479256374
14.2,1.924959905e-08,0.510416539517061,0.6617974846008012
14.3,2.068008265e-08,0.510617870367222,0.6613392895954605
14.4,2.22169954e-08,0.5108151705540083,0.6608827219351142
14.5,2.38682241e-08,0.5110085274136958,0.6604372692295765
