time,two_pi_Lm_smoothed
1500.0,1.0827520453480362
1500.1,1.0754823541432086
1500.2,1.068228068114949
1500.3,1.0609901455746804
1500.4,1.0537695366028532
1500.5,1.0465671826719536
1500.6,1.0393840162066814
1500.7,1.0322209599556311
1500.8,1.0250789266771316
1500.9,1.017958818636593
1501.0,1.0108615272295158
1501.1,1.0037879323531695
1501.2,0.9967389022181004
1501.3,0.9897152928454744
1501.4,0.9827179475644234
1501.5,0.9757476970120452
1501.6,0.9688053584422529
1501.7,0.9618917354744468
1501.8,0.9550076176536929
1501.9,0.9481537804507215
1502.0,0.9413309847592738
1502.1,0.9345399766322064
1502.2,0.9277814872500768
1502.3,0.9210562324122049
1502.4,0.9143649124361416
1502.5,0.9077082119377583
1502.6,0.9010867994919537
1502.7,0.8945013279719468
1502.8,0.8879524337952942
1502.9,0.8814407371186687
1503.0,0.8749668416430813
1503.1,0.8685313344819332
1503.2,0.8621347860730523
1503.3,0.8557777503169224
1503.4,0.8494607643002235
1503.5,0.8431843482015843
1503.6,0.8369490053921121
1503.7,0.83075522232858
1503.8,0.8246034685345763
1503.9,0.8184941966759035
1504.0,0.8124278426045597
1504.1,0.8064048251199786
1504.2,0.8004255461575241
1504.3,0.7944903907193761
1504.4,0.7885997269499281
1504.5,0.7827539061106543
1504.6,0.776953262680642
1504.7,0.7711981143251736
1504.8,0.7654887620151085
1504.9,0.7598254900205996
1505.0,0.7542085661247214
1505.1,0.7486382416988685
1505.2,0.7431147514200123
1505.3,0.7376383137859216
1505.4,0.7322091309392343
1505.5,0.7268273888308197
1505.6,0.721493257383141
1505.7,0.7162068904839727
1505.8,0.7109684260743653
1505.9,0.7057779863936887
1506.0,0.7006356781618454
1506.1,0.6955415926232525
1506.2,0.6904958058421513
1506.3,0.6854983786020765
1506.4,0.6805493568393957
1506.5,0.6756487717312746
1506.6,0.6707966397019596
1506.7,0.6659929630259636
1506.8,0.661237729809217
1506.9,0.65653091442889
1507.0,0.6518724775459595
1507.1,0.6472623663816688
1507.2,0.6427005150505367
1507.3,0.6381868447551365
1507.4,0.633721264112821
1507.5,0.6293036693819175
1507.6,0.6249339446942057
1507.7,0.6206119625261569
1507.8,0.6163375837806147
1507.9,0.612110658220335
1508.0,0.6079310250209067
1508.1,0.6037985127016365
1508.2,0.5997129396470531
1508.3,0.5956741144461992
1508.4,0.5916818360748443
1508.5,0.5877358944358378
1508.6,0.5838360705727386
1508.7,0.5799821368834416
1508.8,0.5761738576982325
1508.9,0.5724109893677515
1509.0,0.568693280696533
1509.1,0.565020473200617
1509.2,0.5613923016479021
1509.3,0.5578084942843403
1509.4,0.5542687730035837
1509.5,0.5507728537930899
1509.6,0.547320446954034
1509.7,0.5439112574531669
1509.8,0.5405449852621068
1509.9,0.5372213255269858
1510.0,0.5339399690019895
1510.1,0.5307006021938702
1510.2,0.5275029078143363
1510.3,0.5243465648742999
1510.4,0.5212312489477708
1510.5,0.5181566325237151
1510.6,0.5151223851380015
1510.7,0.5121281736687111
1510.8,0.5091736625309169
1510.9,0.5062585139657094
1511.0,0.5033823881847107
1511.1,0.5005449437470645
1511.2,0.49774583758456986
1511.3,0.4949847251838933
1511.4,0.492261261038958
1511.5,0.4895750986132446
1511.6,0.48692589055970303
1511.7,0.484313288984646
1511.8,0.4817369455985455
1511.9,0.47919651170974986
1512.0,0.4766916384946603
1512.1,0.474221977161094
1512.2,0.47178717896713374
1512.3,0.4693868954975878
1512.4,0.467020778758238
1512.5,0.4646884812763704
1512.6,0.46238965622015615
1512.7,0.46012395749289897
1512.8,0.4578910398838316
1512.9,0.45569055922519575
1513.0,0.453522172499056
1513.1,0.4513855378749988
1513.2,0.4492803148420796
1513.3,0.4472061642716547
1513.4,0.44516274855561117
1513.5,0.4431497316566323
1513.6,0.44116677924014486
1513.7,0.4392135587434336
1513.8,0.4372897394070577
1513.9,0.4353949923879476
1514.0,0.43352899083480373
1514.1,0.4316914098880961
1514.2,0.42988192678059556
1514.3,0.4281002209881699
1514.4,0.4263459742297843
1514.5,0.42461887054289926
1514.6,0.4229185962897537
1514.7,0.42124484026417935
1514.8,0.4195972937292998
1514.9,0.4179756504489464
1515.0,0.41637960678190594
1515.1,0.4148088616944872
1515.2,0.41326311681078637
1515.3,0.4117420764566692
1515.4,0.4102454477288862
1515.5,0.4087729404510903
1515.6,0.4073242672492352
1515.7,0.40589914358299106
1515.8,0.4044972878148596
1515.9,0.403118421197608
1516.0,0.4017622679182507
1516.1,0.40042855509804987
1516.2,0.39911701281136464
1516.3,0.3978273740856514
1516.4,0.39655937494544574
1516.5,0.3953127542992655
1516.6,0.3940872539773095
1516.7,0.3928826187251747
1516.8,0.3916985961221746
1516.9,0.39053493656248967
1517.0,0.3893913932740169
1517.1,0.3882677222681045
1517.2,0.38716368232070214
1517.3,0.386079034903246
1517.4,0.3850135441323933
1517.5,0.38396697673232316
1517.6,0.38293910195305514
1517.7,0.38192969153275014
1517.8,0.38093851958461333
1517.9,0.37996536262202646
1518.0,0.379009999420318
1518.1,0.3780722110481791
1518.2,0.37715178075456635
1518.3,0.3762484939372855
1518.4,0.3753621380236112
1518.5,0.37449250243258786
1518.6,0.37363937854989704
1518.7,0.3728025596713084
1518.8,0.37198184093984815
1518.9,0.37117701930810004
1519.0,0.370387893506789
1519.1,0.3696142639693834
1519.2,0.3688559327378469
1519.3,0.36811270338095725
1519.4,0.3673843809503239
1519.5,0.3666707720180871
1519.6,0.36597168457638724
1519.7,0.36528692804364754
1519.8,0.3646163132017424
1519.9,0.36395965217714793
1520.0,0.36331675839695965
1520.1,0.3626874466014588
1520.2,0.36207153278128046
1520.3,0.3614688342465286
1520.4,0.3608791696393424
1520.5,0.3603023589276136
1520.6,0.35973822337985273
1520.7,0.3591865856028891
1520.8,0.3586472695481534
1520.9,0.35812010053052784
1521.0,0.3576049052597617
1521.1,0.3571015118341881
1521.2,0.35660974972187465
1521.3,0.3561294497417737
1521.4,0.3556604439254925
1521.5,0.3552025655110098
1521.6,0.3547556488295786
1521.7,0.3543195291926288
1521.8,0.3538940427158381
1521.9,0.353479026124353
1522.0,0.3530743165077449
1522.1,0.3526797510561162
1522.2,0.35229516675222405
1522.3,0.3519204001013035
1522.4,0.3515552868294748
1522.5,0.3511996616198492
1522.6,0.3508533578737684
1522.7,0.35051620746575995
1522.8,0.35018804058645764
1522.9,0.34986868563578766
1523.0,0.3495579691412868
1523.1,0.34925571574553627
1523.2,0.34896174821872816
1523.3,0.3486758875780459
1523.4,0.3483979531819118
1523.5,0.3481277629310494
1523.6,0.347865133438129
1523.7,0.34760988027909556
1523.8,0.34736181821936296
1523.9,0.347120761440009
1524.0,0.34688652384565116
1524.1,0.3466589193157743
1524.2,0.34643776196862436
1524.3,0.3462228663936861
1524.4,0.34601404795327606
1524.5,0.3458111229396222
1524.6,0.34561390884504095
1524.7,0.3454222245755654
