time,F_I,F_C,F_P,F_V,F_B,F_CP
1460.0,2.201278257432042e-07,0.0004367449476618,0.0005947327342112,2.797650098393774e-06,0.0003985160485973,0.0003865424343957296
1470.0,1.891713002019369e-07,0.0004045697000678,0.0005445526559332,3.2971175193184817e-06,0.0003592754740465,0.0003483150514388438
1480.0,1.902365220301967e-07,0.00037411229092,0.0005014398084161,5.398274917406588e-06,0.0003286613222652,0.00031847966711761276
1490.0,3.139849763109405e-07,0.0003525698223501,0.0004692310799111,1.0963361648760336e-05,0.0003047681097004,0.00029499046368871586
1500.0,1.0315677707528183e-06,0.000370935915375,0.0004754301115904,2.438220914358565e-05,0.0002943936686935,0.0002828214127934698
1510.0,5.697680367275423e-06,0.0005246723104222,0.0006193960814252,5.530316600819336e-05,0.0003262030687593,0.0003082019238816408
1520.0,5.3160878315029376e-05,0.0010289017781064,0.0011609283858716,0.0001356743491834,0.0005214581884681,0.00048254642620292385
1530.0,0.0004488678315824,0.0026244827503276,0.003042361944071,0.0003989449084979,0.0012982547044455,0.00116058131575387
1540.0,0.0014589128867631,0.0053739219418642,0.0065606892070044,0.0008386842005341,0.0023772684638432,0.0024031803272706186
1550.0,0.0022817289639706,0.0094268542670194,0.0113133929583247,0.0015540827741449,0.0042006023988512,0.004083917488935842
1560.0,0.0039404476019655,0.0153719085636747,0.0185166893586595,0.0026312137903427,0.0062709281528529,0.006230446911411813
1570.0,0.0049602825933493,0.0194437208543334,0.0233081861795954,0.0032252711053323,0.0068164212598927,0.007317037941732478
1580.0,0.0043645800386503,0.0185841902939441,0.0219403848234842,0.0028887553385141,0.0058943893888883,0.006566861356604167
1590.0,0.0033369158702286,0.0146413143664625,0.0171026882748841,0.0021711600300916,0.0043209316414562,0.005002704438258289
1600.0,0.0014865123844502,0.0091116366938064,0.0103319127949326,0.0011240793526411,0.0026768292534693,0.0030608120639465156
1610.0,0.0001492042792122,0.0038411274538958,0.004236623205355,0.000240009035222,0.0016406257394769,0.0016432156780275418
1620.0,2.723985211689544e-05,0.0023352671474511,0.002682387589291,7.286448298128349e-05,0.0012609840231961,0.0012492436107971957
1630.0,1.0428423064637433e-05,0.0016688872934853,0.0019904440978835,3.3139134722814924e-05,0.0010488720289101,0.0010308739085816616
1640.0,5.579896457124023e-06,0.0013253672289234,0.0016190254371747,1.888516229086106e-05,0.0009020477794705,0.0008830009034195876
1650.0,3.543602178871289e-06,0.0011080703254404,0.0013750611999028,1.2045588967260442e-05,0.0007903081657879,0.0007710517407564297
1660.0,2.4940171374153278e-06,0.0009560782421055,0.0011989910937012,8.508259584524676e-06,0.0007008814898597,0.0006821830048711349
1670.0,1.861734378876397e-06,0.0008430151920917,0.0010640597576626,6.430842754433595e-06,0.0006271531166735,0.0006092031874833837
1680.0,1.4409699548112957e-06,0.0007543439787953,0.0009556459949099,5.194385091425067e-06,0.0005644931303487,0.0005478331927705794
1690.0,1.206224974206967e-06,0.000684956286145,0.0008650296137268,5.629196917389639e-06,0.0005076797959896,0.0004919980970858193
1700.0,1.3381024801590229e-06,0.0006374604515608,0.0007941097194507,7.971061276330215e-06,0.0004557062429944,0.0004415407920740445
