time,kinetic_energy,two_pi_Lm
1248.9,3.98439867e-05,0.35969685507628585
1249.0,4.022368605e-05,0.359691038731647
1249.1,4.060545705e-05,0.35968355922785733
1249.2,4.09892287e-05,0.3596743644144788
1249.3,4.1374918e-05,0.35966340653930307
1249.4,4.17624888e-05,0.35965065167312954
1249.5,4.215187155e-05,0.35963606714339447
1249.6,4.25429932e-05,0.3596196309589494
1249.7,4.29358082e-05,0.35960133118174226
1249.8,4.333028405e-05,0.3595811621569062
1249.9,4.37263602e-05,0.35955912576939686
1250.0,4.412401165e-05,0.35953523395726633
1250.1,4.452319375e-05,0.3595095030567964
1250.2,4.492384925e-05,0.3594819619706394
1250.3,4.532595445e-05,0.3594526427430405
1250.4,4.57294759e-05,0.3594215887279783
1250.5,4.61343967e-05,0.35938884830597967
1250.6,4.65406806e-05,0.3593544761407568
1250.7,4.69483046e-05,0.35931853255088847
1250.8,4.73572294e-05,0.3592810847664577
1250.9,4.7767449e-05,0.35924220567241394
1251.0,4.817891285e-05,0.3592019712952994
1251.1,4.85916318e-05,0.3591604633165231
1251.2,4.90055643e-05,0.3591177665590867
1251.3,4.942068955e-05,0.359073969615903
1251.4,4.98370359e-05,0.35902916170820337
1251.5,5.02545445e-05,0.3589834351988119
1251.6,5.0673198e-05,0.3589368855921451
1251.7,5.1093021e-05,0.35888960839261974
1251.8,5.1513943e-05,0.35884169847633396
1251.9,5.1935991e-05,0.35879325386097854
1252.0,5.23591255e-05,0.3587443706792887
1252.1,5.2783368e-05,0.35869514569231814
1252.2,5.32086865e-05,0.3586456756611206
1252.3,5.3635104e-05,0.3585960554617942
1252.4,5.4062569e-05,0.35854638185539267
1252.5,5.4491082e-05,0.3584967497180142
1252.6,5.4920673e-05,0.35844725392575694
1252.7,5.535132e-05,0.3583979893547189
1252.8,5.57829885e-05,0.35834904899604275
1252.9,5.6215704e-05,0.3583005289824636
1253.0,5.66494865e-05,0.35825252042016853
1253.1,5.70842915e-05,0.35820511818525563
1253.2,5.75201355e-05,0.35815841338391174
1253.3,5.7957011e-05,0.35811249963559805
1253.4,5.83949255e-05,0.35806746678986445
1253.5,5.883388e-05,0.35802340658121634
1253.6,5.9273865e-05,0.3579804082308852
1253.7,5.9714871e-05,0.3579385578185097
1253.8,6.01569175e-05,0.35789794456532115
1253.9,6.05999615e-05,0.3578586507810471
1254.0,6.104403e-05,0.3578207612886892
1254.1,6.1489109e-05,0.35778435462806385
1254.2,6.19351785e-05,0.3577495080823502
1254.3,6.23822515e-05,0.3577162932798609
1254.4,6.28303235e-05,0.3576847799639527
1254.5,6.32793665e-05,0.35765503222311584
1254.6,6.3729417e-05,0.35762710723433666
1254.7,6.4180412e-05,0.35760106091796423
1254.8,6.46323705e-05,0.3575769422828441
1254.9,6.50852655e-05,0.35755479468295487
1255.0,6.55391165e-05,0.35753465707404536
