case,Ek,k_c,ell,Pi_m,P_m_resolved,chi_m_resolved,V_m_resolved,dV_m_dt,closure_residual
Ek3e-2,0.03000000000000819,0.39269908169872414,2.5464790894703255,5.619652644902433e-06,1.8523470702597686e-05,1.3585429460329987e-05,0.0005250201585462439,-1.118387154456199e-07,-5.697726871891136e-07
Ek3e-2,0.03000000000000819,0.43623855249158444,2.292323762511318,6.5807086000128675e-06,2.246434258128386e-05,1.67125457779379e-05,0.0006392191822966655,-1.2041896197504046e-07,-7.084928346918673e-07
Ek3e-2,0.03000000000000819,0.48460534681349926,2.0635348053327416,7.361434632219468e-06,2.6302069885503268e-05,1.991225818978657e-05,0.0007522195859813524,-1.1627280202977016e-07,-8.553501344729985e-07
Ek3e-2,0.03000000000000819,0.5383346813777131,1.8575804877381985,7.922279705585544e-06,2.9951899536276577e-05,2.313559324561504e-05,0.0008615626443881311,-9.672952705090328e-08,-1.0092438878731094e-06
Ek3e-2,0.03000000000000819,0.5980211136332659,1.672181762821916,8.26171062642804e-06,3.338338000164131e-05,2.6352474584810674e-05,0.0009657672931544867,-6.122423118108302e-08,-1.1695809784163241e-06
Ek3e-2,0.03000000000000819,0.6643251210119365,1.5052870475178555,8.409059776250263e-06,3.660799610302361e-05,2.95460748628628e-05,0.0010640886635558252,-1.1142025223740399e-08,-1.3359965108657073e-06
Ek3e-2,0.03000000000000819,0.7379804096317688,1.3550495202155455,8.409960193287372e-06,3.9659915310601605e-05,3.270703401807142e-05,0.001156268479418901,5.092987312103448e-08,-1.5080087738782253e-06
Ek3e-2,0.03000000000000819,0.8198020333337472,1.2198066842228639,8.312965563829574e-06,4.25790887709741e-05,3.58287068932917e-05,0.0012423378947716767,1.2209060676163655e-07,-1.6846742929088114e-06
Ek3e-2,0.03000000000000819,0.9106954128951645,1.098061970929369,8.162921947976993e-06,4.540260951693688e-05,3.8904304460036066e-05,0.0013224922622529815,1.9976032541134874e-07,-1.8643772164875357e-06
Ek3e-2,0.03000000000000819,1.011666355224388,0.9884681790946774,8.000380741825893e-06,4.81635097089311e-05,4.192605429531418e-05,0.0013970259154737726,2.819404048003165e-07,-2.044865733009281e-06
Ek3e-2,0.03000000000000819,1.1238321834073135,0.889812567004559,7.8629025191295e-06,5.089236456133033e-05,4.4885798250572245e-05,0.001466300791044497,3.672076762981453e-07,-2.2235438846695663e-06
Ek3e-2,0.03000000000000819,1.2484341007682476,0.8010034325277009,7.78511400523319e-06,5.3618018522889474e-05,4.7776214721741795e-05,0.001530725097036915,4.5460395484158505e-07,-2.3979141589271058e-06
Ek3e-2,0.03000000000000819,1.3868509257632997,0.7210580325708883,7.796896683420626e-06,5.636642651419824e-05,5.059204118326544e-05,0.0015907294885362828,5.435108899192887e-07,-2.566022242407135e-06
Ek3e-2,0.03000000000000819,1.5406143496937066,0.6490917082518494,7.920584675944748e-06,5.915830299429482e-05,5.33309815529076e-05,0.0016467401314616728,6.335221833863597e-07,-2.7267854179439024e-06
Ek3e-2,0.03000000000000819,1.7114258860777212,0.584308095451226,8.168398575477705e-06,6.200674911997368e-05,5.599418472672401e-05,0.0016991547219035834,7.243052036451413e-07,-2.880139385873172e-06
Ek3e-2,0.03000000000000819,1.9011756992392221,0.5259903124157129,8.541123069560404e-06,6.4915846025186e-05,5.858624039945603e-05,0.001748327038548617,8.154672376447023e-07,-3.026984681475124e-06
Ek3e-2,0.03000000000000819,2.111963520466233,0.473493026896242,9.028507387295365e-06,6.788068464796082e-05,6.111467280736087e-05,0.0017945609695176848,9.064641353382907e-07,-3.168959682033706e-06
Ek3e-2,0.03000000000000819,2.346121883193122,0.42623531503784395,9.611250725992919e-06,7.088873112373022e-05,6.358900208312396e-05,0.0018381110575798505,9.965837523723689e-07,-3.308105437759031e-06
Ek3e-2,0.03000000000000819,2.606241934322106,0.38369423299917244,1.026399389231755e-05,7.392205709104657e-05,6.601954455994429e-05,0.001879185907464585,1.0850034276119066e-06,-3.446484788827188e-06
Ek3e-2,0.03000000000000819,2.8952021073066763,0.3453990301665922,1.095857130399815e-05,7.695985392811716e-05,6.841618178376544e-05,0.001917952345208317,1.1708839946556349e-06,-3.5857831543020504e-06
Ek3e-2,0.03000000000000819,3.2161999742872145,0.31092593992748335,1.1666867343239134e-05,7.998071783471318e-05,7.078732418219008e-05,0.001954539785366957,1.2534523324758e-06,-3.7269260231918342e-06
Ek3e-2,0.03000000000000819,3.5727876297478085,0.2798934903585598,1.2362909947356191e-05,8.296435219789211e-05,7.313921520923697e-05,0.001989044767457875,1.3320457374468274e-06,-3.86981869614789e-06
Ek3e-2,0.03000000000000819,3.9689109972423107,0.25195828293827266,1.3024155654422532e-05,8.589252790228098e-05,7.547559556742654e-05,0.0020215355950256183,1.4061219523684157e-06,-4.01334527193651e-06
Ek3e-2,0.03000000000000819,4.408953494149568,0.22681119257142165,1.3632090620873403e-05,8.874933388853214e-05,7.779766133974146e-05,0.002052057204792815,1.4752564224632597e-06,-4.1556744945459855e-06
Ek3e-2,0.03000000000000819,4.8977845376427585,0.2041739468762518,1.4172287958274334e-05,9.152091287645061e-05,8.010424589354018e-05,0.0020806367054835642,1.5391472735002105e-06,-4.294768248864088e-06
Ek3e-2,0.03000000000000819,5.440813428629626,0.18379604688114975,1.463406191485872e-05,9.419497762659654e-05,8.239218048541613e-05,0.002107289922887031,1.5976328257383236e-06,-4.428897599416635e-06
Ek3e-2,0.03000000000000819,6.044049209931916,0.1654519950560205,1.5009905518265275e-05,9.676039966630559e-05,8.465678014791877e-05,0.00213202869800897,1.6507089570693503e-06,-4.556994956947796e-06
Ek3e-2,0.03000000000000819,6.7141671610819325,0.14893880000432672,1.529491370562842e-05,9.920705103808001e-05,8.689236955139592e-05,0.0021548680825022007,1.6985293408393968e-06,-4.678761559783739e-06
Ek3e-2,0.03000000000000819,7.458582665553579,0.1340737302032409,1.5486324477922216e-05,0.00010152592679453951,8.909276467349505e-05,0.0021758324143355784,1.7413820548272728e-06,-4.794544411705028e-06
Ek3e-2,0.03000000000000819,8.285533267827063,0.12069229193527296,1.5583213917097255e-05,0.00010370946590176726,9.125167863087353e-05,0.0021949595666164575,1.779649120777425e-06,-4.905075766980934e-06
Ek3e-2,0.03000000000000819,9.204169828313322,0.10864640903559376,1.558632220493998e-05,0.00010575194750039154,9.336307330819814e-05,0.0022123031461725997,1.8137611278305321e-06,-5.011209140577117e-06
Ek3e-2,0.03000000000000819,10.224657784839339,0.0978027843125229,1.5497964161904928e-05,0.00010764984048054261,9.542147699109812e-05,0.0022279327911771322,1.8441570754110421e-06,-5.113757747871475e-06
Ek3e-2,0.03000000000000819,11.358289641232473,0.08804142450900657,1.532196697064277e-05,0.00010940200440698962,9.742224377686738e-05,0.0022419329012417838,1.8712545456605868e-06,-5.2134608861811125e-06
Ek3e-2,0.03000000000000819,12.617609927778727,0.0792543124826213,1.506357970421647e-05,0.00011100968138623652,9.936170108498621e-05,0.0022544002020883037,1.895430971697987e-06,-5.311030374664149e-06
Ek3e-2,0.03000000000000819,14.016554016340919,0.07134421191072855,1.4729321260689565e-05,0.00011247627794225249,0.00010123714525368997,0.002265440575346592,1.917014597692578e-06,-5.407203169819622e-06
Ek3e-2,0.03000000000000819,15.570602326235417,0.06422359129390051,1.4326768034486847e-05,0.00011380698931706378,0.00010304668228618843,0.0022751655825578635,1.936283300616926e-06,-5.5027443042284275e-06
Ek3e-2,0.03000000000000819,17.296951627277267,0.057813655350865495,1.3864309584292751e-05,0.00011500834509491144,0.00010478894820781942,0.002283689064170988,1.953469370360586e-06,-5.59838206756132e-06
Ek3e-2,0.03000000000000819,19.214705335596676,0.0520434730865961,1.3350904698801374e-05,0.00011608775418924403,0.0001064627750223239,0.002291124103052671,1.9687678933578054e-06,-5.694693425239039e-06
Ek3e-2,0.03000000000000819,21.34508490800031,0.04684919288492462,1.279585673413601e-05,0.00011705310878981642,0.0001080668862680183,0.0022975805314121066,1.98234608046489e-06,-5.791980292802805e-06
Ek3e-2,0.03000000000000819,23.71166467412259,0.042173335940067364,1.220861299265774e-05,0.00011791247983245711,0.0001095996980877518,0.0023031630529326877,1.994351410873657e-06,-5.890182658826079e-06
Ek3e-2,0.03000000000000819,26.34063270496994,0.037964160208320295,1.1598588064007197e-05,0.0001186739091825362,0.00011105926449889362,0.0023079699630717846,2.004917644077667e-06,-5.988861024442281e-06
Ek3e-2,0.03000000000000819,29.261080604574072,0.03417508784155021,1.0975016677026509e-05,0.0001193452832688271,0.00011244334756166377,0.0023120923878602057,2.0141688235938093e-06,-6.087249793456988e-06
Ek3e-2,0.03000000000000819,32.50532543152733,0.030764189766581667,1.0346855484118141e-05,0.00011993426282075634,0.000113749536607947,0.0023156139287011856,2.0222218707161763e-06,-6.184351142025008e-06
Ek3e-2,0.03000000000000819,36.1092673127161,0.027693721706943744,9.722754097800483e-06,0.00012044824350720467,0.00011497533242548631,0.0023186105992702537,2.02918830189695e-06,-6.279031317979072e-06
Ek3e-2,0.03000000000000819,40.11278670652958,0.02492970651269211,9.111073406645527e-06,0.00012089432995718196,0.00011611818536667168,0.002321150965745902,2.035175321294683e-06,-6.370104137429926e-06
Ek3e-2,0.03000000000000819,44.56018571157506,0.02244155817645611,8.519863452005858e-06,0.0001212793151993249,0.000117175577959579,0.002323296435014224,2.0402863156387024e-06,-6.456412527898667e-06
Ek3e-2,0.03000000000000819,49.50067830432831,0.020201743375152105,7.956697233982758e-06,0.00012160966309587005,0.0001181452651443173,0.002325101655342705,2.0446207297704527e-06,-6.536920012200445e-06
Ek3e-2,0.03000000000000819,54.988934930585394,0.018185476792055306,7.42832910892354e-06,0.00012189149181621429,0.0001190256934094585,0.0023266149947441506,2.048273399963042e-06,-6.610804102130786e-06
