case,Ek,k_h,E_m,T_m,P_m,D_m,dE_m_dt,closure_residual
Ek3e-2,0.03000000000000819,0.0,9.990607818855299e-34,1.7109843074798464e-21,1.4937827035760672e-38,-4.173935082962005e-33,-2.5592346673000815e-36,1.7109843074756752e-21
Ek3e-2,0.03000000000000819,0.39269908169872414,0.003712006978820687,-3.3327490975985746e-05,0.00013046319186688852,-9.896292863141309e-05,-8.338957745964759e-07,-9.933319659138203e-07
Ek3e-2,0.03000000000000819,0.7853981633974483,0.0005965840059182806,2.948698837156672e-05,6.5150695202837315e-06,-3.3960940006819115e-05,2.82013321738753e-06,-7.790153323561869e-07
Ek3e-2,0.03000000000000819,1.1780972450961724,0.00035977581272647553,-7.898187556322865e-06,3.133501499079967e-05,-2.3625625849528704e-05,-5.7995271400285246e-08,-1.308031436516172e-07
Ek3e-2,0.03000000000000819,1.5707963267948966,0.00017424623310298472,6.472540682378017e-06,6.187077100270099e-06,-1.1680665869941642e-05,7.699018886769574e-07,2.0905002402951668e-07
Ek3e-2,0.03000000000000819,1.9634954084936207,0.0001906595228562914,-1.1434012626817788e-05,2.441237794010454e-05,-1.1911557687708205e-05,3.8986915150408733e-07,6.769384740744612e-07
Ek3e-2,0.03000000000000819,2.356194490192345,0.0001216272026407375,-2.2247487427580988e-06,9.661228417905265e-06,-6.986894087092931e-06,3.225292209135206e-07,1.2705636714071465e-07
Ek3e-2,0.03000000000000819,2.748893571891069,0.0001111872419029263,-6.633263423451408e-06,1.4730750535814799e-05,-7.435543901681406e-06,4.647272000884173e-07,1.9721601059356897e-07
Ek3e-2,0.03000000000000819,3.141592653589793,8.451309818942768e-05,-3.273325010542219e-06,9.89631256333548e-06,-6.337100293258938e-06,2.54165394603655e-07,3.17218649306692e-08
Ek3e-2,0.03000000000000819,3.5342917352885173,6.99310913979472e-05,-2.3253810031717804e-06,8.116960850237664e-06,-5.8178972638173205e-06,1.6923478360896444e-07,-1.955522003604018e-07
Ek3e-2,0.03000000000000819,3.9269908169872414,6.053687599860641e-05,-7.712730146978984e-07,6.983100482197588e-06,-5.832323806095709e-06,2.125140510237905e-07,1.6698961038019082e-07
Ek3e-2,0.03000000000000819,4.319689898685965,4.814370793616428e-05,-2.6907807934057643e-07,4.624006995609276e-06,-4.412572070104015e-06,3.1079074398469445e-08,-8.872222823378478e-08
Ek3e-2,0.03000000000000819,4.71238898038469,4.77844883693837e-05,-6.258342789696619e-07,5.652520146511313e-06,-4.767971820335797e-06,2.9326859125152827e-08,2.2938718808070285e-07
Ek3e-2,0.03000000000000819,5.105088062083414,4.204800494187159e-05,6.240690375970882e-07,4.292137060374686e-06,-4.836201281525547e-06,8.773559681924753e-08,-7.730780373018951e-09
Ek3e-2,0.03000000000000819,5.497787143782138,3.286899781734133e-05,-3.622866338109472e-08,4.1331749887808305e-06,-3.916959637623277e-06,7.615214750078774e-08,1.0383454027566922e-07
Ek3e-2,0.03000000000000819,5.890486225480862,2.828035626783029e-05,3.973644881857209e-07,3.240738068331648e-06,-3.517639347507148e-06,5.8670298936231556e-08,6.179291007398938e-08
Ek3e-2,0.03000000000000819,6.283185307179586,2.447670088678968e-05,-3.1646632120199237e-08,3.080082954807732e-06,-3.0457375323257758e-06,7.849449623291023e-08,-7.579570587115299e-08
Ek3e-2,0.03000000000000819,6.675884388878311,2.5329549873747813e-05,5.169020276226738e-07,3.1973840540887598e-06,-3.3799748710038094e-06,4.600315743579562e-08,2.883080532718294e-07
Ek3e-2,0.03000000000000819,7.0685834705770345,2.1526022132417884e-05,5.183184929217445e-07,2.7877594831170366e-06,-3.038156424461424e-06,-1.3886220737462122e-08,2.818077723148192e-07
Ek3e-2,0.03000000000000819,7.461282552275758,1.844548590641566e-05,6.059155557946033e-07,2.5675776224556217e-06,-2.7571255122114267e-06,2.6125434878979205e-08,3.902422311598193e-07
