Ra,Ek,time,z,inertia,coriolis,viscous,buoyancy,drag,buoyancy_power,viscous_dissipation,drag_dissipation
8000000.0,0.00014999999999973672,,0.4717887834092959,2.4965218467410604e-05,0.0022596347403089074,0.0002512207107317714,9.278381479202244e-05,0.0,-6.067778133592758e-08,3.2870138419180263e-07,0.0
8000000.0,0.00014999999999973672,,0.49059297224540244,2.7478131419972713e-05,0.002349823869824698,0.0002707009370173586,5.954057689124608e-05,0.0,-2.516199585492507e-08,3.6276847595658293e-07,0.0
8000000.0,0.00014999999999973672,,0.5094070277545975,2.95525962012593e-05,0.002412681874703687,0.00029306122539413457,8.426244295981198e-05,0.0,4.8429540808680834e-08,3.943423131550989e-07,0.0
8000000.0,0.00014999999999973672,,0.528211216590704,3.0314539256485692e-05,0.002423642127951172,0.00031610940323201307,0.00022549683466205515,0.0,1.9127038655095612e-07,4.1873821747744324e-07,0.0
8000000.0,0.00014999999999973672,,0.5469858157563228,2.8726557026499706e-05,0.0023468091341320644,0.00033142567704818866,0.00048703451804468567,0.0,4.591153885800383e-07,4.2999311678708623e-07,0.0
8000000.0,0.00014999999999973672,,0.5657111332895329,2.4903939455991863e-05,0.0021502808356905568,0.0003302589080190819,0.0008022757234200791,0.0,8.193284607657256e-07,4.2426079167622523e-07,0.0
8000000.0,0.00014999999999973672,,0.5843675289180406,2.0504060958579197e-05,0.0018286308090101685,0.00031303958370809465,0.0010726935051997041,0.0,1.1622637265044742e-06,4.033420589547124e-07,0.0
8000000.0,0.00014999999999973672,,0.6029354346591118,1.7421039696798818e-05,0.0014027086322073458,0.00028776186656204975,0.0012719735803838539,0.0,1.4338642846952442e-06,3.7458730198410614e-07,0.0
8000000.0,0.00014999999999973672,,0.621395375343686,1.645721217316323e-05,0.0009041572851078858,0.00026381762701894546,0.0014015126948104296,0.0,1.6194037238410255e-06,3.479942633207817e-07,0.0
8000000.0,0.00014999999999973672,,0.6397279890431371,1.6844022401739728e-05,0.00036953208550241184,0.00024864625818626847,0.001474466344426009,0.0,1.7256170625702432e-06,3.3274158109933554e-07,0.0
8000000.0,0.00014999999999973672,,0.6579140473772638,1.74336682648303e-05,0.000250864743934852,0.000246598795092158,0.0015076783581635023,0.0,1.7677639568501127e-06,3.3458888390202376e-07,0.0
8000000.0,0.00014999999999973672,,0.6759344756822052,1.7954639329836587e-05,0.0007995382280341429,0.00025862769754401245,0.0014990499377050299,0.0,1.7413356481201123e-06,3.54443828503564e-07,0.0
8000000.0,0.00014999999999973672,,0.6937703730171288,1.9237206610868126e-05,0.0013436111537685554,0.0002816777370928773,0.0014271877236442453,0.0,1.6220696449189563e-06,3.8825562502694356e-07,0.0
8000000.0,0.00014999999999973672,,0.7114030319887079,2.251152221259598e-05,0.0018381688026054735,0.00030879045576147216,0.0012788058716123988,0.0,1.4010607895947651e-06,4.285356565311998e-07,0.0
8000000.0,0.00014999999999973672,,0.7288139583725932,2.7922959213785832e-05,0.0022539034716508653,0.0003313406732119075,0.0010594587024846801,0.0,1.101085076013537e-06,4.6723425401361024e-07,0.0
8000000.0,0.00014999999999973672,,0.7459848905113007,3.4058518870274334e-05,0.0025747979471890782,0.000342958968693052,0.000808770190636319,0.0,7.877284917526919e-07,4.987539137689923e-07,0.0
8000000.0,0.00014999999999973672,,0.762897818468169,3.9291452203758306e-05,0.0028061121355779694,0.0003437668460292094,0.0006132196209023792,0.0,5.552638838605564e-07,5.212135459070427e-07,0.0
8000000.0,0.00014999999999973672,,0.7795350029172945,4.307464314516273e-05,0.0029682911428456395,0.0003392380749601457,0.00047813851308749076,0.0,4.001193807452233e-07,5.354114343734527e-07,0.0
8000000.0,0.00014999999999973672,,0.7958789937496361,4.56942392591037e-05,0.003082687219749291,0.00033389962727452954,0.0003826419272030236,0.0,2.9463991630885157e-07,5.431493579790596e-07,0.0
8000000.0,0.00014999999999973672,,0.8119126483757694,4.754448887676808e-05,0.0031651217795138774,0.00032925164137563025,0.0003132822349320984,0.0,2.21050936954423e-07,5.463069846240709e-07,0.0
8000000.0,0.00014999999999973672,,0.8276191497060952,4.8890385039144246e-05,0.0032259880564768305,0.00032539726252818675,0.00026134023055176755,0.0,1.6821298928578043e-07,5.464377093424158e-07,0.0
