time,kinetic_energy,lc_w_z05,lc_w_z_weighted,convective_wavelength_z05_2pi_lc,convective_wavelength_z_weighted_2pi_lc
0.1,2.2200161e-12,0.00751487317,0.00759239863,0.047217340687062084,0.04770444751826642
0.2,3.590016585e-12,0.00935171043,0.00948405698,0.05875852957077409,0.059590087469190006
0.3,4.19038486e-12,0.0115284203,0.011723434,0.07243520104395088,0.0736605082584896
0.4,4.5797134e-12,0.0137850491,0.0140329612,0.08661401796386918,0.08817169562806121
0.5,4.910933765e-12,0.0159095443,0.016197418,0.09996261498968274,0.10177137879184617
0.6,5.21376235e-12,0.0178137777,0.0181337879,0.11192726631000335,0.11393794969679097
0.7,5.49078415e-12,0.0194982724,0.0198482324,0.12251125865906524,0.12471012218916581
0.8,5.74080825e-12,0.0209964894,0.0213776258,0.13192483370043193,0.13431958432894325
0.9,5.96326435e-12,0.022344339,0.0227594598,0.1403936225034398,0.14300190341470445
1.0,6.1584622e-12,0.0235708215,0.0240233432,0.1480998393269527,0.1509431170235726
1.1,6.32724305e-12,0.0246975732,0.0251910698,0.15517942905323232,0.1582801596394954
1.2,6.470705e-12,0.0257406687,0.0262786311,0.16173339137281748,0.16511350882031253
1.3,6.590055e-12,0.0267123985,0.0272980409,0.16783894977472602,0.1715186494976674
1.4,6.6865404e-12,0.0276225475,0.028258594,0.17355758459887022,0.17755398262235322
1.5,6.76142145e-12,0.0284792191,0.0291676567,0.17894021100906826,0.1832657920222982
1.6,6.81596085e-12,0.0292893407,0.0300311507,0.18403035514321706,0.18869128483593595
1.7,6.8514204e-12,0.0300589571,0.0308538532,0.1888659975998615,0.19386047709611587
1.8,6.86905905e-12,0.030793391,0.0316395927,0.1934805818894361,0.19879742397778646
1.9,6.87013085e-12,0.0314973154,0.0323913896,0.19790346933688133,0.20352110321384967
2.0,6.8558815e-12,0.032174775,0.0331115719,0.2021600735418091,0.20804614205970043
2.1,6.8275443e-12,0.03282918,0.0338018788,0.20627182142275394,0.21238346823122511
2.2,6.7863349e-12,0.0334632917,0.0344635637,0.2102560627393046,0.21654095707288773
2.3,6.7334458e-12,0.0340792145,0.0350974963,0.21412601982662152,0.2205240730709499
2.4,6.67004045e-12,0.0346784071,0.0357042648,0.21789085796711227,0.2243365119950093
2.5,6.5972472e-12,0.0352617184,0.0362842738,0.2215559109567841,0.22798081602184123
2.6,6.51615375e-12,0.0358294515,0.0368378363,0.22512308322910357,0.23145895178844683
2.7,6.42780165e-12,0.0363814549,0.0373652537,0.22859142288149675,0.2347728130468777
2.8,6.33318155e-12,0.0369172334,0.0378668828,0.2319578184805995,0.2379246416376514
2.9,6.2332289e-12,0.037436071,0.0383431856,0.23521777126573182,0.24091734039237991
3.0,6.1288205e-12,0.0379371538,0.0387947621,0.2383661673523722,0.24375467922224744
3.1,6.02077165e-12,0.0384196825,0.0392223645,0.24139798459050468,0.2464413843392422
3.2,5.90983805e-12,0.0388829693,0.0396268994,0.24430890140527492,0.24898315207916355
3.3,5.80548265e-12,0.0393366383,0.0400145725,0.24715938780039776,0.2514189740050723
3.4,5.7189127e-12,0.0398005476,0.0403923328,0.25007421589802176,0.2537925119716681
3.5,5.638162e-12,0.0402616805,0.040758796,0.2529715993599589,0.25609506816553007
3.6,5.5609504e-12,0.0407164441,0.0411130709,0.25582896332971894,0.2583210430119126
3.7,5.48761965e-12,0.0411663861,0.0414557762,0.25865603229320194,0.2604743239175652
3.8,5.4184315e-12,0.0416127901,0.0417874428,0.26146087134706814,0.26255824662556737
3.9,5.3534891e-12,0.0420571166,0.04210923,0.2642526570834587,0.2645800952326458
4.0,5.2946514e-12,0.0425055073,0.0424230538,0.26706997894157464,0.2665519083218491
4.1,5.2454975e-12,0.0429677999,0.0427308402,0.2699746490135125,0.2684857873080788
4.2,5.20163565e-12,0.0434302839,0.0430306739,0.2728805216871181,0.27036969800651606
4.3,5.1631146e-12,0.0438906634,0.0433224237,0.27577317139724483,0.2722028160632487
4.4,5.129818e-12,0.0443458524,0.0436056393,0.2786332082340346,0.27398231215993274
4.5,5.10168235e-12,0.0447914053,0.0438795279,0.28143269966888584,0.2757032049872567
4.6,5.07842505e-12,0.045223195,0.0441436096,0.28414571436771735,0.27736247924459173
4.7,5.06001865e-12,0.0456363892,0.0443975094,0.28674189009416917,0.2789577787374476
4.8,5.046238e-12,0.0460260129,0.044640582,0.2891899680013381,0.2804850489263455
4.9,5.03695415e-12,0.0463883822,0.0448724875,0.2914668014628711,0.2819421541565997
5.0,5.03194455e-12,0.0467190967,0.0450928735,0.2935447419501423,0.2833268802337077
5.1,5.03097995e-12,0.0470156969,0.0453014729,0.2954083359688888,0.2846375489188742
5.2,5.0339419e-12,0.0472762336,0.0454989693,0.2970453363343099,0.28587845539757506
5.3,5.0405074e-12,0.0474992504,0.0456847172,0.29844659221532405,0.2870455438736945
