Ek,AR,Nx,Ny,Nz,t_start,t_end,n_samples,mean_Rmax_positive,mean_Rmax_core,status
0.0001499999999997,4,257,257,65,1100.0,1200.0,1001,0.0,0.0,upper_limit_below_0.16
0.0030000000000008,16,385,385,65,1500.0,1600.0,1001,1.4182206314585415,0.6793045796563436,measured
0.0049999999999996,16,385,385,65,1500.0,1600.0,1001,2.422955485464535,1.05023864512987,measured
0.0070000000000042,16,385,385,65,1500.0,1600.0,1001,3.221311446023976,1.4505514269630368,measured
0.0099999999999993,16,385,385,65,1500.0,1600.0,1001,4.07669132096903,1.5438218742157845,measured
0.0300000000000081,16,385,385,65,1500.0,1600.0,1001,6.3461989326473525,3.210618118021978,measured
