     0.1000       7.51574051E-03       7.59230567E-03
     0.2000       9.35736931E-03       9.48730670E-03
     0.3000       1.15460329E-02       1.17356858E-02
     0.4000       1.38227935E-02       1.40601743E-02
     0.5000       1.59749350E-02       1.62446256E-02
     0.6000       1.79138273E-02       1.82054516E-02
     0.7000       1.96400211E-02       1.99487166E-02
     0.8000       2.11870475E-02       2.15111861E-02
     0.9000       2.25906009E-02       2.29299941E-02
     1.0000       2.38791122E-02       2.42341451E-02
     1.1000       2.50733324E-02       2.54446589E-02
     1.2000       2.61881891E-02       2.65766634E-02
     1.3000       2.72346181E-02       2.76412921E-02
     1.4000       2.82208953E-02       2.86470086E-02
     1.5000       2.91535221E-02       2.96004605E-02
     1.6000       3.00377990E-02       3.05070199E-02
     1.7000       3.08781973E-02       3.13711283E-02
     1.8000       3.16786032E-02       3.21965226E-02
     1.9000       3.24424764E-02       3.29863867E-02
     2.0000       3.31729540E-02       3.37434550E-02
     2.1000       3.38729155E-02       3.44700868E-02
     2.2000       3.45450213E-02       3.51683197E-02
     2.3000       3.51917321E-02       3.58399097E-02
     2.4000       3.58153153E-02       3.64863633E-02
     2.5000       3.64178420E-02       3.71089634E-02
     2.6000       3.70011785E-02       3.77087930E-02
     2.7000       3.75669745E-02       3.82867565E-02
     2.8000       3.81166514E-02       3.88436010E-02
     2.9000       3.86513921E-02       3.93799373E-02
     3.0000       3.91721341E-02       3.98962613E-02
     3.1000       3.96795682E-02       4.03929761E-02
     3.2000       4.01741446E-02       4.08704142E-02
     3.3000       4.06641016E-02       4.13328282E-02
     3.4000       4.11661164E-02       4.17845405E-02
     3.5000       4.16680917E-02       4.22244889E-02
     3.6000       4.21662298E-02       4.26508814E-02
     3.7000       4.26611690E-02       4.30639528E-02
     3.8000       4.31526706E-02       4.34635356E-02
     3.9000       4.36415681E-02       4.38497941E-02
     4.0000       4.41323477E-02       4.42247970E-02
     4.1000       4.46335277E-02       4.45902013E-02
     4.2000       4.51343957E-02       4.49451554E-02
     4.3000       4.56346328E-02       4.52901966E-02
     4.4000       4.61340325E-02       4.56264778E-02
     4.5000       4.66311454E-02       4.59543859E-02
     4.6000       4.71251299E-02       4.62749306E-02
     4.7000       4.76146729E-02       4.65889589E-02
     4.8000       4.80970845E-02       4.68969447E-02
     4.9000       4.85713057E-02       4.72002623E-02
     5.0000       4.90340300E-02       4.74984712E-02
     5.1000       4.94830958E-02       4.77933343E-02
     5.2000       4.99148955E-02       4.80841701E-02
     5.3000       5.03263536E-02       4.83710349E-02
     5.4000       5.07145719E-02       4.86540945E-02
     5.5000       5.10778743E-02       4.89335589E-02
     5.6000       5.14128868E-02       4.92081900E-02
     5.7000       5.17184959E-02       4.94779365E-02
     5.8000       5.19932728E-02       4.97418264E-02
     5.9000       5.22366323E-02       4.99993357E-02
     6.0000       5.24482925E-02       5.02495799E-02
     6.1000       5.26290205E-02       5.04915607E-02
     6.2000       5.27792696E-02       5.07244692E-02
     6.3000       5.29011284E-02       5.09479300E-02
     6.4000       5.29967289E-02       5.11615316E-02
