Ek,time,F_P_h
0.0002,1273.1,0.0185403016
0.0002,1273.2,0.018552413
0.0002,1273.3,0.0185643246
0.0002,1273.4,0.0185760046
0.0002,1273.5,0.0185873518
0.0002,1273.6,0.0185985864
0.0002,1273.7,0.018609515
0.0002,1273.8,0.0186203031
0.0002,1273.9,0.0186308646
0.0002,1274.0,0.0186411235
0.0002,1274.1,0.0186512523
0.0002,1274.2,0.0186612682
0.0002,1274.3,0.0186711167
0.0002,1274.4,0.0186806933
0.0002,1274.5,0.0186902564
0.0002,1274.6,0.0186995606
0.0002,1274.7,0.0187087116
0.0002,1274.8,0.0187178276
0.0002,1274.9,0.0187267763
0.0002,1275.0,0.0187355111
0.0002,1275.1,0.0187443988
0.0002,1275.2,0.0187530276
0.0002,1275.3,0.0187614917
0.0002,1275.4,0.0187700501
0.0002,1275.5,0.018778427
0.0002,1275.6,0.0187867652
0.0002,1275.7,0.0187949581
0.0002,1275.8,0.018803143
0.0002,1275.9,0.0188112785
0.0002,1276.0,0.0188192639
0.0002,1276.1,0.0188274005
0.0002,1276.2,0.0188353044
0.0002,1276.3,0.0188432178
0.0002,1276.4,0.0188510309
0.0002,1276.5,0.0188588604
0.0002,1276.6,0.0188666296
0.0002,1276.7,0.0188743085
0.0002,1276.8,0.0188819707
0.0002,1276.9,0.0188895922
0.0002,1277.0,0.0188971366
0.0002,1277.1,0.0189046574
0.0002,1277.2,0.0189120539
0.0002,1277.3,0.0189194551
0.0002,1277.4,0.0189267955
0.0002,1277.5,0.0189340614
0.0002,1277.6,0.0189413485
0.0002,1277.7,0.0189485262
0.0002,1277.8,0.0189556112
0.0002,1277.9,0.0189626937
0.0002,1278.0,0.0189697197
0.0002,1278.1,0.0189766953
0.0002,1278.2,0.0189836308
0.0002,1278.3,0.018990421
0.0002,1278.4,0.018997317
0.0002,1278.5,0.0190040761
0.0002,1278.6,0.0190107466
0.0002,1278.7,0.0190174008
0.0002,1278.8,0.0190240397
0.0002,1278.9,0.0190306083
0.0002,1279.0,0.0190371799
0.0002,1279.1,0.0190436303
0.0002,1279.2,0.0190500895
0.0002,1279.3,0.0190565015
0.0002,1279.4,0.0190628922
0.0002,1279.5,0.0190691669
0.0002,1279.6,0.0190754648
0.0002,1279.7,0.019081661
0.0002,1279.8,0.0190878731
0.0002,1279.9,0.019093888
0.0002,1280.0,0.01910006
0.0002,1280.1,0.0191060973
0.0002,1280.2,0.0191121346
0.0002,1280.3,0.0191180569
0.0002,1280.4,0.019123951
0.0002,1280.5,0.0191298239
0.0002,1280.6,0.0191356519
0.0002,1280.7,0.0191414059
0.0002,1280.8,0.0191470632
0.0002,1280.9,0.0191527952
0.0002,1281.0,0.0191583074
0.0002,1281.1,0.0191638558
0.0002,1281.2,0.0191693201
0.0002,1281.3,0.0191746235
