   600.1000       1.15926623E-07       8.04887784E-07       1.04678144E-06       4.86903355E-07
   600.2000       1.16162762E-07       8.06489031E-07       1.04891551E-06       4.87882236E-07
   600.3000       1.16399405E-07       8.08093551E-07       1.05105414E-06       4.88863162E-07
   600.4000       1.16636554E-07       8.09701345E-07       1.05319734E-06       4.89846135E-07
   600.5000       1.16874210E-07       8.11312408E-07       1.05534510E-06       4.90831155E-07
   600.6000       1.17112374E-07       8.12926744E-07       1.05749741E-06       4.91818224E-07
   600.7000       1.17351047E-07       8.14544352E-07       1.05965428E-06       4.92807341E-07
   600.8000       1.17590229E-07       8.16165238E-07       1.06181570E-06       4.93798505E-07
   600.9000       1.17829921E-07       8.17789402E-07       1.06398167E-06       4.94791717E-07
   601.0000       1.18070124E-07       8.19416847E-07       1.06615221E-06       4.95786978E-07
   601.1000       1.18310838E-07       8.21047582E-07       1.06832733E-06       4.96784297E-07
   601.2000       1.18552065E-07       8.22681609E-07       1.07050703E-06       4.97783673E-07
   601.3000       1.18793804E-07       8.24318927E-07       1.07269131E-06       4.98785106E-07
   601.4000       1.19036056E-07       8.25959538E-07       1.07488019E-06       4.99788601E-07
   601.5000       1.19278822E-07       8.27603448E-07       1.07707368E-06       5.00794154E-07
   601.6000       1.19522103E-07       8.29250658E-07       1.07927177E-06       5.01801770E-07
   601.7000       1.19765899E-07       8.30901178E-07       1.08147445E-06       5.02811448E-07
   601.8000       1.20010210E-07       8.32555007E-07       1.08368174E-06       5.03823192E-07
   601.9000       1.20255038E-07       8.34212146E-07       1.08589362E-06       5.04836996E-07
   602.0000       1.20500382E-07       8.35872600E-07       1.08811010E-06       5.05852865E-07
   602.1000       1.20746244E-07       8.37536377E-07       1.09033119E-06       5.06870804E-07
   602.2000       1.20992624E-07       8.39203480E-07       1.09255690E-06       5.07890817E-07
   602.3000       1.21239522E-07       8.40873907E-07       1.09478722E-06       5.08912898E-07
   602.4000       1.21486940E-07       8.42547657E-07       1.09702217E-06       5.09937046E-07
   602.5000       1.21734877E-07       8.44224736E-07       1.09926176E-06       5.10963263E-07
   602.6000       1.21983334E-07       8.45905156E-07       1.10150596E-06       5.11991557E-07
   602.7000       1.22232312E-07       8.47588919E-07       1.10375480E-06       5.13021932E-07
   602.8000       1.22481812E-07       8.49276026E-07       1.10600827E-06       5.14054386E-07
   602.9000       1.22731833E-07       8.50966470E-07       1.10826636E-06       5.15088915E-07
   603.0000       1.22982377E-07       8.52660258E-07       1.11052910E-06       5.16125526E-07
   603.1000       1.23233444E-07       8.54357396E-07       1.11279648E-06       5.17164221E-07
   603.2000       1.23485034E-07       8.56057886E-07       1.11506850E-06       5.18205000E-07
   603.3000       1.23737149E-07       8.57761731E-07       1.11734518E-06       5.19247863E-07
   603.4000       1.23989789E-07       8.59468930E-07       1.11962651E-06       5.20292814E-07
   603.5000       1.24242954E-07       8.61179492E-07       1.12191249E-06       5.21339855E-07
   603.6000       1.24496645E-07       8.62893411E-07       1.12420312E-06       5.22388980E-07
   603.7000       1.24750863E-07       8.64610693E-07       1.12649841E-06       5.23440196E-07
   603.8000       1.25005609E-07       8.66331337E-07       1.12879836E-06       5.24493502E-07
   603.9000       1.25260883E-07       8.68055350E-07       1.13110300E-06       5.25548905E-07
   604.0000       1.25516685E-07       8.69782737E-07       1.13341231E-06       5.26606404E-07
   604.1000       1.25773017E-07       8.71513496E-07       1.13572628E-06       5.27665995E-07
   604.2000       1.26029879E-07       8.73247626E-07       1.13804491E-06       5.28727684E-07
   604.3000       1.26287272E-07       8.74985130E-07       1.14036823E-06       5.29791472E-07
   604.4000       1.26545197E-07       8.76726011E-07       1.14269623E-06       5.30857363E-07
   604.5000       1.26803654E-07       8.78470269E-07       1.14502894E-06       5.31925355E-07
   604.6000       1.27062644E-07       8.80217904E-07       1.14736636E-06       5.32995453E-07
   604.7000       1.27322167E-07       8.81968916E-07       1.14970848E-06       5.34067657E-07
   604.8000       1.27582226E-07       8.83723299E-07       1.15205531E-06       5.35141963E-07
   604.9000       1.27842819E-07       8.85481057E-07       1.15440684E-06       5.36218376E-07
   605.0000       1.28103948E-07       8.87242194E-07       1.15676309E-06       5.37296898E-07
   605.1000       1.28365614E-07       8.89006706E-07       1.15912404E-06       5.38377525E-07
