time,frame,F_P_3d_bulk
1250.0,125,0.09196117735048251
1260.0,126,0.09135055847386704
1270.0,127,0.09140449846153052
1280.0,128,0.09178106366547209
1290.0,129,0.0917994515769314
1300.0,130,0.09161701268723194
1310.0,131,0.09158784348638006
1320.0,132,0.09131357484672474
1330.0,133,0.09138206720818419
1340.0,134,0.09087998385291843
1350.0,135,0.09098450894396333
1360.0,136,0.09047422186179466
1370.0,137,0.09054749539410287
1380.0,138,0.09108726456844808
1390.0,139,0.09113809797022697
1400.0,140,0.09183623536830755
1410.0,141,0.09247592204379214
1420.0,142,0.09140528320706161
1430.0,143,0.09119955901301674
1440.0,144,0.0923372878210003
1450.0,145,0.09255105620422828
1460.0,146,0.09165668738956823
1470.0,147,0.09168048973674885
1480.0,148,0.09233520237924456
1490.0,149,0.09215776604237237
1500.0,150,0.09164641472982833
1510.0,151,0.0922467071729578
1520.0,152,0.09321287521754279
1530.0,153,0.09244910356064268
1540.0,154,0.09244939708524719
1550.0,155,0.09254473204065211
1560.0,156,0.09186519739040369
1570.0,157,0.0923203338610755
1580.0,158,0.0924392974277556
1590.0,159,0.09217198938268728
1600.0,160,0.09245923608124142
1610.0,161,0.09250429017225753
1620.0,162,0.09255764833067863
1630.0,163,0.09249629080912587
1640.0,164,0.09264007085945547
1650.0,165,0.0923450198309696
1660.0,166,0.09288233460909856
1670.0,167,0.09285190222753162
1680.0,168,0.09153816488884917
1690.0,169,0.09211893223454232
1700.0,170,0.09277696227256041
1710.0,171,0.09162294870715354
1720.0,172,0.09229914505954387
1730.0,173,0.09247149009423893
1740.0,174,0.09201174943638803
