time,kinetic_energy,convective_wavelength_z05_2pi,convective_wavelength_z_weighted_2pi
0.1,2.2200161e-12,0.047217340687062084,0.04770444751826642
0.2,3.590016585e-12,0.05875852957077409,0.059590087469190006
0.3,4.19038486e-12,0.07243520104395088,0.0736605082584896
0.4,4.5797134e-12,0.08661401796386918,0.08817169562806121
0.5,4.910933765e-12,0.09996261498968274,0.10177137879184617
0.6,5.21376235e-12,0.11192726631000335,0.11393794969679097
0.7,5.49078415e-12,0.12251125865906524,0.12471012218916581
0.8,5.74080825e-12,0.13192483370043193,0.13431958432894325
0.9,5.96326435e-12,0.1403936225034398,0.14300190341470445
1.0,6.1584622e-12,0.1480998393269527,0.1509431170235726
1.1,6.32724305e-12,0.15517942905323232,0.1582801596394954
1.2,6.470705e-12,0.16173339137281748,0.16511350882031253
1.3,6.590055e-12,0.16783894977472602,0.1715186494976674
1.4,6.6865404e-12,0.17355758459887022,0.17755398262235322
1.5,6.76142145e-12,0.17894021100906826,0.1832657920222982
1.6,6.81596085e-12,0.18403035514321706,0.18869128483593595
1.7,6.8514204e-12,0.1888659975998615,0.19386047709611587
1.8,6.86905905e-12,0.1934805818894361,0.19879742397778646
1.9,6.87013085e-12,0.19790346933688133,0.20352110321384967
2.0,6.8558815e-12,0.2021600735418091,0.20804614205970043
2.1,6.8275443e-12,0.20627182142275394,0.21238346823122511
2.2,6.7863349e-12,0.2102560627393046,0.21654095707288773
2.3,6.7334458e-12,0.21412601982662152,0.2205240730709499
2.4,6.67004045e-12,0.21789085796711227,0.2243365119950093
2.5,6.5972472e-12,0.2215559109567841,0.22798081602184123
2.6,6.51615375e-12,0.22512308322910357,0.23145895178844683
2.7,6.42780165e-12,0.22859142288149675,0.2347728130468777
2.8,6.33318155e-12,0.2319578184805995,0.2379246416376514
2.9,6.2332289e-12,0.23521777126573182,0.24091734039237991
3.0,6.1288205e-12,0.2383661673523722,0.24375467922224744
3.1,6.02077165e-12,0.24139798459050468,0.2464413843392422
3.2,5.90983805e-12,0.24430890140527492,0.24898315207916355
3.3,5.80548265e-12,0.24715938780039776,0.2514189740050723
3.4,5.7189127e-12,0.25007421589802176,0.2537925119716681
