time,frame,F_P_3d_bulk
2410.0,241,0.02655721701196918
2420.0,242,0.028120820600336594
2430.0,243,0.029230463656010286
2440.0,244,0.029761892851021186
2450.0,245,0.028833489973433893
2460.0,246,0.02598213458622677
2470.0,247,0.025314794006409562
2480.0,248,0.02430288859726229
2490.0,249,0.022984153659846185
2500.0,250,0.024896148401309024
2510.0,251,0.027247869924147714
2520.0,252,0.02757858942520755
2530.0,253,0.026373486409394967
2540.0,254,0.02611889545496083
2550.0,255,0.025231836765441232
2560.0,256,0.027273733816074446
2570.0,257,0.031867081164645844
2580.0,258,0.030459887392724577
2590.0,259,0.03171882158606978
2600.0,260,0.03046018048085494
2610.0,261,0.03127347880774942
2620.0,262,0.0222271574471134
2630.0,263,0.02251285500247207
2640.0,264,0.02016884453947036
2650.0,265,0.019919776696804406
2660.0,266,0.02196572166360481
2670.0,267,0.022669707777804003
2680.0,268,0.020776500452898278
2690.0,269,0.02211521302598295
2700.0,270,0.020621672029344878
2710.0,271,0.020485555607335792
2720.0,272,0.022495315191088158
2730.0,273,0.022124904186958873
2740.0,274,0.02227528669980644
2750.0,275,0.024454334590186522
2760.0,276,0.022257771201837653
2770.0,277,0.023722366596624182
2780.0,278,0.023263385809033768
2790.0,279,0.022393128709934464
2800.0,280,0.021005860668227707
2810.0,281,0.02351769512964275
2820.0,282,0.0252940872117566
2830.0,283,0.025006729405386036
2840.0,284,0.02506129771607646
2850.0,285,0.025629761354765038
2860.0,286,0.024982283822002075
2870.0,287,0.023876549244653923
2880.0,288,0.023923089864235993
2890.0,289,0.022663397263600407
2900.0,290,0.020557240596918873
