time,frame,F_P_3d_bulk
2400.0,240,0.02897715583581296
2410.0,241,0.02979176987399834
2420.0,242,0.0262321780051159
2430.0,243,0.025941177249587544
2440.0,244,0.026853933908940714
2450.0,245,0.028024909970125484
2460.0,246,0.025613252398513007
2470.0,247,0.02586785419997269
2480.0,248,0.027119769432465458
2490.0,249,0.02650817097110157
2500.0,250,0.026504463827645514
2510.0,251,0.026814065702793984
2520.0,252,0.025523627932687292
2530.0,253,0.025874968291621187
2540.0,254,0.026027713323052235
2550.0,255,0.02814583163360237
2560.0,256,0.028582990437503453
2570.0,257,0.028064567747054313
2580.0,258,0.02843097654939748
2590.0,259,0.029486308102713965
2600.0,260,0.029752863039778674
2610.0,261,0.028786756891510272
2620.0,262,0.029415620833824895
2630.0,263,0.024932256395480763
2640.0,264,0.024182904089077733
2650.0,265,0.024920615022603572
2660.0,266,0.024902292297474586
2670.0,267,0.02276439329371594
2680.0,268,0.023471944387552617
2690.0,269,0.02233153285057321
2700.0,270,0.02357637029852978
2710.0,271,0.02189918391905668
2720.0,272,0.021911935246266973
2730.0,273,0.024202168996153007
2740.0,274,0.024670488748067043
2750.0,275,0.022999344065062762
2760.0,276,0.020041808965239872
2770.0,277,0.021699564112857398
2780.0,278,0.02041584342781219
2790.0,279,0.019922539845026354
2800.0,280,0.019941193432061355
2810.0,281,0.0208241461791216
2820.0,282,0.023728723816803333
2830.0,283,0.025489260698104036
2840.0,284,0.02337506153874765
2850.0,285,0.02251374956351357
2860.0,286,0.023363828670956585
2870.0,287,0.024581632306216697
2880.0,288,0.025282184708779954
2890.0,289,0.025456091794536874
