time,ell_w_z075,lambda_w_z075
386.897,0.0857349917,0.53868884
387.002,0.0855103167,0.537277166
387.1,0.0852063218,0.535367109
387.198,0.084963734,0.533842885
387.303,0.0848310599,0.533009269
387.401,0.084792271,0.532765551
387.499,0.0847867071,0.532730592
387.597,0.0848018532,0.532825758
387.702,0.084842991,0.533084234
387.8,0.0848962388,0.5334188
387.898,0.0849624082,0.533834555
388.003,0.0850037648,0.534094406
388.101,0.0849339476,0.533655732
388.199,0.0847620633,0.532575751
388.297,0.0845983975,0.531547408
388.402,0.0845325962,0.531133967
388.5,0.0845545596,0.531271967
388.598,0.0845751668,0.531401445
388.703,0.0845609865,0.531312348
388.801,0.0845709082,0.531374688
388.899,0.0846341554,0.531772082
388.997,0.0847438643,0.532461403
389.102,0.0848788492,0.533309538
389.2,0.084989009,0.534001692
389.298,0.0850781955,0.534562068
389.403,0.0851319077,0.534899552
389.501,0.0850966855,0.534678244
389.599,0.084939787,0.533692422
389.697,0.0846858177,0.532096685
389.802,0.0844176458,0.530411712
389.9,0.0842529634,0.529376982
389.998,0.084206183,0.529083052
390.103,0.0843014,0.529681318
390.201,0.0844636458,0.530700739
390.299,0.0846216328,0.5316934
390.397,0.0847404001,0.532439637
390.502,0.0848246937,0.532969269
390.6,0.0848607143,0.533195593
390.698,0.0848251642,0.532972225
390.803,0.0846984283,0.53217592
390.901,0.0845475217,0.531227746
390.999,0.0844359926,0.530526988
391.097,0.0844093572,0.530359633
391.202,0.084477824,0.530789823
391.3,0.0845932688,0.531515183
391.398,0.0846997275,0.532184084
391.503,0.0847276808,0.532359719
391.601,0.0846602868,0.53193627
391.699,0.0845928361,0.531512465
391.797,0.084600873,0.531562962
391.902,0.084644914,0.53183968
392.0,0.084652682,0.531888488
392.098,0.0846382846,0.531798026
392.203,0.0846712218,0.532004977
392.301,0.0847303695,0.532376613
392.399,0.0847678218,0.532611932
392.497,0.0847732761,0.532646203
392.602,0.0847153505,0.532282245
392.7,0.0846179726,0.531670402
392.798,0.0845179712,0.531042075
392.903,0.0844009202,0.530306622
393.001,0.0842844762,0.529574983
393.099,0.0842042771,0.529071077
393.197,0.0841920964,0.528994543
393.302,0.084254042,0.529383759
393.4,0.0843776562,0.53016045
393.498,0.0845798108,0.531430624
393.603,0.0848989226,0.533435663
393.701,0.0852626126,0.535720795
393.799,0.0856442644,0.538118784
393.897,0.0859957456,0.540327205
394.002,0.08623453,0.541827532
394.1,0.0863009798,0.542245049
394.198,0.0862942612,0.542202834
394.303,0.0862439673,0.541886828
394.401,0.0861576262,0.541344331
394.499,0.0860156062,0.540451993
394.597,0.0857783105,0.53896102
394.702,0.0854056166,0.536619316
394.8,0.0850276443,0.534244445
394.898,0.0847785714,0.532679474
395.003,0.0847414977,0.532446533
395.101,0.0848480537,0.533116044
395.199,0.0849813688,0.533953688
395.297,0.0850673813,0.53449412
395.402,0.0850529666,0.53440355
395.5,0.0849157296,0.533541265
395.598,0.0847051108,0.532217908
395.703,0.0845105335,0.530995343
395.801,0.0843941894,0.530264331
395.899,0.0843046349,0.529701644
395.997,0.0842479821,0.529345683
396.102,0.0842620504,0.529434077
396.2,0.0843069531,0.529716209
396.298,0.0843417698,0.529934969
396.403,0.0843838387,0.530199296
396.501,0.0844191201,0.530420975
396.599,0.0844563219,0.530654721
396.697,0.0845439595,0.531205364
396.802,0.0846984713,0.53217619
396.9,0.0848807084,0.53332122
396.998,0.0851141504,0.534787979
397.103,0.085387086,0.536502884
397.201,0.0856021183,0.537853972
397.299,0.0857662301,0.538885117
397.397,0.0858372025,0.539331049
397.502,0.0857443423,0.538747592
397.6,0.0855734374,0.537673765
397.698,0.0854602504,0.53696259
397.803,0.0854544225,0.536925972
397.901,0.0855522885,0.537540882
397.999,0.0857002201,0.538470364
398.097,0.0858125522,0.539176167
398.202,0.0859836106,0.540250959
398.3,0.086246616,0.54190347
398.398,0.086429227,0.543050849
398.503,0.0865148471,0.543588816
398.601,0.0865934453,0.544082663
398.699,0.0866709011,0.544569332
398.797,0.0866649687,0.544532058
398.902,0.086540191,0.543748057
399.0,0.0863836379,0.542764404
399.098,0.0862780237,0.542100811
399.203,0.0862698106,0.542049206
399.301,0.0863604475,0.542618695
399.399,0.0865762964,0.543974913
399.497,0.0869143457,0.54609894
399.602,0.0872617666,0.54828185
399.7,0.0875225989,0.549920708
399.798,0.0877862604,0.551577342
399.903,0.0879858288,0.552831267
400.001,0.0880538602,0.553258721
400.099,0.0880653013,0.553330607
400.197,0.0880117583,0.552994187
400.302,0.0879213256,0.552425981
400.4,0.0877435974,0.551309282
400.498,0.0875404051,0.550032587
400.603,0.0873730198,0.548980874
400.701,0.0871615474,0.547652154
400.799,0.0869324937,0.546212967
400.897,0.0867643389,0.545156419
401.002,0.0866359364,0.544349643
401.1,0.0865166486,0.543600135
401.198,0.0864154785,0.542964465
401.303,0.0863595501,0.542613057
401.401,0.0863427129,0.542507265
401.499,0.0863261301,0.542403072
401.597,0.0863015831,0.542248839
401.702,0.0862982791,0.54222808
401.8,0.0863318005,0.5424387
401.898,0.0863899944,0.542804344
402.003,0.0864677327,0.543292788
402.101,0.0865421716,0.543760501
402.199,0.0865871496,0.544043106
402.297,0.0865686953,0.543927154
402.402,0.0864637755,0.543267924
402.5,0.0862997075,0.542237054
402.598,0.0861249022,0.54113872
402.703,0.0860203782,0.540481977
402.801,0.0860265022,0.540520455
402.899,0.086110811,0.541050182
402.997,0.0861827954,0.541502474
403.102,0.0861457631,0.541269793
403.2,0.0860394238,0.540601643
403.298,0.0858467258,0.539390886
403.403,0.0855848189,0.537745277
403.501,0.085438271,0.536824489
403.599,0.0854387367,0.536827415
403.697,0.0855623009,0.537603792
403.802,0.085753833,0.538807223
403.9,0.0859010673,0.539732324
403.998,0.0859825034,0.540244002
404.103,0.0860447327,0.540635
404.201,0.0861560064,0.541334153
404.299,0.0863383529,0.54247987
404.397,0.0865288338,0.543676697
404.502,0.0866341312,0.5443383
404.6,0.0866079273,0.544173656
404.698,0.0865439907,0.543771931
404.803,0.08651512,0.543590531
404.901,0.086553329,0.543830605
404.999,0.0866545079,0.544466331
405.097,0.0867698633,0.54519113
405.202,0.0868698445,0.54581933
405.3,0.0869291962,0.546192248
405.398,0.0869588801,0.546378758
405.503,0.0869724179,0.546463818
405.601,0.0869523985,0.546338032
405.699,0.0868907805,0.545950875
405.797,0.0868430509,0.545650981
405.902,0.0868842181,0.545909643
406.0,0.0869797145,0.546509664
406.098,0.0870286256,0.546816982
406.203,0.0869808396,0.546516733
406.301,0.0868820869,0.545896252
406.399,0.0867660832,0.545167379
406.497,0.0866165541,0.54422786
406.602,0.0864079978,0.542917462
406.7,0.0861964138,0.541588041
406.798,0.085973929,0.540190128
406.903,0.0857349163,0.538688366
407.001,0.0855323482,0.537415593
407.099,0.0853723103,0.536410045
407.197,0.0852996717,0.535953644
407.302,0.0853421851,0.536220764
407.4,0.0854516769,0.536908721
407.498,0.0855662853,0.537628827
407.603,0.0856393739,0.538088056
407.701,0.0856355023,0.53806373
407.799,0.0855929155,0.537796149
407.897,0.0855707113,0.537656636
408.002,0.0855586961,0.537581142
408.1,0.0855293174,0.537396551
408.198,0.0855543186,0.537553638
408.303,0.0856769764,0.538324319
408.401,0.085810878,0.539165648
408.499,0.085905692,0.539761382
408.597,0.0859345411,0.539942646
408.702,0.0858942422,0.539689441
408.8,0.0858172419,0.539205634
408.898,0.0857305778,0.538661107
409.003,0.0856141309,0.537929449
409.101,0.0854498258,0.53689709
409.199,0.0852432116,0.535598894
409.297,0.0850368225,0.534302113
409.402,0.0848436143,0.533088151
409.5,0.0847017556,0.532196827
409.598,0.0846006592,0.531561619
409.703,0.0845431878,0.531200515
409.801,0.0845547597,0.531273224
409.899,0.0845800657,0.531432226
409.997,0.0845688301,0.531361631
410.102,0.0845469477,0.53122414
410.2,0.0845241748,0.531081053
410.298,0.0844602712,0.530679535
410.403,0.0843052718,0.529705645
410.501,0.0840888229,0.528345657
410.599,0.0839197866,0.52728357
410.697,0.0838927384,0.527113621
410.802,0.0839703838,0.527601482
410.9,0.0840048896,0.527818288
410.998,0.0839191532,0.527279591
411.103,0.0837540129,0.526241983
411.201,0.0836255699,0.525434952
411.299,0.0835339757,0.524859449
411.397,0.083440615,0.524272846
411.502,0.0834204173,0.524145941
411.6,0.0835868314,0.525191551
411.698,0.0838233882,0.526677881
411.803,0.0839664082,0.527576502
411.901,0.084027267,0.527958889
411.999,0.0840956978,0.528388853
412.097,0.084184308,0.528945607
412.202,0.0842648066,0.529451394
412.3,0.0842875516,0.529594306
412.398,0.0842712517,0.52949189
412.503,0.0842651167,0.529453343
412.601,0.084225549,0.529204732
412.699,0.0841362238,0.528643485
412.797,0.0840575146,0.528148941
412.902,0.0840338199,0.528000062
413.0,0.0841086955,0.52847052
413.098,0.0841955504,0.529016245
413.203,0.0842027567,0.529061524
413.301,0.0841633304,0.528813801
413.399,0.0841417302,0.528678083
413.497,0.0841613578,0.528801407
413.602,0.0842070186,0.529088302
413.7,0.0842602027,0.529422468
413.798,0.0843586879,0.530041268
413.903,0.084561212,0.531313765
414.001,0.0848173013,0.532922821
414.099,0.0850575891,0.534432594
414.197,0.0852385706,0.535569734
414.302,0.0854022657,0.536598261
414.4,0.0855739784,0.537677164
414.498,0.08575525,0.538816127
414.603,0.0859043135,0.539752721
414.701,0.0859822314,0.540242293
414.799,0.0860704379,0.540796511
414.897,0.086197252,0.541593307
415.002,0.0862716812,0.54206096
415.1,0.0862348785,0.541829722
415.198,0.0861420053,0.541246182
415.303,0.0860658574,0.540767731
415.401,0.0860240195,0.540504855
415.499,0.0859448727,0.540007561
415.597,0.0858375938,0.539333508
415.702,0.08575057,0.538786722
415.8,0.0856726438,0.538297097
415.898,0.085587882,0.537764522
416.003,0.0855268883,0.537381288
416.101,0.085459036,0.536954959
416.199,0.0853567078,0.536312012
416.297,0.0852379373,0.535565755
416.402,0.0851154556,0.53479618
416.5,0.0849841441,0.533971125
416.598,0.0848282786,0.532991794
416.703,0.0846800918,0.532060708
416.801,0.0846031735,0.531577417
416.899,0.0846145077,0.531648632
416.997,0.0847056084,0.532221034
417.102,0.0848293924,0.532998792
417.2,0.0849407028,0.533698176
417.298,0.0850508759,0.534390414
417.403,0.0851499396,0.535012849
417.501,0.0851829059,0.535219983
417.599,0.0851456073,0.534985629
417.697,0.0850792313,0.534568576
417.802,0.0850258762,0.534233336
417.9,0.0849545587,0.533785235
417.998,0.0847876684,0.532736632
418.103,0.0845539699,0.531268261
418.201,0.084420957,0.530432516
418.299,0.084386985,0.530219064
418.397,0.0843909996,0.530244289
418.502,0.0844376429,0.530537357
418.6,0.0844924051,0.530881438
418.698,0.0845145119,0.531020339
418.803,0.0844796414,0.530801242
418.901,0.0844108508,0.530369017
418.999,0.0843799856,0.530175086
419.097,0.0844226742,0.530443306
419.202,0.0844823587,0.530818315
419.3,0.0845170357,0.531036197
419.398,0.0845793738,0.531427879
419.503,0.084735654,0.532409816
419.601,0.0849498392,0.533755582
419.699,0.0851723165,0.535153448
419.797,0.0853702364,0.536397015
419.902,0.0855348089,0.537431055
420.0,0.08561779,0.53795244
420.098,0.08564134,0.538100409
420.203,0.085695061,0.538437948
420.301,0.0858608233,0.539479463
420.399,0.0861199237,0.541107439
420.497,0.0863733071,0.542699494
420.602,0.0865522347,0.543823729
420.7,0.0865914838,0.544070339
420.798,0.0864872908,0.543415675
420.903,0.0862460727,0.541900057
421.001,0.0859563031,0.540079381
421.099,0.085655028,0.538186414
421.197,0.0854078594,0.536633407
421.302,0.0853186812,0.536073084
421.4,0.0853938674,0.536545493
421.498,0.0855014799,0.537221643
421.603,0.0855645634,0.537618008
421.701,0.0855766052,0.537693668
421.799,0.0855775885,0.537699846
421.897,0.0855448766,0.537494312
422.002,0.0854002244,0.536585435
422.1,0.0852235068,0.535475086
422.198,0.0851447609,0.534980311
422.303,0.0851670375,0.535120279
422.401,0.0851680424,0.535126593
422.499,0.085096151,0.534674886
422.597,0.0850074344,0.534117463
422.702,0.0849456627,0.53372934
422.8,0.0848940031,0.533404753
422.898,0.0848129028,0.532895185
423.003,0.0846989017,0.532178895
423.101,0.0845720738,0.531382011
423.199,0.0844858974,0.53084055
423.297,0.0845251771,0.531087351
423.402,0.0847332512,0.532394719
423.5,0.0850572926,0.534430731
423.598,0.0854325713,0.536788677
423.703,0.0857799241,0.538971159
423.801,0.0860116168,0.540426927
423.899,0.0861634353,0.54138083
423.997,0.0862267472,0.541778631
424.102,0.0862374891,0.541846124
424.2,0.0862424085,0.541877034
424.298,0.0861960034,0.541585462
424.403,0.0860489859,0.540661724
424.501,0.0858828446,0.539617827
424.599,0.0857868089,0.539014417
424.697,0.0858087231,0.539152108
424.802,0.0859231363,0.539870988
424.9,0.0860706757,0.540798005
424.998,0.0862549558,0.541955871
425.103,0.0864266415,0.543034604
425.201,0.0864466312,0.543160203
425.299,0.0863381848,0.542478814
425.397,0.0861353592,0.541204424
425.502,0.0858270339,0.539267158
425.6,0.0855670421,0.537633581
425.698,0.0854090623,0.536640965
425.803,0.0852790796,0.53582426
425.901,0.0851161804,0.534800734
425.999,0.0849677287,0.533867985
426.097,0.0848236192,0.532962518
426.202,0.0846617154,0.531945246
426.3,0.0845324933,0.53113332
426.398,0.0845188803,0.531047787
426.503,0.0846756064,0.532032526
426.601,0.0847922343,0.532765321
426.699,0.0847622734,0.532577071
426.797,0.0846828143,0.532077814
426.902,0.0846479415,0.531858703
427.0,0.0846212268,0.531690849
427.098,0.0845624231,0.531321374
427.203,0.0844281508,0.530477717
427.301,0.0842090692,0.529101186
427.399,0.0840334391,0.52799767
427.497,0.0840680821,0.528215338
427.602,0.0842342332,0.529259296
427.7,0.0843675409,0.530096893
427.798,0.0845764198,0.531409318
427.903,0.0849097082,0.533503431
428.001,0.0851616327,0.535086319
428.099,0.0852752185,0.5358
428.197,0.0852659208,0.535741581
428.302,0.0851754647,0.535173228
428.4,0.085092478,0.534651807
428.498,0.0850774273,0.534557241
428.603,0.0851405729,0.534953997
428.701,0.0852070748,0.53537184
428.799,0.0852264003,0.535493266
428.897,0.0851803333,0.535203819
429.002,0.0850853043,0.534606734
429.1,0.0850029873,0.534089521
429.198,0.0848873669,0.533363056
429.303,0.0846372222,0.531791351
429.401,0.0843668352,0.53009246
429.499,0.0842815527,0.529556614
429.597,0.084410953,0.530369659
429.702,0.0846347516,0.531775828
429.8,0.0848785247,0.533307499
429.898,0.0851219271,0.534836842
430.003,0.0853639159,0.536357302
430.101,0.0855457538,0.537499823
430.199,0.0856315351,0.538038803
430.297,0.0856742592,0.538307246
430.402,0.0857538509,0.538807336
430.5,0.0858776453,0.539585159
430.598,0.0859616466,0.540112955
430.703,0.0859316523,0.539924495
430.801,0.0858220258,0.539235692
430.899,0.085691973,0.538418546
430.997,0.0856370327,0.538073345
431.102,0.0857578901,0.538832715
431.2,0.0859692687,0.540160846
431.298,0.0861156658,0.541080686
431.403,0.0861210655,0.541114614
431.501,0.0860842587,0.54088335
431.599,0.0861494625,0.541293037
431.697,0.0863114403,0.542310773
431.802,0.0864642963,0.543271196
431.9,0.0864957408,0.543468768
431.998,0.0864331528,0.543075516
432.103,0.0863742694,0.542705541
432.201,0.0863923645,0.542819235
432.299,0.0864504353,0.543184105
432.397,0.086488806,0.543425195
432.502,0.0864968174,0.543475532
432.6,0.0865039987,0.543520653
432.698,0.0865266968,0.54366327
432.803,0.0865702835,0.543937133
432.901,0.0866384696,0.544365559
432.999,0.0867169631,0.544858749
433.097,0.0867913695,0.545326258
433.202,0.0869143309,0.546098847
433.3,0.0869932708,0.546594841
433.398,0.086976246,0.546487871
433.503,0.0869160361,0.546109561
433.601,0.086868816,0.545812868
433.699,0.0868301905,0.545570177
433.797,0.086770688,0.545196312
433.902,0.0866445385,0.544403692
434.0,0.086492556,0.543448757
434.098,0.086381937,0.542753717
434.203,0.0863413644,0.542498792
434.301,0.0863316521,0.542437768
434.399,0.0863077133,0.542287356
434.497,0.0862420763,0.541874947
434.602,0.0860745037,0.540822057
434.7,0.0858535855,0.539433987
434.798,0.0856921728,0.538419801
434.903,0.0856357586,0.53806534
435.001,0.0855922696,0.537792091
435.099,0.0854786764,0.537078363
435.197,0.0854161903,0.536685752
435.302,0.0855201923,0.537339216
435.4,0.0856583256,0.538207133
435.498,0.0857697041,0.538906944
435.603,0.0858788756,0.539592889
435.701,0.0860029196,0.540372281
435.799,0.086125435,0.541142068
435.897,0.0861803319,0.541486995
436.002,0.0861237295,0.541131352
436.1,0.0859684374,0.540155623
436.198,0.0857159589,0.538569253
436.303,0.0853403209,0.53620905
436.401,0.0849358723,0.533667825
436.499,0.0845630936,0.531325588
436.597,0.0843042713,0.529699359
436.702,0.084159959,0.528792618
436.8,0.0840939866,0.528378101
436.898,0.0840449326,0.528069886
437.003,0.084038412,0.528028916
437.101,0.0841190283,0.528535443
437.199,0.0842306451,0.529236752
437.297,0.0843239404,0.529822943
437.402,0.0844225093,0.53044227
437.5,0.0845064337,0.530969583
437.598,0.0845377836,0.53116656
437.703,0.0845094787,0.530988715
437.801,0.0844572883,0.530660793
437.899,0.0843969293,0.530281546
437.997,0.0843452268,0.52995669
438.102,0.0843442508,0.529950557
438.2,0.0844004653,0.530303764
438.298,0.0844335787,0.530511821
438.403,0.0843173793,0.529781719
438.501,0.0840591777,0.52815939
438.599,0.0837710836,0.526349242
438.697,0.0835547532,0.524989997
438.802,0.0835050322,0.524677592
438.9,0.0836671031,0.525695913
438.998,0.0839239318,0.527309615
439.103,0.0841336774,0.528627485
439.201,0.0842065352,0.529085265
439.299,0.0841936311,0.529004186
439.397,0.0841374902,0.528651442
439.502,0.0840183551,0.527902894
439.6,0.0838041933,0.526557276
439.698,0.083546468,0.52493794
439.803,0.0834812284,0.524528027
439.901,0.0837307719,0.526095956
439.999,0.0840860988,0.528328541
440.097,0.0843679245,0.530099303
440.202,0.08454591,0.53121762
440.3,0.084628423,0.531736064
440.398,0.0846690411,0.531991275
440.503,0.084692109,0.532136215
440.601,0.0846991287,0.532180321
440.699,0.0846679453,0.53198439
440.797,0.0845757018,0.531404807
440.902,0.0844199845,0.530426406
441.0,0.0842397952,0.529294244
441.098,0.0840533264,0.528122625
441.203,0.0839575507,0.527520849
441.301,0.0840313595,0.527984603
441.399,0.0841781809,0.528907109
441.497,0.0843510658,0.529993377
441.602,0.0845964659,0.531535272
441.7,0.0848908256,0.533384788
441.798,0.085198119,0.535315569
441.903,0.0854018636,0.536595735
442.001,0.0853641098,0.536358521
442.099,0.0851496975,0.535011328
442.197,0.0849641627,0.533845579
442.302,0.0849607787,0.533824317
442.4,0.0851098997,0.534761271
442.498,0.0852590346,0.535698313
442.603,0.0853451542,0.536239419
442.701,0.0854071516,0.53662896
442.799,0.0855070843,0.537256856
442.897,0.0856393179,0.538087704
443.002,0.0857217867,0.538605871
443.1,0.0856711671,0.538287818
443.198,0.0855324116,0.537415992
443.303,0.085413335,0.536667812
443.401,0.0853891122,0.536515615
443.499,0.0854623277,0.536975642
443.597,0.0856279395,0.538016211
443.702,0.0858482387,0.539400392
443.8,0.0860136345,0.540439604
443.898,0.0860853858,0.540890431
444.003,0.0860627542,0.540748233
444.101,0.0859744848,0.54019362
444.199,0.0857734408,0.538930423
444.297,0.0854135426,0.536669116
444.402,0.0849753536,0.533915893
444.5,0.0846746959,0.532026805
444.598,0.0845771675,0.531414016
444.703,0.0846454627,0.531843127
444.801,0.0846988615,0.532178642
444.899,0.084662841,0.531952319
444.997,0.0845995981,0.531554952
445.102,0.0846233445,0.531704155
445.2,0.0847685053,0.532616227
445.298,0.0850066981,0.534112837
445.403,0.0853063203,0.535995418
445.501,0.0855463302,0.537503445
445.599,0.0857002518,0.538470563
445.697,0.0857632772,0.538866563
445.802,0.0857515929,0.538793149
445.9,0.0857169991,0.53857579
445.998,0.0856928975,0.538424354
446.103,0.0856483405,0.538144395
446.201,0.0855410046,0.537469983
446.299,0.0853889924,0.536514862
446.397,0.0852941786,0.535919129
446.502,0.0853416138,0.536217174
446.6,0.0854442477,0.536862042
446.698,0.0854554737,0.536932577
446.803,0.0853351175,0.536176357
446.901,0.0851447215,0.534980063
446.999,0.0849249864,0.533599427
447.097,0.0847610065,0.532569111
447.202,0.0847020519,0.532198688
447.3,0.0846951084,0.532155061
447.398,0.0846881658,0.532111439
447.503,0.0846596969,0.531932564
447.601,0.0845878578,0.531481185
447.699,0.084519806,0.531053603
447.797,0.0845376396,0.531165655
447.902,0.0846386513,0.53180033
448.0,0.0846861283,0.532098637
448.098,0.0846399122,0.531808253
448.203,0.0846783994,0.532050075
448.301,0.0849334384,0.533652532
448.399,0.0852488182,0.535634122
448.497,0.0854492511,0.536893479
448.602,0.0855044005,0.537239993
448.7,0.0854267775,0.536752273
448.798,0.0851821374,0.535215154
448.903,0.0848161163,0.532915376
449.001,0.084554184,0.531269606
449.099,0.0844179827,0.530413829
449.197,0.084321315,0.529806448
449.302,0.084189671,0.528979304
449.4,0.0840622692,0.528178815
449.498,0.0839809863,0.527668099
449.603,0.0839808592,0.527667301
449.701,0.0840520186,0.528114408
449.799,0.0841390204,0.528661057
449.897,0.0842448161,0.529325791
450.002,0.0843939682,0.530262941
450.1,0.0845242131,0.531081294
450.198,0.0845930872,0.531514042
450.303,0.0845990838,0.53155172
450.401,0.0846002106,0.5315588
450.499,0.0846428554,0.531826745
450.597,0.0847164493,0.53228915
450.702,0.0847815127,0.532697955
450.8,0.0847848403,0.532718863
450.898,0.0847151736,0.532281134
451.003,0.0846435599,0.531831172
451.101,0.0847006687,0.532189997
451.199,0.0848603912,0.533193563
451.297,0.0850081544,0.534121987
451.402,0.0850641083,0.534473555
451.5,0.0850196772,0.534194386
451.598,0.0847639203,0.532587419
451.703,0.084253517,0.52938046
451.801,0.0838863283,0.527073346
451.899,0.083776319,0.526382137
451.997,0.0838158305,0.526630395
452.102,0.0839158075,0.527258569
452.2,0.0839971146,0.527769436
452.298,0.0841240833,0.528567204
452.403,0.0843881825,0.530226588
452.501,0.0846510817,0.531878433
452.599,0.0847983051,0.532803465
452.697,0.0848200278,0.532939953
452.802,0.0848996628,0.533440314
452.9,0.0850736264,0.534533359
452.998,0.0851758,0.535175335
453.103,0.0851401334,0.534951235
453.201,0.0850154719,0.534167964
453.299,0.0848800156,0.533316867
453.397,0.0847611913,0.532570272
453.502,0.0846309311,0.531751823
453.6,0.0845155613,0.531026933
453.698,0.0844411249,0.530559236
453.803,0.0844324085,0.530504469
453.901,0.0844533103,0.530635799
453.999,0.0844865819,0.53084485
454.097,0.0845697841,0.531367625
454.202,0.0847268238,0.532354334
454.3,0.084919111,0.533562511
454.398,0.0851253091,0.534858091
454.503,0.0852946037,0.535921801
454.601,0.0853776129,0.536443363
454.699,0.0854217447,0.536720651
454.797,0.0854719543,0.537036127
454.902,0.0855353271,0.53743431
455.0,0.0855581453,0.537577682
455.098,0.0855012546,0.537220227
455.203,0.085386936,0.536501942
455.301,0.0853611377,0.536339846
455.399,0.0854731881,0.53704388
455.497,0.0856132775,0.537924087
455.602,0.0856623054,0.538232139
455.7,0.085660661,0.538221807
455.798,0.0856672458,0.53826318
455.903,0.0856686701,0.538272129
456.001,0.0856517108,0.538165571
456.099,0.0856007163,0.537845163
456.197,0.085521831,0.537349512
456.302,0.0854593459,0.536956907
456.4,0.0854289058,0.536765646
456.498,0.0853874476,0.536505156
456.603,0.0852858085,0.535866539
456.701,0.0851393699,0.534946438
456.799,0.0850315597,0.534269046
456.897,0.0850602244,0.534449152
457.002,0.0852527648,0.535658919
457.1,0.0854873805,0.537133053
457.198,0.0856567945,0.538197513
457.303,0.085716798,0.538574526
457.401,0.0856931078,0.538425676
457.499,0.085642788,0.538109507
457.597,0.0855837846,0.537738778
457.702,0.0854847938,0.5371168
457.8,0.0853246416,0.536110534
457.898,0.0851247039,0.534854289
458.003,0.084964072,0.533845009
458.101,0.0849253821,0.533601913
458.199,0.0849348933,0.533661674
458.297,0.0848943254,0.533406778
458.402,0.0848234849,0.532961674
458.5,0.0848070257,0.532858258
458.598,0.0849085342,0.533496055
458.703,0.0851358225,0.534924149
458.801,0.0853261083,0.53611975
458.899,0.0853634768,0.536354543
458.997,0.0852615254,0.535713964
459.102,0.0851952792,0.535297726
459.2,0.0852845123,0.535858395
459.298,0.0854499647,0.536897963
459.403,0.0856460528,0.538130021
459.501,0.0858433301,0.53936955
459.599,0.0860273648,0.540525875
459.697,0.0861661857,0.541398112
459.802,0.0862317968,0.541810359
459.9,0.0862062638,0.54164993
459.998,0.0861288997,0.541163837
460.103,0.0860584827,0.540721394
460.201,0.0860838376,0.540880703
460.299,0.0862131408,0.541693139
460.397,0.0863470941,0.542534793
460.502,0.0863921559,0.542817925
460.6,0.0863921973,0.542818184
460.698,0.0864348702,0.543086307
460.803,0.0865275069,0.54366836
460.901,0.0866143319,0.544213898
460.999,0.0866416704,0.54438567
461.097,0.0865422546,0.543761023
461.202,0.0863118401,0.542313286
461.3,0.0861166831,0.541087078
461.398,0.0860534944,0.540690052
461.503,0.0861189987,0.541101627
461.601,0.0862249268,0.541767193
461.699,0.0863028363,0.542256713
461.797,0.0863261779,0.542403373
461.902,0.0862913254,0.542184388
462.0,0.0862060772,0.541648758
462.098,0.0860916139,0.540929564
462.203,0.0859627954,0.540120173
462.301,0.0858234686,0.539244757
462.399,0.0856619009,0.538229597
462.497,0.0854893276,0.537145287
462.602,0.0853079933,0.53600593
462.7,0.0851777215,0.535187408
462.798,0.0851179971,0.534812149
462.903,0.0851067573,0.534741527
463.001,0.0850710909,0.534517429
463.099,0.0849827364,0.533962281
463.197,0.0848885285,0.533370355
463.302,0.0848757648,0.533290158
463.4,0.0849813669,0.533953676
463.498,0.0851452109,0.534983138
463.603,0.0852944258,0.535920683
463.701,0.0853519526,0.536282134
463.799,0.0853280532,0.53613197
463.897,0.0853484587,0.536260181
464.002,0.0855120721,0.537288195
464.1,0.085692898,0.538424358
464.198,0.0858113479,0.539168601
464.303,0.0858357159,0.539321709
464.401,0.085746634,0.538761991
464.499,0.0855483267,0.537515989
464.597,0.0852903526,0.53589509
464.702,0.0850341535,0.534285344
464.8,0.0848530344,0.533147339
464.898,0.0847225073,0.532327213
465.003,0.0846257724,0.53171941
465.101,0.0845953647,0.531528353
465.199,0.0846385054,0.531799414
465.297,0.0847188755,0.532304394
465.402,0.0847744238,0.532653414
465.5,0.0847360716,0.53241244
465.598,0.0845792536,0.531427123
465.703,0.0843287598,0.529853224
465.801,0.08410582,0.528452453
465.899,0.0839287804,0.52734008
465.997,0.0838298894,0.52671873
466.102,0.0838539397,0.526869842
466.2,0.0839548751,0.527504038
466.298,0.0840372769,0.528021783
466.403,0.0840672231,0.528209941
466.501,0.0840599207,0.528164058
466.599,0.0840086533,0.527841936
466.697,0.0839066955,0.527201316
466.802,0.0838024027,0.526546025
466.9,0.0837791812,0.52640012
466.998,0.0838241534,0.526682689
467.103,0.0838774275,0.52701742
467.201,0.083910839,0.527227351
467.299,0.0839447515,0.527440429
467.397,0.083914548,0.527250655
467.502,0.0837905584,0.526471606
467.6,0.0836462005,0.525564578
467.698,0.0834815657,0.524530147
467.803,0.083345253,0.523673669
467.901,0.083447048,0.524313266
467.999,0.0837791738,0.526400074
468.097,0.0840906992,0.528357446
468.202,0.0842375681,0.52928025
468.3,0.0842436878,0.529318701
468.398,0.0842101515,0.529107986
468.503,0.0841977822,0.529030268
468.601,0.0842009366,0.529050088
468.699,0.0841613068,0.528801086
468.797,0.0840723064,0.52824188
468.902,0.0839389956,0.527404264
469.0,0.0837378187,0.526140232
469.098,0.0834652523,0.524427647
469.203,0.0832053484,0.522794623
469.301,0.0830820193,0.522019723
469.399,0.0831062745,0.522172123
469.497,0.0832491721,0.523069975
