time,L_peak,L_integral,ell_m,lambda_m_2pi_ell_m,cluster_count_mprime_gt0,mean_radius_mprime_gt0,max_radius_mprime_gt0,cluster_count_mprime_gtsigma,mean_radius_mprime_gtsigma,max_radius_mprime_gtsigma
464.002,2.66666667,0.416173019,0.24336648,1.52911669,71.0,0.427420327,1.85820242,37.0,0.385499575,0.564189584
464.1,2.66666667,0.416130917,0.243364221,1.5291025,73.0,0.425583239,1.85820242,37.0,0.384587673,0.561981397
464.198,2.66666667,0.416086568,0.24336229,1.52909037,73.0,0.425334859,1.85887144,37.0,0.384805948,0.565290442
464.303,2.66666667,0.416035904,0.243359429,1.52907239,70.0,0.442803257,1.85887144,38.0,0.375370596,0.566389161
464.401,2.66666667,0.415985527,0.243355549,1.52904801,70.0,0.442789742,1.85887144,37.0,0.383931623,0.567485753
464.499,2.66666667,0.415933026,0.243352013,1.52902579,69.0,0.437919134,1.8897193,37.0,0.383969081,0.566389161
464.597,2.66666667,0.41587987,0.243351409,1.529022,70.0,0.432515543,1.88873207,37.0,0.384049517,0.560874043
464.702,2.66666667,0.415823334,0.243355269,1.52904625,70.0,0.432747343,1.88708554,37.0,0.383864678,0.559764499
464.8,2.66666667,0.415771669,0.24336339,1.52909727,71.0,0.427671795,1.88774433,37.0,0.383743267,0.556422591
464.898,2.66666667,0.41572203,0.243377166,1.52918383,71.0,0.427609919,1.88708554,37.0,0.383941031,0.555304153
465.003,2.66666667,0.415672722,0.243399957,1.52932703,72.0,0.422441426,1.88873207,37.0,0.384029527,0.556422591
465.101,2.66666667,0.415630852,0.24342694,1.52949657,71.0,0.427789062,1.89004826,37.0,0.383915359,0.556422591
465.199,2.66666667,0.415592846,0.24345668,1.52968344,71.0,0.427331375,1.88840288,37.0,0.383684176,0.555304153
465.297,2.66666667,0.415558912,0.243487053,1.52987427,70.0,0.432720921,1.88741496,37.0,0.384185823,0.554183457
465.402,2.66666667,0.415525895,0.243514933,1.53004945,71.0,0.4269255,1.88543758,37.0,0.383959241,0.553060491
465.5,2.66666667,0.415496228,0.243531725,1.53015495,68.0,0.436826071,1.88609694,37.0,0.383846024,0.551935239
465.598,2.66666667,0.415466648,0.243538323,1.53019641,67.0,0.443821094,1.88609694,37.0,0.383839133,0.553060491
465.703,2.66666667,0.415435215,0.243536013,1.5301819,67.0,0.446191482,1.88774433,37.0,0.384102698,0.555304153
465.801,2.66666667,0.415407152,0.243528078,1.53013204,71.0,0.427623649,1.8897193,37.0,0.383708261,0.557538786
465.899,2.66666667,0.415380156,0.243514655,1.5300477,72.0,0.423211825,1.89004826,37.0,0.383259872,0.559764499
465.997,2.66666667,0.415353324,0.243495438,1.52992696,70.0,0.430336752,1.88873207,37.0,0.383274123,0.560874043
466.102,2.66666667,0.415324967,0.243470322,1.52976915,69.0,0.435979008,1.88708554,37.0,0.382847831,0.558652751
466.2,2.66666667,0.415299722,0.243444528,1.52960708,67.0,0.446402682,1.88642653,37.0,0.382819799,0.560874043
466.298,2.66666667,0.415276652,0.243418542,1.52944381,70.0,0.432868647,1.88708554,37.0,0.382903436,0.563086573
466.403,2.66666667,0.415255152,0.243392819,1.52928218,70.0,0.432043988,1.88807363,37.0,0.382573041,0.563086573
466.501,2.66666667,0.415238208,0.243372329,1.52915344,71.0,0.431029065,1.88807363,37.0,0.38203058,0.561981397
466.599,2.66666667,0.415224332,0.243356493,1.52905394,71.0,0.431003551,1.88642653,37.0,0.381649418,0.560874043
466.697,2.66666667,0.415213148,0.24334411,1.52897613,67.0,0.45120044,1.88774433,37.0,0.381712344,0.560874043
466.802,2.66666667,0.415202313,0.243330368,1.52888979,67.0,0.449793565,1.88642653,37.0,0.381980305,0.564189584
466.9,2.66666667,0.415192651,0.243317056,1.52880615,66.0,0.455677972,1.88708554,37.0,0.382040479,0.563086573
466.998,2.66666667,0.415183572,0.243304156,1.5287251,67.0,0.451555401,1.88807363,37.0,0.382730835,0.564189584
467.103,2.66666667,0.415174649,0.243290519,1.52863942,67.0,0.451237124,1.88543758,37.0,0.382759504,0.56858023
467.201,2.66666667,0.415166839,0.243276267,1.52854987,67.0,0.45947005,1.88477799,37.0,0.383591143,0.570762888
467.299,2.66666667,0.415158237,0.243257375,1.52843116,66.0,0.465881027,1.88642653,37.0,0.382966647,0.570762888
467.397,2.66666667,0.415147462,0.243231341,1.52826759,64.0,0.481253179,1.86020876,37.0,0.382567868,0.571851093
467.502,2.66666667,0.415133098,0.243194138,1.52803383,63.0,0.489156144,1.86087705,37.0,0.382922342,0.571851093
467.6,2.66666667,0.415116606,0.243148403,1.52774647,62.0,0.495583701,1.86054293,37.0,0.383029724,0.572937231
467.698,2.66666667,0.415095562,0.243088661,1.52737111,62.0,0.495124052,1.85887144,38.0,0.373515024,0.574021313
467.803,2.66666667,0.415067174,0.243009744,1.52687525,61.0,0.501599941,1.85820242,38.0,0.373506119,0.575103353
467.901,2.66666667,0.415036043,0.242926526,1.52635238,64.0,0.479810758,1.85786782,37.0,0.383062449,0.575103353
467.999,2.66666667,0.415001485,0.242837538,1.52579325,62.0,0.494593903,1.85820242,37.0,0.382796994,0.572937231
468.097,2.66666667,0.41496497,0.242745038,1.52521205,63.0,0.484129508,1.85920586,38.0,0.373916626,0.574021313
468.202,2.66666667,0.414924536,0.242641375,1.52456072,62.0,0.491124364,1.85920586,38.0,0.373685373,0.574021313
468.3,2.66666667,0.414884754,0.242538428,1.52391388,62.0,0.491565106,1.85786782,38.0,0.373336065,0.574021313
468.398,2.66666667,0.414842787,0.242431211,1.52324023,64.0,0.47679459,1.85552393,38.0,0.373543633,0.571851093
468.503,2.66666667,0.414796952,0.242316909,1.52252204,65.0,0.470740184,1.85619391,38.0,0.373122296,0.570762888
468.601,2.66666667,0.414755566,0.24221581,1.52188682,67.0,0.452274562,1.85652881,38.0,0.373551465,0.571851093
468.699,2.66666667,0.414717366,0.242122913,1.52130313,64.0,0.471770383,1.85719844,38.0,0.373483981,0.571851093
468.797,2.66666667,0.414683035,0.242038294,1.52077145,64.0,0.471772426,1.85652881,38.0,0.373076496,0.570762888
468.902,2.66666667,0.414651485,0.24195767,1.52026487,63.0,0.475974705,1.8545185,38.0,0.373193206,0.567485753
469.0,2.66666667,0.414628277,0.241894431,1.51986753,64.0,0.469337687,1.85351252,38.0,0.373055119,0.56858023
469.098,2.66666667,0.414611365,0.241843717,1.51954889,64.0,0.469091641,1.8545185,38.0,0.372920752,0.56858023
469.203,2.66666667,0.414599139,0.241802058,1.51928714,66.0,0.456651108,1.8545185,38.0,0.373251758,0.566389161
469.301,2.66666667,0.414591832,0.241771942,1.51909791,67.0,0.450495879,1.85351252,38.0,0.373346036,0.565290442
469.399,2.66666667,0.41458772,0.241747198,1.51894244,66.0,0.457234905,1.8538479,38.0,0.373444713,0.566389161
469.497,2.66666667,0.414587332,0.241728122,1.51882259,66.0,0.457466554,1.8538479,38.0,0.373398914,0.567485753
469.602,2.66666667,0.414592546,0.241717433,1.51875542,66.0,0.459304796,1.8545185,38.0,0.373302699,0.565290442
469.7,2.66666667,0.414603859,0.241717904,1.51875838,66.0,0.460192634,1.8538479,38.0,0.37313901,0.565290442
469.798,2.66666667,0.414620995,0.241724744,1.51880136,66.0,0.460944597,1.85351252,38.0,0.372894426,0.566389161
469.903,2.66666667,0.41464294,0.241732262,1.5188486,66.0,0.460492091,1.85317707,38.0,0.372623925,0.565290442
470.001,2.66666667,0.414663339,0.241735422,1.51886845,64.0,0.472066172,1.85284156,38.0,0.373143426,0.563086573
470.099,2.66666667,0.414682086,0.241734904,1.5188652,63.0,0.478540515,1.85317707,38.0,0.373141301,0.561981397
470.197,2.66666667,0.414698925,0.241732587,1.51885064,65.0,0.46561388,1.8545185,38.0,0.372974006,0.561981397
470.302,2.66666667,0.414714396,0.241729756,1.51883285,65.0,0.465211685,1.85652881,38.0,0.37307559,0.565290442
470.4,2.66666667,0.414724842,0.24172619,1.51881045,65.0,0.465346837,1.85853696,38.0,0.373125645,0.567485753
470.498,2.66666667,0.414730083,0.241721596,1.51878158,64.0,0.472369215,1.85987452,38.0,0.373168753,0.567485753
470.603,2.66666667,0.414729669,0.241716287,1.51874823,64.0,0.472680715,1.86121111,38.0,0.373337159,0.566389161
470.701,2.66666667,0.414724475,0.241711984,1.51872119,64.0,0.472488118,1.86221293,38.0,0.373544816,0.565290442
470.799,2.66666667,0.41471532,0.241708074,1.51869662,65.0,0.468209044,1.86121111,38.0,0.37329194,0.567485753
470.897,2.66666667,0.414702084,0.241703797,1.51866974,65.0,0.469865139,1.86221293,38.0,0.373635957,0.569672604
471.002,2.66666667,0.414683386,0.24170056,1.51864941,63.0,0.482640672,1.86221293,38.0,0.373691994,0.571851093
471.1,2.66666667,0.414661956,0.241700674,1.51865012,63.0,0.482762274,1.86288051,38.0,0.37345913,0.56858023
471.198,2.66666667,0.41463674,0.241704094,1.51867161,64.0,0.477795235,1.86254675,38.0,0.373216724,0.570762888
471.303,2.66666667,0.414605782,0.241711069,1.51871543,64.0,0.477573296,1.86421495,38.0,0.373401202,0.569672604
471.401,2.66666667,0.414573576,0.241719951,1.51877125,63.0,0.482537242,1.86421495,38.0,0.373521761,0.570762888
471.499,2.66666667,0.414539211,0.241731171,1.51884174,65.0,0.473792194,1.86321421,38.0,0.373788067,0.572937231
471.597,2.66666667,0.414504583,0.241746073,1.51893537,64.0,0.48106375,1.86354785,38.0,0.373064105,0.577261346
471.702,2.66666667,0.414469515,0.241767778,1.51907175,66.0,0.467615579,1.86454841,38.0,0.372476618,0.572937231
471.8,2.66666667,0.414439663,0.241792403,1.51922647,67.0,0.460731876,1.86421495,38.0,0.372448007,0.571851093
471.898,2.66666667,0.414412204,0.241818057,1.51938767,66.0,0.465649193,1.86421495,38.0,0.372509687,0.570762888
472.003,2.66666667,0.414384785,0.241843457,1.51954726,64.0,0.481871435,1.86354785,38.0,0.372321934,0.569672604
472.101,2.66666667,0.414361153,0.24186411,1.51967703,64.0,0.48196034,1.86221293,38.0,0.372721668,0.56858023
472.199,2.66666667,0.414340541,0.241883124,1.51979649,65.0,0.475921803,1.86054293,38.0,0.372116903,0.567485753
472.297,2.66666667,0.414324981,0.241904053,1.51992799,66.0,0.469442643,1.85954022,38.0,0.372266278,0.56858023
472.402,2.66666667,0.414315322,0.241931012,1.52009738,67.0,0.463435426,1.85820242,38.0,0.371672016,0.56858023
472.5,2.66666667,0.414312081,0.241958904,1.52027263,67.0,0.463328761,1.85652881,38.0,0.372162378,0.56858023
472.598,2.66666667,0.41431376,0.241988985,1.52046163,67.0,0.463869522,1.85753316,38.0,0.372198225,0.56858023
472.703,2.66666667,0.414320875,0.242024601,1.52068542,70.0,0.449248288,1.85619391,38.0,0.371935828,0.569672604
472.801,2.66666667,0.414332349,0.242061663,1.52091829,68.0,0.46144195,1.8548537,38.0,0.371702438,0.569672604
472.899,2.66666667,0.414348655,0.242102565,1.52117528,66.0,0.473262405,1.8545185,38.0,0.371400152,0.569672604
472.997,2.66666667,0.414370044,0.242146015,1.52144829,66.0,0.472778235,1.85351252,39.0,0.363804778,0.56858023
473.102,2.66666667,0.414398326,0.24219173,1.52173552,66.0,0.473328709,1.85183468,39.0,0.364034561,0.566389161
473.2,2.66666667,0.414428115,0.242228608,1.52196723,66.0,0.476109036,1.91423454,39.0,0.364010456,0.565290442
473.298,2.66666667,0.414458914,0.242255455,1.52213592,63.0,0.492756286,1.91455929,39.0,0.364074254,0.565290442
473.403,2.66666667,0.414492016,0.242271877,1.5222391,63.0,0.492545465,1.91520863,39.0,0.36370269,0.561981397
473.501,2.66666667,0.41452311,0.242277157,1.52227227,63.0,0.492457918,1.91488399,39.0,0.362706403,0.563086573
473.599,2.66666667,0.414553989,0.242274246,1.52225398,63.0,0.492701706,1.91780376,38.0,0.371158225,0.564189584
473.697,2.66666667,0.414584191,0.242264702,1.52219401,65.0,0.478280411,1.918452,38.0,0.371514249,0.563086573
473.802,2.66666667,0.414615118,0.242248357,1.52209132,64.0,0.48510955,1.91910001,38.0,0.371535621,0.564189584
473.9,2.66666667,0.414642907,0.242230179,1.5219771,67.0,0.464028113,1.91942394,38.0,0.371913057,0.564189584
473.998,2.66666667,0.414670503,0.242212037,1.52186311,67.0,0.463592874,1.91974781,38.0,0.371919779,0.565290442
474.103,2.66666667,0.41469985,0.242193145,1.52174441,66.0,0.469746499,1.91942394,38.0,0.372011822,0.567485753
474.201,2.66666667,0.414726383,0.242174741,1.52162878,68.0,0.461656568,1.91942394,38.0,0.372163958,0.566389161
474.299,2.66666667,0.414751602,0.242154624,1.52150237,65.0,0.480025743,1.92007163,38.0,0.37235318,0.565290442
474.397,2.66666667,0.41477522,0.242132219,1.5213616,65.0,0.480157692,1.9226602,38.0,0.372140311,0.565290442
474.502,2.66666667,0.414798378,0.242104162,1.52118531,66.0,0.466416696,2.12333726,38.0,0.372059563,0.563086573
474.6,2.66666667,0.414818269,0.242073373,1.52099186,67.0,0.459502327,2.12304445,38.0,0.371818989,0.560874043
474.698,2.66666667,0.414837465,0.242039159,1.52077689,66.0,0.465493107,2.12392277,38.0,0.371607449,0.561981397
474.803,2.66666667,0.414857268,0.242000029,1.52053103,68.0,0.45308776,2.12333726,38.0,0.37189614,0.563086573
474.901,2.66666667,0.414875762,0.24196603,1.5203174,69.0,0.448787677,2.12333726,38.0,0.372216209,0.561981397
474.999,2.66666667,0.41489549,0.241939583,1.52015124,71.0,0.437155548,2.12421546,38.0,0.372377741,0.561981397
475.097,2.66666667,0.41491631,0.24192231,1.5200427,73.0,0.426450043,2.12538583,38.0,0.372488619,0.560874043
475.202,2.66666667,0.414939379,0.241914401,1.51999301,70.0,0.443412599,2.1280168,39.0,0.363678376,0.565290442
475.3,2.66666667,0.414961373,0.241917555,1.52001283,71.0,0.437504471,2.12772463,39.0,0.363975719,0.565290442
475.398,2.66666667,0.414985112,0.241935039,1.52012268,72.0,0.431476925,2.12684788,38.0,0.37317428,0.565290442
475.503,2.66666667,0.415014615,0.241975381,1.52037616,70.0,0.44188979,2.12597077,38.0,0.373281666,0.566389161
475.601,2.66666667,0.415047556,0.242036781,1.52076195,68.0,0.453645159,2.12597077,38.0,0.373035347,0.565290442
475.699,2.66666667,0.415086158,0.24212067,1.52128904,68.0,0.455062413,2.12128672,38.0,0.372581712,0.566389161
475.797,2.66666667,0.415128719,0.242220522,1.52191642,70.0,0.444518637,2.12187279,38.0,0.37249512,0.56858023
475.902,2.66666667,0.415175632,0.242335444,1.5226385,70.0,0.444062694,2.12040731,38.0,0.372666517,0.567485753
476.0,2.66666667,0.41521825,0.242441886,1.52330729,69.0,0.449837003,2.11982083,38.0,0.372843533,0.567485753
476.098,2.66666667,0.415256907,0.242537889,1.5239105,70.0,0.443846765,2.11835393,38.0,0.372176795,0.567485753
476.203,2.66666667,0.415290243,0.242618402,1.52441638,68.0,0.456006365,2.11894081,38.0,0.372201988,0.566389161
476.301,2.66666667,0.415312278,0.242668689,1.52473234,66.0,0.467893785,2.11864739,38.0,0.372239869,0.567485753
476.399,2.66666667,0.415326454,0.242696625,1.52490787,64.0,0.481678015,2.11806042,38.0,0.37137225,0.56858023
476.497,2.66666667,0.415334316,0.242705025,1.52496065,66.0,0.468518548,2.11717967,38.0,0.370470868,0.56858023
476.602,2.66666667,0.415337549,0.242697175,1.52491132,66.0,0.46890655,2.11629855,38.0,0.371231409,0.570762888
476.7,2.66666667,0.415338001,0.242680278,1.52480516,65.0,0.475491918,2.11806042,38.0,0.370943761,0.570762888
476.798,2.66666667,0.415337467,0.242657207,1.5246602,66.0,0.469187336,2.11864739,38.0,0.371135855,0.571851093
476.903,2.66666667,0.415335461,0.242625893,1.52446344,65.0,0.475099162,2.11894081,37.0,0.380117053,0.570762888
477.001,2.66666667,0.415332326,0.24259301,1.52425684,65.0,0.475230917,2.11776688,37.0,0.380383072,0.570762888
477.099,2.66666667,0.415329443,0.242560297,1.5240513,64.0,0.482359996,2.11629855,37.0,0.380478275,0.56858023
477.197,2.66666667,0.415327755,0.242529828,1.52385985,64.0,0.482498986,2.11688601,37.0,0.380976221,0.567485753
477.302,2.66666667,0.415326782,0.242500709,1.52367689,66.0,0.469280769,2.11776688,37.0,0.380833612,0.565290442
477.4,2.66666667,0.415326526,0.242477968,1.52353401,67.0,0.462243819,2.1165923,37.0,0.381134079,0.566389161
477.498,2.66666667,0.415327914,0.242462096,1.52343428,65.0,0.475314929,2.11541707,37.0,0.381252162,0.566389161
477.603,2.66666667,0.415332862,0.242456123,1.52339675,65.0,0.475277125,2.11541707,37.0,0.381536162,0.563086573
477.701,2.66666667,0.415341687,0.24246242,1.52343632,65.0,0.47484903,2.11482921,37.0,0.381735589,0.564189584
477.799,2.66666667,0.415355004,0.24247975,1.5235452,66.0,0.468887076,2.11512316,37.0,0.381876133,0.566389161
477.897,2.66666667,0.415373768,0.242507545,1.52371984,67.0,0.462981421,2.11424118,37.0,0.382689759,0.566389161
478.002,2.66666667,0.415401089,0.242547161,1.52396876,65.0,0.474464302,2.11247613,37.0,0.382584705,0.566389161
478.1,2.66666667,0.4154319,0.242585972,1.52421262,64.0,0.477540798,2.11806042,37.0,0.382687346,0.56858023
478.198,2.66666667,0.415464133,0.242617775,1.52441244,65.0,0.470777056,2.1174733,37.0,0.382604895,0.567485753
478.303,2.66666667,0.415498819,0.242643032,1.52457114,65.0,0.471822994,2.11864739,37.0,0.383149579,0.561981397
478.401,2.66666667,0.4155321,0.242660289,1.52467956,66.0,0.457083986,2.11600477,37.0,0.383216566,0.559764499
478.499,2.66666667,0.415567082,0.242671929,1.5247527,65.0,0.463177683,2.11629855,37.0,0.383333542,0.559764499
478.597,2.66666667,0.415604981,0.242679853,1.52480249,63.0,0.477475995,2.11717967,37.0,0.383175621,0.558652751
478.702,2.66666667,0.415649698,0.242687097,1.524848,61.0,0.49175547,2.11894081,37.0,0.383269006,0.558652751
478.8,2.66666667,0.41569606,0.242697208,1.52491153,60.0,0.498549149,2.11982083,37.0,0.383310148,0.558652751
478.898,2.66666667,0.415747917,0.242715663,1.52502749,62.0,0.484161508,2.12011409,37.0,0.383112532,0.560874043
479.003,2.66666667,0.415810013,0.242748507,1.52523385,62.0,0.481851279,2.11982083,37.0,0.383210169,0.560874043
479.101,2.66666667,0.415873658,0.242792351,1.52550933,61.0,0.489091684,2.11894081,37.0,0.383695798,0.558652751
479.199,2.66666667,0.41594133,0.242846579,1.52585006,62.0,0.483998138,2.11806042,37.0,0.383877608,0.558652751
479.297,2.66666667,0.41601081,0.242905766,1.52622194,65.0,0.463990598,2.11717967,37.0,0.383633466,0.557538786
479.402,2.66666667,0.41608356,0.242965718,1.52659863,63.0,0.477992876,2.11512316,37.0,0.383860869,0.558652751
479.5,2.66666667,0.416147018,0.243012754,1.52689416,63.0,0.477717187,2.11424118,37.0,0.384168291,0.561981397
479.598,2.66666667,0.416205575,0.243050559,1.5271317,63.0,0.47812176,2.11482921,37.0,0.38420953,0.563086573
479.703,2.66666667,0.416264234,0.243084039,1.52734206,62.0,0.484625548,2.11688601,37.0,0.384489726,0.563086573
479.801,2.66666667,0.416316053,0.24311148,1.52751448,62.0,0.48482381,2.11776688,37.0,0.383856581,0.561981397
479.899,2.66666667,0.416365012,0.243135778,1.52766715,65.0,0.464343202,2.11806042,37.0,0.384214433,0.563086573
479.997,2.66666667,0.416411222,0.243156444,1.527797,65.0,0.471973814,2.12011409,37.0,0.384475585,0.564189584
480.102,2.66666667,0.416458338,0.243175253,1.52791517,64.0,0.478926671,2.11952753,37.0,0.384714212,0.564189584
480.2,2.66666667,0.416500501,0.243191864,1.52801955,63.0,0.48661411,2.12040731,37.0,0.385094436,0.564189584
480.298,2.66666667,0.416540092,0.243208385,1.52812335,62.0,0.492595822,2.12011409,37.0,0.385213935,0.565290442
480.403,2.66666667,0.416578435,0.243225823,1.52823292,62.0,0.491099619,2.12567832,37.0,0.385259965,0.567485753
480.501,2.66666667,0.416610964,0.243243505,1.52834402,62.0,0.490700053,2.12480072,37.0,0.385458083,0.56858023
480.599,2.66666667,0.416641965,0.243265215,1.52848043,65.0,0.469968574,2.12538583,37.0,0.3853606,0.566389161
480.697,2.66666667,0.416672158,0.2432922,1.52864998,65.0,0.469723365,2.12363003,37.0,0.384974193,0.565290442
480.802,2.66666667,0.41670353,0.243326934,1.52886822,63.0,0.483104378,2.1224587,37.0,0.385226657,0.566389161
480.9,2.66666667,0.416730896,0.243361337,1.52908438,63.0,0.482372914,2.12275159,37.0,0.385078505,0.566389161
480.998,2.66666667,0.416755027,0.243393109,1.52928401,62.0,0.491493548,2.12011409,37.0,0.385211959,0.566389161
481.103,2.66666667,0.41677657,0.243421715,1.52946374,62.0,0.493784072,2.12011409,37.0,0.385757193,0.567485753
481.201,2.66666667,0.416792872,0.243442342,1.52959335,64.0,0.481680816,2.11952753,37.0,0.385562042,0.566389161
481.299,2.66666667,0.416805628,0.243455653,1.52967698,65.0,0.484926605,1.89923605,37.0,0.38541236,0.567485753
481.397,2.66666667,0.4168148,0.243460814,1.52970941,63.0,0.504561013,1.89989062,37.0,0.385851051,0.567485753
481.502,2.66666667,0.41682107,0.243458178,1.52969285,62.0,0.508900738,1.89890868,37.0,0.385710604,0.566389161
481.6,2.66666667,0.416824248,0.243450064,1.52964187,62.0,0.508824292,1.89858125,37.0,0.385964131,0.56858023
481.698,2.66666667,0.416825752,0.243438954,1.52957206,61.0,0.514433413,1.89890868,37.0,0.385637896,0.565290442
481.803,2.66666667,0.416826301,0.243425766,1.52948919,61.0,0.514462555,1.89825377,37.0,0.385554484,0.565290442
481.901,2.66666667,0.416826479,0.243413882,1.52941453,62.0,0.508584933,1.89923605,37.0,0.386122565,0.566389161
481.999,2.66666667,0.416826477,0.243402823,1.52934504,65.0,0.490390817,1.89759864,37.0,0.386074972,0.566389161
482.097,2.66666667,0.416825818,0.243392106,1.5292777,65.0,0.490525763,1.89694328,37.0,0.386400917,0.565290442
482.202,2.66666667,0.416824745,0.243382985,1.52922039,66.0,0.485591497,1.89661551,37.0,0.386717913,0.564189584
482.3,2.66666667,0.416824875,0.243380352,1.52920385,65.0,0.491811691,1.89530388,38.0,0.377914866,0.564189584
482.398,2.66666667,0.416827442,0.243385998,1.52923933,66.0,0.487599642,1.89497583,38.0,0.378318588,0.563086573
482.503,2.66666667,0.416833315,0.243402476,1.52934286,66.0,0.487141359,1.89366307,38.0,0.377748642,0.564189584
482.601,2.66666667,0.416841649,0.243427336,1.52949906,65.0,0.493414616,1.89399134,38.0,0.37808154,0.565290442
482.699,2.66666667,0.416853379,0.243460212,1.52970563,66.0,0.486541111,1.89169221,38.0,0.377710747,0.567485753
482.797,2.66666667,0.41686854,0.243498163,1.52994408,65.0,0.493611303,1.89136354,37.0,0.386938028,0.567485753
482.902,2.66666667,0.41688635,0.243538196,1.53019561,65.0,0.493808154,1.89070601,38.0,0.377394845,0.567485753
483.0,2.66666667,0.416902005,0.243569352,1.53039138,65.0,0.494024184,1.89070601,38.0,0.377310565,0.565290442
483.098,2.66666667,0.416915425,0.243590563,1.53052465,65.0,0.494416273,1.89136354,38.0,0.377665886,0.565290442
483.203,2.66666667,0.416926871,0.243601481,1.53059325,63.0,0.506220165,1.89004826,38.0,0.377395527,0.561981397
483.301,2.66666667,0.416935869,0.24360414,1.53060996,62.0,0.513832701,1.8897193,38.0,0.377034447,0.563086573
483.399,2.66666667,0.416944487,0.243602706,1.53060094,62.0,0.514912754,1.88675607,38.0,0.377131379,0.563086573
483.497,2.66666667,0.416953143,0.243599114,1.53057837,62.0,0.515025687,1.88576729,38.0,0.377289942,0.563086573
483.602,2.66666667,0.416962834,0.243595729,1.53055711,62.0,0.511151807,1.88675607,38.0,0.377393636,0.561981397
483.7,2.66666667,0.416972365,0.243594962,1.53055229,62.0,0.513268024,1.88444811,38.0,0.376944091,0.563086573
483.798,2.66666667,0.416981401,0.24359634,1.53056094,63.0,0.505591562,1.883128,38.0,0.377115602,0.563086573
483.903,2.66666667,0.416990399,0.243603447,1.5306056,64.0,0.49941964,1.88114611,38.0,0.377087704,0.563086573
484.001,2.66666667,0.416999663,0.243620587,1.53071329,64.0,0.498932788,1.88147657,38.0,0.377200306,0.563086573
484.099,2.66666667,0.417010491,0.243648658,1.53088967,64.0,0.498749732,1.88213732,38.0,0.37721113,0.564189584
484.197,2.66666667,0.417021841,0.243683627,1.53110939,64.0,0.49873795,1.8824676,38.0,0.377109957,0.563086573
484.302,2.66666667,0.417033635,0.24372593,1.53137518,62.0,0.510690375,1.89759864,38.0,0.376902271,0.563086573
484.4,2.66666667,0.417044177,0.243769545,1.53164922,62.0,0.506857724,1.89628769,38.0,0.377232531,0.564189584
484.498,2.66666667,0.417054085,0.243816071,1.53194156,64.0,0.492039584,1.89694328,38.0,0.37751956,0.565290442
484.603,2.66666667,0.417064257,0.24386906,1.53227449,63.0,0.499047453,1.89595981,39.0,0.368493375,0.565290442
484.701,2.66666667,0.417072813,0.243920129,1.53259537,63.0,0.499463908,1.89628769,39.0,0.368497408,0.565290442
484.799,2.66666667,0.41707765,0.243967554,1.53289335,65.0,0.484909515,1.89497583,39.0,0.368428004,0.56858023
484.897,2.66666667,0.417076175,0.244007233,1.53314266,63.0,0.498543651,1.89234939,39.0,0.368434385,0.567485753
485.002,2.66666667,0.41706567,0.244037053,1.53333002,62.0,0.506313903,1.8910348,38.0,0.378058173,0.566389161
485.1,2.66666667,0.417046197,0.244048899,1.53340445,60.0,0.516837159,1.88939028,38.0,0.378013042,0.566389161
485.198,2.66666667,0.417017163,0.244043422,1.53337004,59.0,0.525350789,1.8897193,38.0,0.378230912,0.566389161
485.303,2.66666667,0.416976172,0.24401891,1.53321603,59.0,0.524839148,1.88906121,38.0,0.378741706,0.566389161
485.401,2.66666667,0.416929465,0.243979822,1.53297043,59.0,0.524854754,1.88807363,38.0,0.378176183,0.566389161
485.499,2.66666667,0.416875252,0.243926544,1.53263568,60.0,0.516262669,1.88741496,38.0,0.377808571,0.565290442
485.597,2.66666667,0.416814749,0.24386215,1.53223107,59.0,0.521772886,1.88609694,38.0,0.378320807,0.565290442
485.702,2.66666667,0.416745016,0.243784838,1.53174531,59.0,0.522316567,1.88642653,38.0,0.378326176,0.565290442
485.8,2.66666667,0.41667705,0.243707386,1.53125867,59.0,0.519867261,1.88345812,38.0,0.378204763,0.567485753
485.898,2.66666667,0.416607656,0.243626752,1.53075203,60.0,0.513882979,1.88180697,38.0,0.378403792,0.56858023
486.003,2.66666667,0.416532949,0.243538946,1.53020033,60.0,0.513689912,1.88147657,38.0,0.378330086,0.567485753
486.101,2.66666667,0.416464523,0.243458601,1.52969551,62.0,0.500864791,1.86521516,38.0,0.379224446,0.56858023
486.199,2.66666667,0.41639923,0.243382125,1.52921499,64.0,0.48732531,1.86388143,38.0,0.379060013,0.569672604
486.297,2.66666667,0.416337652,0.243310583,1.52876548,66.0,0.476351778,1.86288051,38.0,0.379098446,0.569672604
486.402,2.66666667,0.416276335,0.243243716,1.52834534,65.0,0.483407332,1.86254675,38.0,0.37944874,0.569672604
486.5,2.66666667,0.416223431,0.243193299,1.52802856,64.0,0.49023311,1.87618222,38.0,0.37934691,0.56858023
486.598,2.66666667,0.416174108,0.243155046,1.52778821,64.0,0.490178003,1.87618222,38.0,0.378960043,0.566389161
486.703,2.66666667,0.416124674,0.243127646,1.52761605,64.0,0.490127118,1.87651355,38.0,0.379449299,0.56858023
486.801,2.66666667,0.416081124,0.243113312,1.52752599,66.0,0.476439785,1.87684483,38.0,0.379337671,0.566389161
486.899,2.66666667,0.416038791,0.243106455,1.5274829,66.0,0.476291718,1.87717605,38.0,0.379438854,0.564189584
486.997,2.66666667,0.41599651,0.243104784,1.5274724,68.0,0.462406602,1.87485629,38.0,0.37922252,0.563086573
