time,L_peak,L_integral,ell_m,lambda_m_2pi_ell_m,cluster_count_mprime_gt0,mean_radius_mprime_gt0,max_radius_mprime_gt0,cluster_count_mprime_gtsigma,mean_radius_mprime_gtsigma,max_radius_mprime_gtsigma
76.797,1.77777778,0.281156717,0.168857162,1.06096084,34.0,0.400020171,6.1308989,176.0,0.225965454,0.59004359
76.902,1.77777778,0.281378159,0.168975883,1.06170679,36.0,0.373520595,6.15286427,176.0,0.226589964,0.595288525
77.0,1.77777778,0.281584581,0.169086384,1.06240109,36.0,0.37322782,6.15397563,175.0,0.227178077,0.597373605
77.098,1.77777778,0.281790656,0.169196512,1.06309304,36.0,0.374667699,6.15286427,176.0,0.22757292,0.60048765
77.203,1.77777778,0.282010939,0.169314005,1.06383127,39.0,0.348070031,6.14922567,178.0,0.226506951,0.598413421
77.301,1.77777778,0.282215946,0.169423123,1.06451687,37.0,0.355687021,6.16507825,172.0,0.231726149,0.599451433
77.399,1.77777778,0.282420276,0.169531647,1.06519875,39.0,0.338920808,6.16457402,170.0,0.233560744,0.598413421
77.497,1.77777778,0.282623831,0.169639515,1.06587651,38.0,0.346688432,6.16296021,170.0,0.233759966,0.60048765
77.602,1.77777778,0.282840959,0.169754297,1.0665977,39.0,0.339097464,6.1624558,174.0,0.230647312,0.606667789
77.7,1.77777778,0.283042616,0.169860635,1.06726585,40.0,0.331806063,6.16376717,173.0,0.230872584,0.607691701
77.798,1.77777778,0.283243229,0.16996617,1.06792894,39.0,0.3389823,6.16225403,171.0,0.233462158,0.609734368
77.903,1.77777778,0.283456926,0.170078314,1.06863357,34.0,0.37348532,6.17243533,171.0,0.233018764,0.608713892
78.001,1.77777778,0.283655141,0.170182092,1.06928562,34.0,0.373369604,6.16981601,171.0,0.232991538,0.606667789
78.099,1.77777778,0.2838521,0.170284993,1.06993217,31.0,0.399640171,6.1752549,171.0,0.234003403,0.607691701
78.197,1.77777778,0.284047746,0.170387009,1.07057315,31.0,0.395615642,6.17716744,170.0,0.233133716,0.608713892
78.302,1.77777778,0.284255852,0.170495329,1.07125374,28.0,0.433218011,6.17726809,170.0,0.233423918,0.609734368
78.4,1.77777778,0.28444862,0.170595511,1.07188321,25.0,0.481528394,6.17736873,171.0,0.233544331,0.608713892
78.498,1.77777778,0.284639934,0.170694818,1.07250717,27.0,0.42602117,6.23526811,170.0,0.23395066,0.607691701
78.603,1.77777778,0.284843258,0.170800259,1.07316968,31.0,0.401480653,6.19083999,170.0,0.235707587,0.611770215
78.701,1.77777778,0.285031447,0.170897789,1.07378247,29.0,0.419810714,6.19345042,169.0,0.236715926,0.616830435
78.799,1.77777778,0.285218081,0.170994483,1.07439002,28.0,0.413980759,6.23187716,169.0,0.235568119,0.618842938
78.897,1.77777778,0.285403132,0.171090355,1.0749924,30.0,0.39485144,6.2281849,171.0,0.233938182,0.618842938
79.002,1.77777778,0.285599618,0.171192178,1.07563218,29.0,0.442634337,6.10427318,170.0,0.234896093,0.618842938
79.1,1.77777778,0.285781318,0.171286389,1.07622413,27.0,0.470365218,6.10742961,174.0,0.230206171,0.619846739
79.198,1.77777778,0.285961368,0.171379816,1.07681114,30.0,0.431039812,6.10376393,172.0,0.230597225,0.635692023
79.303,1.77777778,0.286152427,0.171479055,1.07743468,29.0,0.444732597,6.10559704,174.0,0.228183231,0.638619246
79.401,1.77777778,0.286329005,0.171570884,1.07801166,28.0,0.457801182,6.10630977,173.0,0.22931332,0.640563297
79.499,1.77777778,0.286503886,0.171661955,1.07858387,30.0,0.418140354,6.14376374,171.0,0.231474439,0.640563297
79.597,1.77777778,0.286677059,0.171752276,1.07915138,30.0,0.422077213,6.14153711,170.0,0.232630985,0.641533113
79.702,1.77777778,0.286860698,0.171848232,1.07975429,34.0,0.387511293,6.12998619,171.0,0.230618987,0.645397806
79.8,1.77777778,0.287030315,0.171937043,1.0803123,36.0,0.368858699,6.12795747,171.0,0.230345934,0.645397806
79.898,1.77777778,0.287198213,0.172025151,1.0808659,35.0,0.375969854,6.12968193,175.0,0.226282446,0.644433805
80.003,1.77777778,0.287376201,0.172118799,1.08145431,36.0,0.366780055,6.12998619,176.0,0.224998257,0.644433805
80.101,1.77777778,0.287540557,0.172205529,1.08199925,37.0,0.373016229,6.09734368,176.0,0.224908793,0.645397806
80.199,1.77777778,0.287703219,0.172291641,1.08254031,37.0,0.373085232,6.09928066,174.0,0.227154069,0.646360368
80.297,1.77777778,0.287864202,0.172377169,1.0830777,38.0,0.366213135,6.09764956,174.0,0.227571085,0.646360368
80.402,1.77777778,0.288034844,0.172468205,1.08364969,36.0,0.374361601,6.10702242,172.0,0.23056217,0.650196368
80.5,1.77777778,0.288192415,0.172552655,1.08418031,36.0,0.374272198,6.1082439,171.0,0.232852553,0.650196368
80.598,1.77777778,0.288348377,0.172636653,1.08470808,33.0,0.403019379,6.1095669,171.0,0.232985442,0.650196368
80.703,1.77777778,0.288513724,0.172726204,1.08527074,35.0,0.379527197,6.10905809,171.0,0.233322492,0.648281206
80.801,1.77777778,0.288666444,0.172809419,1.0857936,36.0,0.339090039,6.23287469,169.0,0.235721054,0.647321499
80.899,1.77777778,0.288817648,0.172892333,1.08631456,34.0,0.353411991,6.23427096,167.0,0.237292604,0.648281206
80.997,1.77777778,0.288967371,0.172974997,1.08683396,33.0,0.352654671,6.2458281,166.0,0.238564703,0.646360368
81.102,1.77777778,0.289126188,0.173063346,1.08738907,33.0,0.352284658,6.24821656,168.0,0.23654264,0.648281206
81.2,1.77777778,0.289272962,0.173145654,1.08790623,34.0,0.344735869,6.24841556,168.0,0.236863295,0.647321499
81.298,1.77777778,0.289418372,0.173227869,1.0884228,37.0,0.328384421,6.23357287,167.0,0.238526103,0.646360368
81.403,1.77777778,0.289572702,0.173315907,1.08897596,35.0,0.334807389,6.24413572,165.0,0.240830532,0.648281206
81.501,1.77777778,0.289715416,0.173398083,1.08949228,35.0,0.334918829,6.24124766,164.0,0.241064727,0.648281206
81.599,1.77777778,0.289856893,0.173480313,1.09000896,37.0,0.328681532,6.15235904,164.0,0.240651011,0.645397806
81.697,1.77777778,0.289997175,0.173562647,1.09052627,36.0,0.385568779,5.40197256,165.0,0.239430176,0.646360368
81.802,1.77777778,0.290146199,0.173651027,1.09108158,37.0,0.390798764,5.35295309,165.0,0.23813723,0.657801263
81.9,1.77777778,0.29028414,0.173733718,1.09160114,37.0,0.390448608,5.35202388,164.0,0.239273111,0.659688788
81.998,1.77777778,0.290421016,0.173816649,1.09212222,41.0,0.379480981,5.22542055,164.0,0.239834004,0.660630529
82.103,1.77777778,0.290566534,0.173905819,1.09268249,43.0,0.366265553,5.22363561,166.0,0.237758811,0.662509994
82.201,1.77777778,0.290701334,0.17398938,1.09320752,42.0,0.371179689,5.22220721,166.0,0.237831761,0.662509994
82.299,1.77777778,0.290835192,0.174073305,1.09373483,40.0,0.370406436,5.28704362,165.0,0.23901387,0.662509994
82.397,1.77777778,0.290968145,0.174157627,1.09426464,41.0,0.36279929,5.28504423,166.0,0.238626156,0.665319236
82.502,1.77777778,0.291109629,0.174248447,1.09483528,39.0,0.419593237,4.89416172,168.0,0.235774051,0.667185493
82.6,1.77777778,0.291240814,0.174333684,1.09537084,38.0,0.428750981,4.89263714,167.0,0.238378668,0.668116666
82.698,1.77777778,0.291371189,0.174419397,1.09590939,39.0,0.441780458,4.92354418,168.0,0.236755462,0.66997513
82.803,1.77777778,0.29151001,0.17451178,1.09648985,37.0,0.380281385,5.74811403,168.0,0.23569735,0.671828454
82.901,1.77777778,0.29163879,0.174598529,1.09703491,38.0,0.371583242,5.74724871,169.0,0.234470117,0.677357999
82.999,1.77777778,0.291766835,0.174685793,1.0975832,39.0,0.363074848,5.74519304,171.0,0.231615828,0.680105913
83.097,1.77777778,0.291894161,0.174773574,1.09813475,41.0,0.375018309,5.67277564,172.0,0.230481099,0.681931704
83.202,1.77777778,0.292029806,0.174868202,1.09872932,41.0,0.350121704,5.79883224,171.0,0.231474803,0.682842769
83.3,1.77777778,0.292155699,0.174957054,1.09928759,41.0,0.349452373,5.7985106,173.0,0.228779852,0.686474937
83.398,1.77777778,0.29228092,0.175046412,1.09984905,37.0,0.378126437,5.80750984,172.0,0.230989977,0.68737998
83.503,1.77777778,0.292414349,0.175142702,1.10045405,35.0,0.397814636,5.80590386,170.0,0.232820642,0.68737998
83.601,1.77777778,0.292538201,0.175233067,1.10102183,35.0,0.398054106,5.80622509,171.0,0.231405365,0.690087988
83.699,1.77777778,0.292661398,0.175323887,1.10159247,33.0,0.400405475,5.80461875,171.0,0.230987354,0.690087988
83.797,1.77777778,0.292783936,0.175415138,1.10216582,34.0,0.418639586,5.69072058,170.0,0.23044281,0.688283833
83.902,1.77777778,0.292914489,0.175513352,1.10278292,35.0,0.424325395,5.69006506,171.0,0.229650014,0.690087988
84.0,1.77777778,0.293035642,0.1756054,1.10336127,35.0,0.480829096,5.08468037,171.0,0.229734651,0.690087988
84.098,1.77777778,0.29315611,0.175697781,1.10394171,34.0,0.494385441,5.08419127,171.0,0.229587939,0.690087988
84.203,1.77777778,0.29328441,0.175797087,1.10456567,31.0,0.486302704,5.45978237,171.0,0.229117987,0.690988299
84.301,1.77777778,0.293403421,0.175890038,1.1051497,32.0,0.469734632,5.47592787,175.0,0.225336189,0.690087988
84.399,1.77777778,0.293521708,0.175983206,1.10573509,31.0,0.482353999,5.47524663,175.0,0.225707471,0.694577873
84.497,1.77777778,0.293639257,0.176076551,1.1063216,33.0,0.459791213,5.45852967,176.0,0.224912626,0.695472371
84.602,1.77777778,0.293764371,0.176176715,1.10695095,36.0,0.424332852,5.45898523,176.0,0.224928482,0.699927717
84.7,1.77777778,0.293880354,0.176270305,1.10753899,33.0,0.444324153,5.4699073,180.0,0.221087201,0.701701935
84.798,1.77777778,0.293995564,0.176363956,1.10812741,34.0,0.430876254,5.46808847,179.0,0.221870865,0.701701935
84.903,1.77777778,0.294118135,0.176464322,1.10875804,31.0,0.465920599,5.46854324,179.0,0.223439236,0.700815387
85.001,1.77777778,0.294231713,0.176557985,1.10934654,31.0,0.465518643,5.46899796,179.0,0.223261269,0.704354882
85.099,1.77777778,0.294344493,0.1766516,1.10993474,35.0,0.438689493,5.39287299,178.0,0.224556825,0.703471678
85.197,1.77777778,0.294456469,0.176745133,1.11052242,38.0,0.413891733,5.38398899,179.0,0.225184105,0.704354882
85.302,1.77777778,0.294575546,0.176845214,1.11115125,36.0,0.415449543,5.44198984,178.0,0.225718928,0.702587363
85.4,1.77777778,0.294685844,0.176938461,1.11173714,38.0,0.422268672,5.30734756,179.0,0.224876864,0.703471678
85.498,1.77777778,0.29479533,0.177031513,1.1123218,36.0,0.437200473,5.36455465,178.0,0.225588405,0.703471678
85.603,1.77777778,0.294911733,0.177130953,1.1129466,34.0,0.459805701,5.36374335,180.0,0.223817592,0.704354882
85.701,1.77777778,0.295019534,0.177223481,1.11352797,35.0,0.448367824,5.35968505,181.0,0.22242094,0.703471678
85.799,1.77777778,0.295126525,0.1773157,1.1141074,35.0,0.45208761,5.35922105,177.0,0.225778553,0.703471678
85.897,1.77777778,0.295232711,0.177407577,1.11468468,37.0,0.458268553,5.28327943,178.0,0.224425053,0.703471678
86.002,1.77777778,0.295345597,0.177505606,1.11530061,37.0,0.45834793,5.28186717,177.0,0.225492693,0.705236979
86.1,1.77777778,0.295450143,0.177596694,1.11587294,36.0,0.453291888,5.28033679,178.0,0.224066031,0.707876678
86.198,1.77777778,0.29555392,0.177687376,1.11644271,35.0,0.464156748,5.28092545,178.0,0.224003562,0.720067332
86.303,1.77777778,0.295664279,0.177784078,1.11705031,37.0,0.46468105,5.17605029,180.0,0.222354827,0.72608591
86.401,1.77777778,0.295766531,0.177873903,1.1176147,36.0,0.47562871,5.17725125,180.0,0.222033353,0.726941639
86.499,1.77777778,0.295868087,0.177963317,1.1181765,35.0,0.487977733,5.17568994,180.0,0.220645204,0.729502804
86.597,1.77777778,0.295968979,0.178052326,1.11873576,34.0,0.489818342,5.19427503,179.0,0.221503149,0.732055008
86.702,1.77777778,0.29607638,0.178147254,1.11933221,35.0,0.507199576,4.99251001,176.0,0.2247405,0.732903768
86.8,1.77777778,0.296176007,0.178235454,1.11988639,36.0,0.490278576,4.99014345,176.0,0.224787538,0.737132907
86.898,1.77777778,0.296275082,0.178323284,1.12043824,37.0,0.495060967,4.94961318,175.0,0.225748371,0.740498828
87.003,1.77777778,0.296380666,0.178416992,1.12102702,36.0,0.474808327,5.15329936,176.0,0.224448341,0.744684836
87.101,1.77777778,0.296478724,0.178504101,1.12157435,35.0,0.491471262,5.14871297,174.0,0.225831646,0.743849519
87.199,1.77777778,0.296576353,0.178590887,1.12211964,37.0,0.485947339,5.14798842,175.0,0.225279515,0.744684836
87.297,1.77777778,0.296673593,0.178677365,1.122663,37.0,0.486116735,5.14883371,174.0,0.226451705,0.744684836
87.402,1.77777778,0.29677739,0.178769693,1.12324311,38.0,0.501849022,5.00730671,176.0,0.224340418,0.743849519
87.5,1.77777778,0.296873944,0.17885557,1.12378269,37.0,0.513815609,5.00718255,177.0,0.222978876,0.744684836
87.598,1.77777778,0.296970221,0.178941168,1.12432051,40.0,0.503125082,4.93565127,176.0,0.223592226,0.747185184
87.703,1.77777778,0.297073105,0.179032571,1.12489482,40.0,0.503312262,4.93577723,177.0,0.222352058,0.748016776
87.801,1.77777778,0.29716891,0.17911759,1.12542901,39.0,0.515534552,4.93502143,175.0,0.226173076,0.721792047
87.899,1.77777778,0.29726453,0.17920232,1.12596139,37.0,0.53891462,4.93678479,176.0,0.22501819,0.722652861
87.997,1.77777778,0.297359992,0.179286753,1.12649189,38.0,0.525992511,4.93527337,173.0,0.227304466,0.72608591
88.102,1.77777778,0.297462124,0.179376873,1.12705813,42.0,0.487770917,4.93413951,173.0,0.228236389,0.727796362
88.2,1.77777778,0.297557332,0.179460651,1.12758452,42.0,0.487730422,4.93489545,174.0,0.227113841,0.728650083
88.298,1.77777778,0.29765245,0.179544092,1.1281088,43.0,0.476526863,4.93565127,174.0,0.227460999,0.73035453
88.403,1.77777778,0.297754285,0.179633107,1.1286681,42.0,0.461294155,5.07390929,174.0,0.227399456,0.726941639
88.501,1.77777778,0.297849277,0.179715817,1.12918778,41.0,0.471123971,5.07378676,174.0,0.22744777,0.726941639
88.599,1.77777778,0.297944234,0.179798162,1.12970517,39.0,0.477777829,5.12911442,172.0,0.229674247,0.728650083
88.697,1.77777778,0.298039171,0.179880135,1.13022022,42.0,0.478046457,4.92468048,172.0,0.22986574,0.731205263
88.802,1.77777778,0.298140885,0.179967549,1.13076946,40.0,0.48672259,4.95764542,171.0,0.230170515,0.733751546
88.9,1.77777778,0.298235826,0.180048747,1.13127964,40.0,0.487100763,4.9595261,172.0,0.229005678,0.732055008
88.998,1.77777778,0.298330787,0.180129571,1.13178748,40.0,0.499103796,4.96027817,172.0,0.228593975,0.733751546
89.103,1.77777778,0.298432563,0.180215756,1.13232899,39.0,0.510200375,4.9609048,170.0,0.230029513,0.734598345
89.201,1.77777778,0.298527592,0.180295812,1.132832,39.0,0.50987658,4.9609048,172.0,0.22826654,0.736289023
89.299,1.77777778,0.298622662,0.180375501,1.1333327,34.0,0.541784026,5.19176094,171.0,0.229307628,0.73544417
89.397,1.77777778,0.298717775,0.180454823,1.13383109,35.0,0.527579742,5.19223991,173.0,0.227538485,0.736289023
89.502,1.77777778,0.298819729,0.180539406,1.13436254,34.0,0.545094159,5.18912584,175.0,0.226610268,0.73544417
89.6,1.77777778,0.298914929,0.180617972,1.13485619,34.0,0.545744444,5.19128193,175.0,0.227051744,0.734598345
89.698,1.77777778,0.299010165,0.180696173,1.13534754,34.0,0.545882222,5.19044356,175.0,0.226965632,0.73544417
89.803,1.77777778,0.299112236,0.180779556,1.13587145,34.0,0.531117667,5.22327855,171.0,0.230482369,0.732055008
89.901,1.77777778,0.299207525,0.180857004,1.13635807,32.0,0.55841138,5.221731,170.0,0.231295222,0.731205263
89.999,1.77777778,0.299302824,0.180934088,1.1368424,32.0,0.558535851,5.22054026,168.0,0.233336436,0.73035453
90.097,1.77777778,0.299398121,0.181010809,1.13732446,32.0,0.502448946,5.71318131,168.0,0.233361276,0.731205263
90.202,1.77777778,0.299500205,0.181092609,1.13783842,31.0,0.513617345,5.71622741,168.0,0.233119316,0.73035453
90.3,1.77777778,0.299595446,0.181168583,1.13831578,30.0,0.530871528,5.71677119,167.0,0.234150851,0.729502804
90.398,1.77777778,0.299690629,0.181244198,1.13879088,30.0,0.53107609,5.71829349,167.0,0.234261548,0.73035453
90.503,1.77777778,0.299792521,0.181324816,1.13929742,33.0,0.495987498,5.70457819,167.0,0.233597645,0.729502804
90.601,1.77777778,0.299887508,0.181399691,1.13976787,31.0,0.508938445,5.73815495,169.0,0.231760353,0.713126762
90.699,1.77777778,0.299982358,0.181474209,1.14023608,28.0,0.54106094,5.75881162,168.0,0.232581961,0.711381039
90.797,1.77777778,0.300077039,0.181548369,1.14070205,29.0,0.512851409,5.77885657,168.0,0.232733159,0.715737363
90.902,1.77777778,0.300178258,0.181627427,1.14119878,30.0,0.482571155,5.8152124,172.0,0.229352405,0.715737363
91.0,1.77777778,0.300272479,0.181700835,1.14166002,28.0,0.510751062,5.81767079,172.0,0.229410684,0.715737363
91.098,1.77777778,0.300366419,0.181773871,1.14211891,25.0,0.554618372,5.82290476,174.0,0.227808029,0.715737363
91.203,1.77777778,0.300466708,0.181851697,1.14260791,25.0,0.506348482,5.99741754,174.0,0.227678992,0.715737363
91.301,1.77777778,0.300559927,0.181923923,1.14306172,23.0,0.54225228,6.00321975,173.0,0.228833398,0.713998023
91.399,1.77777778,0.300652727,0.181995734,1.14351292,22.0,0.528892685,6.07118523,172.0,0.229877621,0.714868222
91.497,1.77777778,0.300745056,0.182067109,1.14396138,23.0,0.542957584,6.00290906,173.0,0.229571863,0.713998023
91.602,1.77777778,0.300843401,0.18214307,1.14443866,24.0,0.572569787,5.83421118,174.0,0.228132029,0.713998023
91.7,1.77777778,0.300934591,0.182213462,1.14488095,25.0,0.546530052,5.83793962,173.0,0.22885039,0.713998023
91.798,1.77777778,0.301025147,0.182283337,1.14531998,25.0,0.547126118,5.83804611,172.0,0.228919963,0.714868222
91.903,1.77777778,0.301121406,0.182357594,1.14578656,25.0,0.547024134,5.83847206,171.0,0.229963597,0.712254436
92.001,1.77777778,0.301210475,0.182426304,1.14621827,24.0,0.623151235,5.61583001,170.0,0.231377714,0.711381039
92.099,1.77777778,0.301298743,0.182494406,1.14664617,22.0,0.58043086,5.91075264,169.0,0.232394144,0.713126762
92.197,1.77777778,0.301386158,0.182561873,1.14707008,22.0,0.592035799,5.90254282,169.0,0.232358637,0.713998023
92.302,1.77777778,0.30147881,0.182633425,1.14751965,23.0,0.569696348,5.90201616,170.0,0.231747887,0.713998023
92.4,1.77777778,0.301564295,0.182699494,1.14793477,24.0,0.547333009,5.90170014,166.0,0.235619702,0.713126762
92.498,1.77777778,0.301648773,0.18276485,1.14834542,24.0,0.546472929,5.90022517,165.0,0.236636364,0.713998023
92.603,1.77777778,0.301738118,0.182834057,1.14878026,25.0,0.525508134,5.90222683,166.0,0.235076672,0.712254436
92.701,1.77777778,0.30182037,0.182897865,1.14918118,26.0,0.523110246,5.88228521,166.0,0.23513682,0.712254436
92.799,1.77777778,0.30190148,0.182960893,1.14957719,26.0,0.469232873,6.06216719,168.0,0.233387951,0.713998023
92.897,1.77777778,0.30198141,0.183023122,1.14996819,24.0,0.493697256,6.07077561,167.0,0.234300663,0.713126762
93.002,1.77777778,0.302065693,0.183088891,1.15038143,25.0,0.475571708,6.07046838,166.0,0.235142503,0.713998023
93.1,1.77777778,0.302143057,0.183149417,1.15076173,26.0,0.457499989,6.06862465,164.0,0.23530812,0.714868222
93.198,1.77777778,0.30221913,0.183209103,1.15113675,27.0,0.503756827,5.86089694,163.0,0.236557938,0.71660545
93.303,1.77777778,0.302299171,0.183272112,1.15153264,28.0,0.487195425,5.8619576,162.0,0.237732091,0.718338477
93.401,1.77777778,0.30237248,0.183330036,1.15189659,27.0,0.500761023,5.85951779,160.0,0.239045239,0.71660545
93.499,1.77777778,0.302444417,0.183387103,1.15225515,24.0,0.526045846,5.92514492,162.0,0.236329467,0.717472487
93.597,1.77777778,0.302514961,0.183443312,1.15260832,24.0,0.525475139,5.92367578,161.0,0.237730474,0.719203424
93.702,1.77777778,0.302588976,0.183502583,1.15298073,29.0,0.467786977,5.86365426,162.0,0.237909506,0.719203424
93.8,1.77777778,0.302656577,0.183557013,1.15332273,29.0,0.49628029,5.77401337,161.0,0.239243004,0.719203424
93.898,1.77777778,0.302722735,0.183610584,1.15365932,28.0,0.513219266,5.77272116,163.0,0.237340482,0.719203424
94.003,1.77777778,0.302792002,0.183667028,1.15401397,29.0,0.516209604,5.74833034,163.0,0.237804571,0.719203424
94.101,1.77777778,0.302855131,0.183718816,1.15433937,30.0,0.500585075,5.74605868,162.0,0.238589881,0.718338477
94.199,1.77777778,0.302916784,0.183769741,1.15465934,28.0,0.533845669,5.74508483,162.0,0.238210312,0.718338477
94.297,1.77777778,0.302976954,0.183819798,1.15497385,29.0,0.5206133,5.74497662,160.0,0.240486619,0.719203424
94.402,1.77777778,0.303039768,0.183872463,1.15530476,29.0,0.518573818,5.74616687,160.0,0.240346604,0.719203424
94.5,1.77777778,0.303096847,0.183920708,1.15560789,30.0,0.502791587,5.74551767,161.0,0.238920168,0.717472487
94.598,1.77777778,0.30315243,0.183968071,1.15590548,31.0,0.529096179,5.51901446,161.0,0.240526517,0.641533113
94.703,1.77777778,0.303210324,0.184017833,1.15621815,30.0,0.582131629,5.37219795,161.0,0.239922555,0.640563297
94.801,1.77777778,0.303262812,0.184063355,1.15650417,29.0,0.587629126,5.38975949,158.0,0.243375179,0.643468361
94.899,1.77777778,0.303313813,0.184107985,1.15678459,28.0,0.582665333,5.38802898,160.0,0.241339,0.604614762
94.997,1.77777778,0.303363336,0.184151724,1.15705941,27.0,0.603157615,5.38641335,160.0,0.241374973,0.601522083
95.102,1.77777778,0.303414773,0.184197606,1.15734769,25.0,0.6464585,5.38779821,158.0,0.243543564,0.599451433
95.2,1.77777778,0.303461283,0.184239522,1.15761106,26.0,0.637436352,5.38849051,158.0,0.243584961,0.597373605
95.298,1.77777778,0.303506369,0.184280579,1.15786902,28.0,0.601448981,5.38929807,159.0,0.242018686,0.597373605
95.403,1.77777778,0.303553125,0.184323634,1.15813955,28.0,0.618198932,5.38975949,156.0,0.245164859,0.593196116
95.501,1.77777778,0.303595348,0.184362972,1.15838672,27.0,0.637874468,5.39114349,158.0,0.24296461,0.592147139
95.599,1.77777778,0.303636235,0.184401515,1.15862889,28.0,0.616297347,5.39148943,158.0,0.242781979,0.5910963
95.697,1.77777778,0.30367582,0.184439291,1.15886624,28.0,0.593910195,5.39229655,157.0,0.24431641,0.587932515
95.802,1.77777778,0.30371683,0.184478945,1.1591154,32.0,0.526537681,5.39160474,155.0,0.246009442,0.588988998
95.9,1.77777778,0.303753839,0.184515223,1.15934334,27.0,0.585457615,5.39586948,155.0,0.245795631,0.5910963
95.998,1.77777778,0.303789668,0.184550826,1.15956704,25.0,0.617021664,5.40864351,156.0,0.244070819,0.587932515
96.103,1.77777778,0.3038268,0.184588261,1.15980225,25.0,0.611047961,5.40783883,155.0,0.245154325,0.58687413
96.201,1.77777778,0.303860336,0.184622571,1.16001783,26.0,0.587920258,5.4064591,157.0,0.243530337,0.58687413
96.299,1.77777778,0.303892841,0.184656306,1.16022979,27.0,0.574948581,5.40070645,156.0,0.244468936,0.585813832
96.397,1.77777778,0.303924367,0.184689494,1.16043832,28.0,0.555336539,5.40300824,155.0,0.246051608,0.584751612
96.502,1.77777778,0.303957118,0.18472448,1.16065814,28.0,0.554710468,5.40346849,154.0,0.245639375,0.627819372
96.6,1.77777778,0.303986784,0.184756626,1.16086012,30.0,0.496799085,5.46683767,154.0,0.245804339,0.627819372
96.698,1.77777778,0.304015633,0.184788309,1.16105919,28.0,0.527060457,5.46888428,151.0,0.248901478,0.633733029
96.803,1.77777778,0.304045696,0.184821769,1.16126942,30.0,0.498695111,5.46854324,150.0,0.24937389,0.634713281
96.901,1.77777778,0.304073016,0.184852568,1.16146294,28.0,0.523392413,5.47183915,148.0,0.251987459,0.632751257
96.999,1.77777778,0.304099673,0.184882972,1.16165397,28.0,0.523528659,5.47138466,148.0,0.251546245,0.633733029
97.097,1.77777778,0.304125711,0.184912999,1.16184264,29.0,0.507733109,5.47195277,149.0,0.250300348,0.633733029
97.202,1.77777778,0.30415297,0.184944764,1.16204222,31.0,0.53335805,5.34970014,147.0,0.253115437,0.632751257
97.3,1.77777778,0.304177856,0.18497404,1.16222617,33.0,0.5077819,5.34900282,146.0,0.253750598,0.633733029
97.398,1.77777778,0.304202242,0.185002963,1.1624079,34.0,0.485917458,5.317412,147.0,0.252184993,0.632751257
97.503,1.77777778,0.304227862,0.185033575,1.16260024,36.0,0.486547525,5.27350353,148.0,0.250646268,0.635692023
97.601,1.77777778,0.304251353,0.185061837,1.16277782,38.0,0.463606389,5.27279614,151.0,0.246886319,0.638619246
97.699,1.77777778,0.304274503,0.185089871,1.16295396,37.0,0.475306262,5.27232449,151.0,0.246627897,0.637644998
97.797,1.77777778,0.304297379,0.185117747,1.16312911,35.0,0.498073458,5.27232449,150.0,0.247627658,0.635692023
97.902,1.77777778,0.30432163,0.185147446,1.16331571,38.0,0.46692452,5.27350353,151.0,0.245691861,0.637644998
98.0,1.77777778,0.304344021,0.185174926,1.16348837,34.0,0.51469016,5.27303195,149.0,0.247954816,0.638619246
98.098,1.77777778,0.304366154,0.185202065,1.16365889,34.0,0.514363548,5.27373931,149.0,0.24795511,0.637644998
98.203,1.77777778,0.304389571,0.185230695,1.16383878,35.0,0.501690979,5.27480018,149.0,0.247780054,0.636669259
98.301,1.77777778,0.304411163,0.185256989,1.16400399,34.0,0.515573392,5.27444658,149.0,0.247602005,0.633733029
98.399,1.77777778,0.304432522,0.185282888,1.16416672,34.0,0.515763667,5.27267823,149.0,0.246782329,0.632751257
98.497,1.77777778,0.304453676,0.185308417,1.16432712,34.0,0.516247504,5.27279614,150.0,0.245330248,0.630783131
98.602,1.77777778,0.304476139,0.185335378,1.16449653,31.0,0.508500474,5.68820732,150.0,0.245463048,0.629796761
98.7,1.77777778,0.304496939,0.185360195,1.16465246,32.0,0.49417034,5.68897235,150.0,0.245223962,0.628808844
98.798,1.77777778,0.304517597,0.185384689,1.16480636,32.0,0.494063298,5.68842591,150.0,0.246310186,0.629796761
98.903,1.77777778,0.304539594,0.185410585,1.16496906,31.0,0.508107094,5.68547427,151.0,0.245282588,0.626828338
99.001,1.77777778,0.304560013,0.185434437,1.16511893,30.0,0.524155773,5.68602098,149.0,0.247578918,0.625835735
99.099,1.77777778,0.304580342,0.185457986,1.16526689,32.0,0.533798052,5.4811479,147.0,0.250428282,0.627819372
99.197,1.77777778,0.304600593,0.185481232,1.16541295,31.0,0.548923026,5.48126132,147.0,0.250287065,0.627819372
99.302,1.77777778,0.304622222,0.1855058,1.16556732,31.0,0.549700251,5.47921934,146.0,0.251650695,0.625835735
99.4,1.77777778,0.304642359,0.185528406,1.16570936,32.0,0.533486336,5.4776306,146.0,0.250572866,0.625835735
99.498,1.77777778,0.30466246,0.18555069,1.16584937,30.0,0.565338121,5.47842502,145.0,0.251812758,0.622848436
99.603,1.77777778,0.30468397,0.185574193,1.16599704,29.0,0.567650747,5.50830263,145.0,0.252205485,0.624841556
99.701,1.77777778,0.304704035,0.185595765,1.16613259,28.0,0.551216582,5.62478995,146.0,0.250526122,0.622848436
99.799,1.77777778,0.3047241,0.185616971,1.16626582,28.0,0.551520657,5.62545308,147.0,0.248964045,0.622848436
