time,A_m,sqrt_A_m
67.8,0.00122971954,0.0350673572
67.9,0.00123115964,0.0350878846
68.0,0.00123258213,0.0351081491
68.1,0.00123398738,0.0351281564
68.2,0.00123537575,0.0351479124
68.3,0.00123674766,0.0351674232
68.4,0.00123810352,0.0351866952
68.5,0.00123944378,0.035205735
68.6,0.00124076889,0.0352245496
68.7,0.00124207935,0.0352431461
68.8,0.00124337564,0.035261532
68.9,0.00124465828,0.0352797149
69.0,0.00124592781,0.0352977026
69.1,0.00124718477,0.0353155033
69.2,0.00124842972,0.035333125
69.3,0.00124966325,0.0353505764
69.4,0.00125088595,0.035367866
69.5,0.00125209841,0.0353850026
69.6,0.00125330126,0.0354019952
69.7,0.00125449513,0.0354188528
69.8,0.00125568066,0.0354355847
69.9,0.00125685849,0.0354522001
70.0,0.00125802928,0.0354687084
70.1,0.00125919369,0.0354851193
70.2,0.00126035239,0.0355014421
70.3,0.00126150606,0.0355176866
70.4,0.00126265537,0.0355338623
70.5,0.001263801,0.0355499789
70.6,0.00126494363,0.035566046
70.7,0.00126608394,0.0355820732
70.8,0.00126722259,0.0355980701
70.9,0.00126836028,0.0356140461
71.0,0.00126949766,0.0356300106
71.1,0.00127063538,0.0356459729
71.2,0.00127177411,0.035661942
71.3,0.00127291447,0.0356779269
71.4,0.00127405709,0.0356939364
71.5,0.00127520259,0.0357099788
71.6,0.00127635155,0.0357260626
71.7,0.00127750455,0.0357421956
71.8,0.00127866215,0.0357583857
71.9,0.00127982487,0.0357746401
72.0,0.00128099325,0.035790966
72.1,0.00128216776,0.0358073702
72.2,0.00128334888,0.0358238591
72.3,0.00128453704,0.0358404386
72.4,0.00128573267,0.0358571146
72.5,0.00128693615,0.0358738923
72.6,0.00128814785,0.0358907767
72.7,0.00128936811,0.0359077722
72.8,0.00129059723,0.0359248832
72.9,0.00129183551,0.0359421133
73.0,0.0012930832,0.035959466
73.1,0.00129434053,0.0359769444
73.2,0.00129560771,0.0359945511
73.3,0.00129688492,0.0360122885
73.4,0.00129817233,0.0360301586
73.5,0.00129947005,0.0360481629
73.6,0.0013007782,0.0360663029
73.7,0.00130209688,0.0360845795
73.8,0.00130342614,0.0361029935
73.9,0.00130476605,0.0361215455
74.0,0.00130611663,0.0361402356
74.1,0.0013074779,0.0361590638
74.2,0.00130884985,0.03617803
74.3,0.00131023249,0.0361971337
74.4,0.00131162578,0.0362163745
74.5,0.00131302969,0.0362357515
74.6,0.00131444416,0.036255264
74.7,0.00131586916,0.0362749109
74.8,0.0013173046,0.0362946911
74.9,0.00131875043,0.0363146036
75.0,0.00132020657,0.0363346469
75.1,0.00132167292,0.0363548198
75.2,0.00132314941,0.0363751208
75.3,0.00132463594,0.0363955484
75.4,0.00132613243,0.0364161012
75.5,0.00132763876,0.0364367776
75.6,0.00132915485,0.036457576
75.7,0.00133068059,0.0364784948
75.8,0.00133221588,0.0364995326
75.9,0.00133376063,0.0365206877
76.0,0.00133531475,0.0365419587
76.1,0.00133687814,0.0365633443
76.2,0.00133845074,0.0365848431
76.3,0.00134003248,0.036606454
76.4,0.00134162329,0.0366281762
76.5,0.00134322314,0.0366500087
76.6,0.00134483201,0.0366719512
76.7,0.00134644989,0.0366940034
76.8,0.00134807681,0.0367161655
76.9,0.00134971281,0.0367384378
77.0,0.00135135798,0.0367608213
77.1,0.00135301243,0.0367833173
77.2,0.00135467629,0.0368059274
77.3,0.00135634976,0.036828654
77.4,0.00135803305,0.0368514999
77.5,0.00135972641,0.0368744683
77.6,0.00136143017,0.0368975632
77.7,0.00136314465,0.0369207888
77.8,0.00136487024,0.0369441503
77.9,0.00136660738,0.0369676532
78.0,0.00136835653,0.0369913034
78.1,0.0013701182,0.0370151077
