time,K
0.098,4.149862295e-06
0.203,1.528710955e-05
0.301,2.958400515e-05
0.399,4.625975005e-05
0.497,6.4425404e-05
0.602,8.4853373e-05
0.7,0.000104377953
0.798,0.0001240537705
0.903,0.0001450879815
1.001,0.000164547368
1.099,0.00018376663
1.197,0.000202710347
1.302,0.000222691831
1.4,0.000241059033
1.498,0.000259180726
1.603,0.0002783668705
1.701,0.0002961076325
1.799,0.0003137406435
1.897,0.0003313219165
2.002,0.0003501691395
2.1,0.0003678352235
2.198,0.000385639755
2.303,0.0004049446655
2.401,0.000423247502
2.499,0.000441896202
2.597,0.000460961087
2.702,0.0004819310595
2.8,0.000502087765
2.898,0.00052288565
3.003,0.000545967455
3.101,0.00056833852
3.199,0.00059159096
3.297,0.000615806965
3.402,0.000642917615
3.5,0.00066939963
3.598,0.00069710994
3.703,0.000728265085
3.801,0.00075880945
3.899,0.000790866395
3.997,0.000824531775
4.102,0.000862496715
4.2,0.000899805715
4.298,0.00093903167
4.403,0.000983307715
4.501,0.001026845335
4.599,0.001072630945
4.697,0.00112078005
4.802,0.001175135845
4.9,0.00122859053
4.998,0.001284802795
5.103,0.00134822972
5.201,0.00141054467
5.299,0.001475986665
5.397,0.00154466272
5.502,0.0016219541
5.6,0.00169768746
5.698,0.00177704237
5.803,0.001866240645
5.901,0.001953492365
5.999,0.002044673655
6.097,0.00213985093
6.202,0.0022463794
6.3,0.002350190055
6.398,0.002458302555
6.503,0.00257891805
6.601,0.002695922885
6.699,0.002817118085
6.797,0.00294240815
6.902,0.003081135565
7.0,0.00321477676
7.098,0.003352381605
7.203,0.003504008905
7.301,0.00364912336
7.399,0.003797379905
7.497,0.0039484778
7.602,0.004113189125
7.7,0.004269171215
7.798,0.00442690182
7.903,0.00459743223
8.001,0.00475750467
8.099,0.00491784624
8.197,0.00507783945
8.302,0.00524831485
8.4,0.00540610955
8.498,0.005562053
8.603,0.00572646355
8.701,0.0058767788
8.799,0.00602351515
8.897,0.0061662339
9.002,0.00631413065
9.1,0.00644685205
9.198,0.0065738949
9.303,0.0067033134
9.401,0.006817474
9.499,0.0069248148
9.597,0.0070249916
9.702,0.0071241247
9.8,0.00720884
9.898,0.00728585345
10.003,0.00735947895
10.101,0.0074196195
10.199,0.007471336
10.297,0.0075146093
10.402,0.0075516493
10.5,0.00757749605
10.598,0.0075948994
10.703,0.0076042921
10.801,0.0076046043
10.899,0.0075969357
10.997,0.0075815063
11.102,0.0075565894
11.2,0.00752579325
11.298,0.00748796645
11.403,0.00744000475
11.501,0.0073887332
11.599,0.00733145595
11.697,0.00726847155
11.802,0.0071950877
11.9,0.0071215176
11.998,0.00704343845
12.103,0.0069551285
12.201,0.0068687391
12.299,0.00677901225
12.397,0.0066864121
12.502,0.0065844141
12.6,0.006487007
12.698,0.00638786905
12.803,0.00628009965
12.901,0.0061783912
12.999,0.00607590445
13.097,0.0059729184
13.202,0.00586230885
13.3,0.0057590621
13.398,0.00565603765
13.503,0.0055461423
13.601,0.00544425005
13.699,0.0053431662
13.797,0.0052430058
13.902,0.00513685165
14.0,0.00503898175
14.098,0.004942423745
14.203,0.004840572025
14.301,0.00474712227
14.399,0.004655361925
14.497,0.004565396295
14.602,0.004471078745
14.7,0.004385043895
14.798,0.00430097968
14.903,0.00421313223
15.001,0.00413323605
15.099,0.0040553916
15.197,0.003979610755
15.302,0.00390070493
15.4,0.003829205225
15.498,0.00375977625
15.603,0.00368765848
15.701,0.003622424645
15.799,0.00355916025
15.897,0.003497840745
16.002,0.003434249125
16.1,0.00337679796
16.198,0.003321114795
16.303,0.0032633569
16.401,0.003211190925
16.499,0.00316068303
16.597,0.003111810845
16.702,0.003061214805
16.8,0.003015573645
16.898,0.002971394235
17.003,0.002925619005
17.101,0.002884294285
17.199,0.00284425594
17.297,0.00280543724
17.402,0.00276513445
17.5,0.002728675615
17.598,0.00269328706
17.703,0.002656497665
17.801,0.00262316087
17.899,0.002590746675
17.997,0.002559212365
18.102,0.002526348855
18.2,0.00249648398
18.298,0.00246734587
18.403,0.00243687909
18.501,0.002409103565
18.599,0.002381926225
18.697,0.002355305905
18.802,0.002327361415
18.9,0.00230178548
18.998,0.002276666955
19.103,0.002250233055
19.201,0.002225989655
19.299,0.00220214167
19.397,0.00217866709
19.502,0.002153903965
19.6,0.002131130175
19.698,0.00210866271
19.803,0.00208491132
19.901,0.002063027485
19.999,0.0020414061
20.097,0.00202003956
20.202,0.001997424175
20.3,0.00197656937
20.398,0.00195595037
20.503,0.00193411019
20.601,0.00191395322
20.699,0.001894011165
20.797,0.00187428271
20.902,0.00185338353
21.0,0.00183410299
21.098,0.001815042425
21.203,0.00179486536
21.301,0.001776261365
21.399,0.00175787725
21.497,0.001739713545
21.602,0.0017204976
21.7,0.00170279374
21.798,0.001685317
21.903,0.00166684907
22.001,0.001649856815
22.099,0.001633104765
22.197,0.001616596925
22.302,0.00159918493
22.4,0.001583193465
22.498,0.001567455775
22.603,0.001550879915
22.701,0.001535680475
22.799,0.00152074696
22.897,0.00150608263
23.002,0.0014906728
23.1,0.001476574965
23.198,0.0014627545
23.303,0.001448256845
23.401,0.001435016605
23.499,0.0014220584
23.597,0.001409383255
23.702,0.00139611785
23.8,0.00138403136
23.898,0.001372229275
24.003,0.001359899525
24.101,0.00134868567
24.199,0.00133775516
24.297,0.001327107235
24.402,0.001316010935
24.5,0.001305943845
24.598,0.001296153745
24.703,0.001285968285
24.801,0.00127674168
24.899,0.001267781035
24.997,0.001259081685
25.102,0.001250045095
25.2,0.00124187039
25.298,0.00123394042
25.403,0.00122570896
25.501,0.00121826719
25.599,0.001211051715
25.697,0.001204056165
25.802,0.001196797585
25.9,0.001190236715
25.998,0.001183875325
26.103,0.001177273205
26.201,0.001171303445
26.299,0.001165512365
26.397,0.001159893285
26.502,0.00115405617
26.6,0.001148772265
26.698,0.00114364001
26.803,0.00113830198
26.901,0.001133463075
26.999,0.001128756055
27.097,0.00112417487
27.202,0.0011193995
27.3,0.001115060735
27.398,0.00111083055
27.503,0.0011064127
27.601,0.001102390805
27.699,0.001098461765
27.797,0.00109462084
27.902,0.001090598205
28.0,0.00108692573
28.098,0.001083328365
28.203,0.00107955323
28.301,0.001076100035
28.399,0.0010727114
28.497,0.001069384305
28.602,0.001065884635
28.7,0.00106267621
28.798,0.001059521185
28.903,0.001056197425
29.001,0.001053145815
29.099,0.001050141005
29.197,0.001047181215
29.302,0.00104405813
29.4,0.001041186585
29.498,0.001038355495
29.603,0.001035365675
29.701,0.001032614565
29.799,0.001029900425
29.897,0.001027222225
30.002,0.001024391495
30.1,0.001021784695
30.198,0.00101921099
30.303,0.001016489305
30.401,0.001013981795
30.499,0.00101150526
30.597,0.001009059105
30.702,0.001006471245
30.8,0.00100408609
30.898,0.001001729435
31.003,0.000999235415
31.101,0.000996936005
31.199,0.00099466352
31.297,0.0009924176
31.402,0.000990040415
31.5,0.000987848665
31.598,0.000985682755
31.703,0.0009833907
31.801,0.00098127806
31.899,0.00097919116
31.997,0.00097713009
32.102,0.0009749506
32.2,0.000972943475
32.298,0.00097096265
32.403,0.000968869765
32.501,0.000966944045
32.599,0.000965045115
32.697,0.000963173005
32.802,0.000961196955
32.9,0.00095938047
32.998,0.00095759091
33.103,0.00095570351
33.201,0.000953970045
33.299,0.00095226383
33.397,0.000950584955
33.502,0.00094881656
33.6,0.000947194425
33.698,0.00094559966
33.803,0.000943921255
33.901,0.000942382835
33.999,0.00094087132
34.097,0.000939386425
34.202,0.000937824675
34.3,0.00093639395
34.398,0.00093498879
34.503,0.000933511115
34.601,0.000932157445
34.699,0.000930827875
34.797,0.00092952188
34.902,0.000928148145
35.0,0.000926889215
35.098,0.0009256521
35.203,0.000924350165
35.301,0.000923156335
35.399,0.00092198243
35.497,0.00092082777
35.602,0.00091961121
35.7,0.0009184942
35.798,0.00091739426
35.903,0.000916233855
36.001,0.000915166885
36.099,0.00091411459
36.197,0.000913076145
36.302,0.00091197797
36.4,0.000910965655
36.498,0.000909964785
36.603,0.00090890431
36.701,0.000907924885
36.799,0.00090695473
36.897,0.00090599309
37.002,0.000904971375
37.1,0.00090402505
37.198,0.000903085045
37.303,0.00090208416
37.401,0.00090115517
37.499,0.000900230515
37.597,0.000899309565
37.702,0.00089832624
37.8,0.00089741101
37.898,0.00089649763
38.003,0.000895520405
38.101,0.000894609015
38.199,0.00089369771
38.297,0.000892785935
38.402,0.00089180791
38.5,0.00089089351
38.598,0.000889977125
38.703,0.000888992585
38.801,0.00088807073
38.899,0.000887145665
38.997,0.00088621706
39.102,0.000885217855
39.2,0.00088428094
39.298,0.00088333959
39.403,0.00088232575
39.501,0.000881374325
39.599,0.000880417685
39.697,0.00087945563
39.802,0.00087841866
39.9,0.000877444885
39.998,0.000876465225
40.103,0.0008754089
40.201,0.00087441662
40.299,0.000873418065
40.397,0.00087241314
40.502,0.000871329215
40.6,0.0008703107
40.698,0.00086928546
40.803,0.000868179455
40.901,0.0008671401
40.999,0.000866093875
41.097,0.000865040755
41.202,0.00086390475
41.3,0.000862837345
41.398,0.000861763065
41.503,0.00086060448
41.601,0.000859516145
41.699,0.000858421125
41.797,0.000857319535
41.902,0.000856132145
42.0,0.000855017485
42.098,0.000853896855
42.203,0.00085268984
42.301,0.000851557695
42.399,0.00085042047
42.497,0.000849278525
42.602,0.00084805019
42.7,0.00084689967
42.798,0.000845745565
42.903,0.000844505435
43.001,0.000843344995
43.099,0.000842182015
43.197,0.00084101683
43.302,0.000839766365
43.4,0.00083859772
43.498,0.000837427935
43.603,0.000836173705
43.701,0.00083500264
43.799,0.0008338315
43.897,0.000832660645
44.002,0.00083140687
44.1,0.00083023771
44.198,0.0008290699
44.303,0.000827820525
44.401,0.000826656505
44.499,0.00082549478
44.597,0.000824335615
44.702,0.000823096775
44.8,0.00082194368
44.898,0.000820793835
45.003,0.00081956568
45.101,0.00081842315
45.199,0.00081728442
45.297,0.000816149655
45.402,0.00081493844
45.5,0.000813812445
45.598,0.00081269093
45.703,0.000811494465
45.801,0.000810382735
45.899,0.000809275955
45.997,0.000808174245
46.102,0.00080699959
46.2,0.000805908705
46.298,0.00080482315
46.403,0.000803665995
46.501,0.000802591535
46.599,0.00080152242
46.697,0.000800458635
46.802,0.000799324755
46.9,0.00079827194
46.998,0.000797224385
47.103,0.00079610781
47.201,0.000795071085
47.299,0.000794039565
47.397,0.00079301323
47.502,0.00079191929
47.6,0.000790903575
47.698,0.000789892965
47.803,0.000788815825
47.901,0.00078781577
47.999,0.000786820815
48.097,0.000785830935
48.202,0.00078477594
48.3,0.000783796445
48.398,0.000782821865
48.503,0.000781783035
48.601,0.00078081838
48.699,0.00077985839
48.797,0.00077890297
48.902,0.00077788426
49.0,0.00077693798
49.098,0.00077599598
49.203,0.00077499135
49.301,0.000774057935
49.399,0.000773128505
49.497,0.00077220296
49.602,0.000771215485
49.7,0.000770297625
49.798,0.0007693833
49.903,0.000768407485
50.001,0.00076750018
50.099,0.00076659611
50.197,0.0007656952
50.302,0.000764733355
50.4,0.00076383875
50.498,0.0007629471
50.603,0.00076199497
50.701,0.00076110925
50.799,0.000760226295
50.897,0.00075934602
51.002,0.00075840578
51.1,0.000757530865
51.198,0.00075665842
51.303,0.000755726305
51.401,0.0007548587
51.499,0.0007539933
51.597,0.000753130035
51.702,0.000752207385
51.8,0.00075134827
51.898,0.00075049101
52.003,0.000749574475
52.101,0.000748720765
52.199,0.0007478686
52.297,0.00074701788
52.402,0.000746107905
52.5,0.000745259955
52.598,0.000744413265
52.703,0.000743507445
52.801,0.000742663255
52.899,0.000741820285
52.997,0.00074097856
53.102,0.00074007812
53.2,0.00073923908
53.298,0.00073840139
53.403,0.00073750539
53.501,0.00073667058
53.599,0.0007358372
53.697,0.00073500527
53.802,0.000734115545
53.9,0.0007332867
53.998,0.0007324594
54.103,0.000731574785
54.201,0.00073075083
54.299,0.00072992853
54.397,0.000729107935
54.502,0.000728230665
54.6,0.000727413765
54.698,0.000726598735
54.803,0.00072572763
54.901,0.000724916645
54.999,0.000724107715
55.097,0.00072330092
55.202,0.000722438985
55.3,0.00072163695
55.398,0.00072083741
55.503,0.000719983695
55.601,0.000719189795
55.699,0.00071839886
55.797,0.00071761107
55.902,0.00071677071
56.0,0.00071599006
56.098,0.00071521316
56.203,0.00071438515
56.301,0.00071361663
56.399,0.000712852435
56.497,0.000712092725
56.602,0.000711283925
56.7,0.000710534065
56.798,0.000709789235
56.903,0.000708997005
57.001,0.000708263185
57.099,0.00070753495
57.197,0.00070681245
57.302,0.00070604488
57.4,0.00070533473
57.498,0.00070463076
57.603,0.000703883565
57.701,0.00070319293
57.799,0.000702508985
57.897,0.0007018319
58.002,0.000701114255
58.1,0.000700451895
58.198,0.000699796875
58.303,0.000699103385
58.401,0.00069846405
58.499,0.00069783252
58.597,0.00069720893
58.702,0.00069654974
58.8,0.000695942965
58.898,0.000695344465
59.003,0.000694712475
59.101,0.00069413135
59.199,0.00069355873
59.297,0.00069299466
59.402,0.00069239984
59.5,0.000691853625
59.598,0.00069131606
59.703,0.00069074969
59.801,0.000690229995
59.899,0.00068971885
59.997,0.000689216195
60.102,0.000688686945
60.2,0.00068820156
60.298,0.000687724335
60.403,0.00068722196
60.501,0.0006867613
60.599,0.000686308485
60.697,0.00068586341
60.802,0.000685395005
60.9,0.000684965605
60.998,0.00068454358
61.103,0.00068409947
61.201,0.00068369237
61.299,0.000683292295
61.397,0.000682899105
61.502,0.00068248532
61.6,0.00068210596
61.698,0.000681733045
61.803,0.000681340455
61.901,0.00068098035
61.999,0.00068062616
62.097,0.000680277725
62.202,0.00067991058
62.3,0.000679573485
62.398,0.000679241555
62.503,0.00067889142
62.601,0.00067856955
62.699,0.000678252225
62.797,0.000677939235
62.902,0.00067760845
63.0,0.00067730377
63.098,0.000677002795
63.203,0.0006766842
63.301,0.00067639024
63.399,0.00067609937
63.497,0.0006758114
63.602,0.000675505885
63.7,0.00067522338
63.798,0.00067494328
63.903,0.00067464568
64.001,0.00067437013
64.099,0.000674096595
64.197,0.000673824955
64.302,0.00067353589
64.4,0.00067326783
64.498,0.000673001355
64.603,0.00067271751
64.701,0.00067245408
64.799,0.000672192025
64.897,0.00067193129
65.002,0.00067165332
65.1,0.00067139512
65.198,0.000671138085
65.303,0.000670863905
65.401,0.000670609095
65.499,0.00067035529
65.597,0.000670102465
65.702,0.00066983262
65.8,0.000669581705
65.898,0.000669331685
66.003,0.00066906479
66.101,0.000668816605
66.199,0.000668569305
66.297,0.00066832287
66.402,0.000668059795
66.5,0.000667815155
66.598,0.00066757136
66.703,0.00066731108
66.801,0.00066706901
66.899,0.00066682775
66.997,0.00066658729
67.102,0.00066633052
67.2,0.00066609167
67.298,0.00066585359
67.403,0.00066559936
67.501,0.00066536289
67.599,0.00066512721
67.697,0.00066489233
67.802,0.000664641585
67.9,0.00066440841
67.998,0.000664176075
68.103,0.0006639281
68.201,0.000663697565
68.299,0.000663467925
68.397,0.000663239195
68.502,0.000662995135
68.6,0.000662768295
68.698,0.000662542365
68.803,0.000662301305
68.901,0.00066207726
68.999,0.000661854115
69.097,0.000661631835
69.202,0.00066139461
69.3,0.00066117402
69.398,0.000660954175
69.503,0.00066071942
69.601,0.000660501015
69.699,0.00066028324
69.797,0.000660066065
69.902,0.00065983399
70.0,0.00065961791
70.098,0.00065940229
70.203,0.000659171725
70.301,0.0006589569
70.399,0.000658742385
70.497,0.000658528125
70.602,0.000658298805
70.7,0.000658084955
70.798,0.000657871255
70.903,0.000657642415
71.001,0.00065742893
71.099,0.000657215525
71.197,0.00065700219
71.302,0.00065677369
71.4,0.00065656049
71.498,0.000656347345
71.603,0.00065611901
71.701,0.00065590591
71.799,0.00065569279
71.897,0.00065547963
72.002,0.000655251155
72.1,0.0006550378
72.198,0.000654824325
72.303,0.000654595445
72.401,0.00065438165
72.499,0.00065416767
72.597,0.000653953495
72.702,0.00065372381
72.8,0.00065350924
72.898,0.000653294495
73.003,0.00065306422
73.101,0.000652849125
73.199,0.00065263386
73.297,0.00065241844
73.402,0.00065218745
73.5,0.000651971675
73.598,0.0006517557
73.703,0.00065152405
73.801,0.000651307585
73.899,0.00065109083
73.997,0.000650873735
74.102,0.00065064072
74.2,0.000650422825
74.298,0.000650204515
74.403,0.000649970175
74.501,0.000649751105
74.599,0.000649531755
74.697,0.00064931218
74.802,0.000649076735
74.9,0.000648856845
74.998,0.000648636825
75.103,0.000648400935
75.201,0.00064818061
75.299,0.000647960085
75.397,0.000647739335
75.502,0.00064750254
75.6,0.000647281285
75.698,0.000647059805
75.803,0.000646822295
75.901,0.00064660041
75.999,0.000646378325
76.097,0.00064615599
76.202,0.00064591746
76.3,0.00064569447
76.398,0.000645471075
76.503,0.000645231205
76.601,0.000645006775
76.699,0.00064478176
76.797,0.000644556125
76.902,0.00064431367
77.0,0.00064408668
77.098,0.00064385901
77.203,0.00064361428
77.301,0.00064338509
77.399,0.00064315513
77.497,0.00064292437
77.602,0.000642676215
77.7,0.00064244372
77.798,0.000642210355
77.903,0.000641959355
78.001,0.000641724175
78.099,0.000641488105
78.197,0.000641251145
78.302,0.00064099627
78.4,0.00064075746
78.498,0.000640517785
78.603,0.00064026007
78.701,0.000640018715
78.799,0.00063977663
78.897,0.000639533885
79.002,0.00063927317
79.1,0.00063902935
79.198,0.00063878517
79.303,0.000638523285
79.401,0.00063827874
79.499,0.00063803421
79.597,0.00063778984
79.702,0.00063752837
79.8,0.00063728481
79.898,0.00063704187
80.003,0.000636782445
80.101,0.0006365413
80.199,0.00063630127
80.297,0.00063606254
80.402,0.0006358084
80.5,0.000635572925
80.598,0.00063533931
80.703,0.000635091285
80.801,0.00063486213
80.899,0.000634635415
80.997,0.000634411345
81.102,0.000634174415
81.2,0.00063395643
81.298,0.00063374169
81.403,0.00063351543
81.501,0.000633308005
81.599,0.000633104405
81.697,0.00063290481
81.802,0.000632695605
81.9,0.000632504855
81.998,0.00063231859
82.103,0.00063212413
82.201,0.00063194752
82.299,0.00063177571
82.397,0.00063160881
82.502,0.000631435515
82.6,0.000631279015
82.698,0.00063112764
82.803,0.000630971185
82.901,0.00063083058
82.999,0.000630695255
83.097,0.00063056525
83.202,0.00063043192
83.3,0.00063031309
83.398,0.000630199705
83.503,0.000630084295
83.601,0.00062998227
83.699,0.00062988575
83.797,0.00062979474
83.902,0.00062970334
84.0,0.00062962375
84.098,0.000629549665
84.203,0.00062947638
84.301,0.00062941364
84.399,0.00062935633
84.497,0.000629304395
84.602,0.000629254685
84.7,0.00062921376
84.798,0.00062917806
84.903,0.000629145495
85.001,0.00062912033
85.099,0.00062910009
85.197,0.000629084665
85.302,0.00062907334
85.4,0.000629067485
85.498,0.000629066045
85.603,0.000629069245
85.701,0.00062907654
85.799,0.000629087845
85.897,0.00062910305
86.002,0.00062912354
86.1,0.000629146435
86.198,0.000629172845
86.303,0.000629204895
86.401,0.00062923817
86.499,0.00062927456
86.597,0.00062931395
86.702,0.00062935932
86.8,0.00062940451
86.898,0.000629452345
87.003,0.00062950641
87.101,0.000629559375
87.199,0.00062961463
87.297,0.00062967205
87.402,0.0006297358
87.5,0.000629797245
87.598,0.000629860415
87.703,0.00062992984
87.801,0.000629996115
87.899,0.000630063685
87.997,0.000630132435
88.102,0.000630207245
88.2,0.000630278025
88.298,0.00063034962
88.403,0.00063042711
88.501,0.000630500065
88.599,0.00063057352
88.697,0.000630647405
88.802,0.00063072692
88.9,0.000630801355
88.998,0.0006308759
89.103,0.00063095577
89.201,0.00063103019
89.299,0.00063110439
89.397,0.00063117827
89.502,0.000631256965
89.6,0.000631329875
89.698,0.000631402175
89.803,0.000631478835
89.901,0.000631549525
89.999,0.00063161931
90.097,0.00063168809
90.202,0.000631760565
90.3,0.00063182698
90.398,0.000631892135
90.503,0.00063196046
90.601,0.000632022775
90.699,0.000632083605
90.797,0.000632142885
90.902,0.000632204575
91.0,0.000632260415
91.098,0.000632314505
91.203,0.000632370445
91.301,0.00063242071
91.399,0.000632469015
91.497,0.000632515325
91.602,0.00063256266
91.7,0.00063260468
91.798,0.00063264461
91.903,0.00063268506
92.001,0.000632720635
92.099,0.00063275411
92.197,0.000632785505
92.302,0.00063281685
92.4,0.00063284399
92.498,0.00063286911
92.603,0.000632893815
92.701,0.00063291485
92.799,0.000632933985
92.897,0.000632951305
93.002,0.00063296792
93.1,0.00063298171
93.198,0.0006329939
93.303,0.000633005315
93.401,0.000633014515
93.499,0.000633022405
93.597,0.000633029075
93.702,0.000633034985
93.8,0.00063303942
93.898,0.000633042935
94.003,0.0006330458
94.101,0.000633047725
94.199,0.00063304906
94.297,0.000633049955
94.402,0.000633050615
94.5,0.000633051095
94.598,0.000633051625
94.703,0.000633052405
94.801,0.000633053515
94.899,0.000633055145
94.997,0.000633057455
95.102,0.00063306082
95.2,0.000633064935
95.298,0.0006330701
95.403,0.000633076885
95.501,0.00063308448
95.599,0.000633093395
95.697,0.000633103715
95.802,0.00063311639
95.9,0.000633129815
95.998,0.000633144835
96.103,0.00063316276
96.201,0.000633181275
96.299,0.000633201595
96.397,0.00063322378
96.502,0.000633249705
96.6,0.00063327599
96.698,0.000633304385
96.803,0.000633337235
96.901,0.00063337024
96.999,0.000633405565
97.097,0.000633443275
97.202,0.000633486365
97.3,0.000633529125
97.398,0.00063357435
97.503,0.00063362555
97.601,0.00063367588
97.699,0.00063372859
97.797,0.00063378357
97.902,0.000633844825
98.0,0.000633904145
98.098,0.00063396558
98.203,0.000634033915
98.301,0.00063410021
98.399,0.00063416906
98.497,0.00063424051
98.602,0.000634319925
98.7,0.000634396705
98.798,0.00063447601
98.903,0.000634563755
99.001,0.00063464819
99.099,0.000634735045
99.197,0.00063482426
99.302,0.000634922455
99.4,0.00063501648
99.498,0.000635112735
99.603,0.000635218285
99.701,0.000635319025
99.799,0.00063542185
99.897,0.00063552668
100.002,0.00063564117
100.1,0.000635749965
100.198,0.00063586054
100.303,0.00063598092
100.401,0.000636094925
100.499,0.00063621042
100.597,0.0006363273
100.702,0.000636453945
100.8,0.000636573305
100.898,0.000636693675
101.003,0.000636823645
101.101,0.000636945755
101.199,0.000637068555
101.297,0.00063719198
101.402,0.00063732483
101.5,0.00063744936
101.598,0.000637574375
101.703,0.00063770882
