case,Ek,k_c,ell,Pi_m,P_m_resolved,chi_m_resolved,V_m_resolved,dV_m_dt,closure_residual
Ek5e-3,0.004999999999999675,1.3868509257632997,0.7210580325708883,-1.3021344624675234e-05,1.5269448708940757e-05,3.0230042842622672e-05,0.0003640653768195185,4.794084072760368e-07,-2.418657916282725e-06
Ek5e-3,0.004999999999999675,1.5406143496937066,0.6490917082518494,-1.3584866557524909e-05,1.9392712742207088e-05,3.5308878431565465e-05,0.0004299058594434258,5.232672882403265e-07,-2.8545664200737913e-06
Ek5e-3,0.004999999999999675,1.7114258860777212,0.584308095451226,-1.3738544874113886e-05,2.3965605113768204e-05,4.044196011282305e-05,0.0004980749149381756,5.605681628926188e-07,-3.29837828783358e-06
Ek5e-3,0.004999999999999675,1.9011756992392221,0.5259903124157129,-1.3420417913593934e-05,2.8965567695828102e-05,4.553426834886608e-05,0.0005675530136988311,5.907733169033388e-07,-3.73905605634738e-06
Ek5e-3,0.004999999999999675,2.111963520466233,0.473493026896242,-1.2584439648202989e-05,3.437376197474517e-05,5.0510945512142474e-05,0.00063750460624769,6.137788699758102e-07,-4.166522759170122e-06
Ek5e-3,0.004999999999999675,2.346121883193122,0.42623531503784395,-1.1213198656467177e-05,4.016312383966363e-05,5.531902077786409e-05,0.0007072218165776392,6.298326813107737e-07,-4.572530963044066e-06
Ek5e-3,0.004999999999999675,2.606241934322106,0.38369423299917244,-9.325142055427052e-06,4.6289572846772916e-05,5.992651201288616e-05,0.0007760621426092433,6.394779274526985e-07,-4.9512750381388725e-06
Ek5e-3,0.004999999999999675,2.8952021073066763,0.3453990301665922,-6.973525678253032e-06,5.2690210153004054e-05,6.431989245015915e-05,0.0008434145851656785,6.434724969391152e-07,-5.299629115841192e-06
Ek5e-3,0.004999999999999675,3.2161999742872145,0.31092593992748335,-4.239176852166057e-06,5.9287114407202e-05,6.850058660314832e-05,0.0009086995504233779,6.426841613202136e-07,-5.6169795051004965e-06
Ek5e-3,0.004999999999999675,3.5727876297478085,0.2798934903585598,-1.2208785880794914e-06,6.59933162048396e-05,7.248094187226984e-05,0.0009713895387848965,6.379884493308101e-07,-5.904735528681558e-06
Ek5e-3,0.004999999999999675,3.9689109972423107,0.25195828293827266,1.9738456514624624e-06,7.271850917294807e-05,7.6280144114066e-05,0.0010310345997899858,6.301901395302108e-07,-6.165670732110601e-06
Ek5e-3,0.004999999999999675,4.408953494149568,0.22681119257142165,5.236487828507475e-06,7.937382254448225e-05,7.992059565881271e-05,0.0010872818210288134,6.1997437248559e-07,-6.403235315323532e-06
Ek5e-3,0.004999999999999675,4.8977845376427585,0.2041739468762518,8.463825142202124e-06,8.587591257771272e-05,8.342514764368452e-05,0.0011398843390266538,6.07888504323211e-07,-6.620948712497129e-06
Ek5e-3,0.004999999999999675,5.440813428629626,0.18379604688114975,1.1562882562309115e-05,9.215056081836109e-05,8.681528702963879e-05,0.0011886995659141546,5.943569389701821e-07,-6.8219657125569955e-06
Ek5e-3,0.004999999999999675,6.044049209931916,0.1654519950560205,1.4454612188329222e-05,9.813555587936899e-05,9.011009369887924e-05,0.0012336787277662704,5.797253575065818e-07,-7.008875365346037e-06
Ek5e-3,0.004999999999999675,6.7141671610819325,0.14893880000432672,1.7076211153269623e-05,0.00010378247063970625,9.33256670497806e-05,0.0012748511376055596,5.643173581690019e-07,-7.1837249215129755e-06
Ek5e-3,0.004999999999999675,7.458582665553579,0.1340737302032409,1.938206242202909e-05,0.00010905714150379357,9.647480568957723e-05,0.0013123070041547468,5.48478242908653e-07,-7.3482048507214e-06
Ek5e-3,0.004999999999999675,8.285533267827063,0.12069229193527296,2.1343410493844278e-05,0.00011393898872445564,9.956689674552666e-05,0.0013461818820363915,5.325869819120122e-07,-7.50390549682731e-06
Ek5e-3,0.004999999999999675,9.204169828313322,0.10864640903559376,2.2946974327487472e-05,0.00011841955071884929,0.00010260808047568143,0.00137664436948549,5.170343704177523e-07,-7.652538454737345e-06
Ek5e-3,0.004999999999999675,10.224657784839339,0.0978027843125229,2.4192762589209128e-05,0.00012250065428710716,0.0001056017304826696,0.0014038870747022513,5.021815846304474e-07,-7.796020369402016e-06
Ek5e-3,0.004999999999999675,11.358289641232473,0.08804142450900657,2.509143503579606e-05,0.00012619254177792145,0.00010854917402998898,0.0014281198803202991,4.883197742873088e-07,-7.9363870621509e-06
Ek5e-3,0.004999999999999675,12.617609927778727,0.0792543124826213,2.566160074171781e-05,0.0001295121065187011,0.00011145047161527233,0.0014495643525512451,4.756464299968555e-07,-8.075612268285908e-06
Ek5e-3,0.004999999999999675,14.016554016340919,0.07134421191072855,2.5927367734429727e-05,0.0001324812380848126,0.00011430505620858288,0.0014684485237157934,4.6426313299748096e-07,-8.215448991197478e-06
Ek5e-3,0.004999999999999675,15.570602326235417,0.06422359129390051,2.591628262556691e-05,0.00013512522044482276,0.00011711210082837594,0.001485001809159754,4.54189488844178e-07,-8.357352497964213e-06
Ek5e-3,0.004999999999999675,17.296951627277267,0.057813655350865495,2.5657663564114973e-05,0.00013747117117625317,0.00011987057899858468,0.0014994501956600817,4.453843456378732e-07,-8.502455732084351e-06
Ek5e-3,0.004999999999999675,19.214705335596676,0.0520434730865961,2.5181314878184197e-05,0.00013954659840544428,0.00012257905511025175,0.0015120119715374412,4.3776718860612047e-07,-8.651538771597817e-06
Ek5e-3,0.004999999999999675,21.34508490800031,0.04684919288492462,2.4516645039159443e-05,0.00014137820233466668,0.00012523529062342145,0.0015228942323727388,4.3123607559692703e-07,-8.80496940351114e-06
Ek5e-3,0.004999999999999675,23.71166467412259,0.042173335940067364,2.3692185245148756e-05,0.00014299102557583268,0.0001278357984471796,0.0015322902981412835,4.256808722078149e-07,-8.962638988703484e-06
Ek5e-3,0.004999999999999675,26.34063270496994,0.037964160208320295,2.273542279225084e-05,0.00014440798490250828,0.00013037550482534484,0.0015403780773844515,4.2099172165148857e-07,-9.123934436738863e-06
Ek5e-3,0.004999999999999675,29.261080604574072,0.03417508784155021,2.1672820448654184e-05,0.00014564973943081993,0.0001328476182270904,0.0015473193198175187,4.170634839873671e-07,-9.287762728912026e-06
Ek5e-3,0.004999999999999675,32.50532543152733,0.030764189766581667,2.052995936409468e-05,0.00014673479658008717,0.00013524364086717588,0.0015532596109382488,4.1379749228445925e-07,-9.452601143467848e-06
Ek5e-3,0.004999999999999675,36.1092673127161,0.027693721706943744,1.9331826816423817e-05,0.00014767974179670686,0.00013755334990363762,0.0015583289096095698,4.111020771392372e-07,-9.616537000493811e-06
Ek5e-3,0.004999999999999675,40.11278670652958,0.02492970651269211,1.810319959684191e-05,0.00014849950088908448,0.00013976471878782907,0.001562642444033761,4.0889286017145604e-07,-9.777310355757901e-06
Ek5e-3,0.004999999999999675,44.56018571157506,0.02244155817645611,1.6868867842124026e-05,0.00014920758555294933,0.00014186404850972088,0.0015663018415187561,4.070931805198606e-07,-9.932423979415408e-06
Ek5e-3,0.004999999999999675,49.50067830432831,0.020201743375152105,1.5653351931652786e-05,0.0001498163056297998,0.00014383668275144967,0.001569396410877785,4.0563457301251235e-07,-1.0079363626315156e-05
Ek5e-3,0.004999999999999675,54.988934930585394,0.018185476792055306,1.4479957341527905e-05,0.00015033694358722603,0.0001456684203342096,0.0015720044941433802,4.0445707414952925e-07,-1.021589116266098e-05
Ek5e-3,0.004999999999999675,61.085687477049255,0.016370446847728676,1.3369367967715079e-05,0.0001507798864217349,0.00014734732286958953,0.00157419478594962,4.035091949899696e-07,-1.0340313610559677e-05
Ek5e-3,0.004999999999999675,67.85840131753955,0.01473656880480512,1.2338229990997436e-05,0.0001511547113172265,0.00014886537468810647,0.001576027525701054,4.027475275861784e-07,-1.045164088946359e-05
