case,Ek,k_h,E_m,T_m,P_m,D_m,dE_m_dt,closure_residual
Ek5e-3,0.004999999999999675,0.0,8.009732350590907e-34,-8.58040127387769e-21,4.0592465728807524e-38,-4.061453443229753e-33,3.8491907784955664e-36,-8.580401273881755e-21
Ek5e-3,0.004999999999999675,0.39269908169872414,8.70252114201291e-05,5.849597020007187e-06,-4.463436188149508e-07,-5.011945898390583e-06,5.233383327592136e-07,-1.3203082995756015e-07
Ek5e-3,0.004999999999999675,0.7853981633974483,0.0005242457641524307,4.144746417982915e-05,1.0760504569506157e-05,-5.3468029083491404e-05,-7.464283276725326e-08,-1.185417501388846e-06
Ek5e-3,0.004999999999999675,1.1780972450961724,0.00075958363728866,2.4429265223240616e-05,3.8595474525101266e-05,-6.233945519304388e-05,2.366981937253299e-06,-1.6816973819553025e-06
Ek5e-3,0.004999999999999675,1.5707963267948966,0.0005517583607242401,-8.772151552413e-06,4.173281702345514e-05,-3.433818372573627e-05,-6.224350356591767e-07,-7.550832190349442e-07
Ek5e-3,0.004999999999999675,1.9634954084936207,0.00046361765806932846,-1.4823445532308812e-05,4.666625768266111e-05,-3.264961765613617e-05,-6.619258083789e-07,-1.4487969740497188e-07
Ek5e-3,0.004999999999999675,2.356194490192345,0.00018397279306430918,4.5617900518054485e-07,1.3154359743775675e-05,-1.3437767205301694e-05,4.234090893357473e-07,-2.506375456812212e-07
Ek5e-3,0.004999999999999675,2.748893571891069,0.0001626804923059467,-1.162527919498661e-05,1.954386550672143e-05,-7.509027448556752e-06,7.857442557899847e-08,3.30984437599068e-07
Ek5e-3,0.004999999999999675,3.141592653589793,0.00024710925647576345,-2.967767268004792e-05,3.887095721805151e-05,-9.543271815480622e-06,-4.850862325144875e-07,1.3509895503745856e-07
Ek5e-3,0.004999999999999675,3.5342917352885173,0.00018458696132307603,-1.8490527629729053e-05,2.578342238540543e-05,-7.1202633402971635e-06,-6.4530067138458806e-09,1.7908442209306167e-07
