time,A_m,sqrt_A_m
47.7,0.00212031461,0.0460468741
47.8,0.00212248479,0.046070433
47.9,0.00212461766,0.046093575
48.0,0.00212678312,0.0461170589
48.1,0.00212902131,0.0461413189
48.2,0.0021313189,0.0461662095
48.3,0.00213368051,0.0461917797
48.4,0.00213612205,0.0462182004
48.5,0.00213865361,0.0462455793
48.6,0.00214128611,0.0462740328
48.7,0.00214402812,0.0463036513
48.8,0.00214688588,0.0463344999
48.9,0.00214986755,0.0463666642
49.0,0.00215298236,0.046400241
49.1,0.00215622905,0.0464352135
49.2,0.00215959732,0.0464714679
49.3,0.00216309582,0.046509094
49.4,0.00216674329,0.0465482899
49.5,0.00217054507,0.046589109
49.6,0.00217450448,0.0466315825
49.7,0.00217863652,0.0466758665
49.8,0.0021829585,0.0467221414
49.9,0.00218747556,0.0467704561
50.0,0.00219217919,0.0468207132
50.1,0.00219704716,0.0468726696
50.2,0.0022020715,0.0469262347
50.3,0.00220727529,0.0469816484
50.4,0.00221266483,0.0470389714
50.5,0.00221824914,0.0470982924
50.6,0.00222403691,0.0471596958
50.7,0.0022300264,0.0472231553
50.8,0.00223622845,0.0472887772
50.9,0.00224265733,0.0473567031
51.0,0.00224932313,0.0474270295
51.1,0.00225623253,0.0474998161
51.2,0.00226338898,0.0475750878
51.3,0.00227080368,0.0476529504
51.4,0.00227848169,0.0477334441
51.5,0.00228640268,0.0478163432
51.6,0.00229454272,0.0479013853
51.7,0.00230290058,0.0479885464
51.8,0.00231148668,0.048077923
51.9,0.0023202858,0.048169345
52.0,0.00232929123,0.0482627312
52.1,0.00233850087,0.0483580487
52.2,0.00234792053,0.0484553457
52.3,0.00235756676,0.048554781
52.4,0.00236745098,0.0486564588
52.5,0.0023775772,0.0487604061
52.6,0.00238794698,0.0488666244
52.7,0.00239855903,0.0489750858
52.8,0.00240942053,0.0490858486
52.9,0.00242053767,0.0491989601
53.0,0.00243187209,0.0493140151
53.1,0.00244336181,0.0494303733
53.2,0.00245500529,0.0495480099
53.3,0.00246681648,0.0496670563
53.4,0.0024787924,0.0497874723
53.5,0.00249093551,0.0499092728
53.6,0.00250324595,0.050032449
53.7,0.00251572409,0.0501569945
53.8,0.00252837079,0.0502829076
53.9,0.00254118465,0.0504101642
54.0,0.00255415002,0.0505385993
54.1,0.00256725636,0.0506681
54.2,0.00258050014,0.0507986234
54.3,0.00259386187,0.0509299703
54.4,0.00260731337,0.0510618583
54.5,0.00262085698,0.0511943061
54.6,0.0026345113,0.0513274907
54.7,0.00264826692,0.0514613148
54.8,0.00266211067,0.0515956459
54.9,0.0026760466,0.051730519
55.0,0.00269007242,0.051865908
55.1,0.00270413638,0.0520013113
55.2,0.00271820231,0.0521363818
55.3,0.00273224282,0.0522708602
55.4,0.0027462319,0.0524045027
55.5,0.00276018231,0.0525374372
55.6,0.00277406694,0.0526694118
55.7,0.00278787781,0.0528003581
55.8,0.00280160797,0.0529302179
55.9,0.00281524157,0.0530588501
56.0,0.00282876002,0.0531860886
56.1,0.00284215284,0.0533118452
56.2,0.00285541781,0.0534361096
56.3,0.00286855297,0.0535588738
56.4,0.00288155557,0.0536801227
56.5,0.00289442061,0.0537998198
56.6,0.00290711682,0.0539176856
56.7,0.00291958248,0.0540331609
56.8,0.00293179441,0.0541460471
56.9,0.0029438045,0.0542568383
57.0,0.00295565123,0.0543659014
57.1,0.00296733886,0.0544732857
57.2,0.00297886917,0.0545790177
57.3,0.00299005228,0.0546813705
57.4,0.00300063113,0.0547780168
57.5,0.00301065269,0.0548694148
57.6,0.00302024359,0.0549567429
57.7,0.00302944581,0.0550404016
57.8,0.00303819196,0.0551197965
57.9,0.00304653038,0.0551953837
58.0,0.00305461266,0.0552685504
58.1,0.0030624953,0.0553398166
58.2,0.00307023756,0.0554097244
58.3,0.0030779625,0.0554793881
58.4,0.00308540656,0.055546436
58.5,0.00309264085,0.0556115173
58.6,0.00309972672,0.0556751895
58.7,0.0031066255,0.0557371106
58.8,0.00311326447,0.0557966349
58.9,0.00311952387,0.055852698
59.0,0.00312547473,0.0559059454
59.1,0.00313120851,0.0559572025
59.2,0.00313674855,0.0560066831
59.3,0.00314211514,0.0560545728
59.4,0.00314736995,0.0561014256
59.5,0.00315257691,0.056147813
59.6,0.00315780086,0.0561943134
59.7,0.00316311207,0.0562415511
59.8,0.00316854866,0.0562898629
59.9,0.00317405362,0.05633874
60.0,0.00317956474,0.0563876293
60.1,0.00318512659,0.0564369258
60.2,0.00319078428,0.0564870275
60.3,0.00319650604,0.0565376516
60.4,0.00320225928,0.0565885084
60.5,0.00320811402,0.0566402156
60.6,0.0032141,0.0566930331
60.7,0.00322027395,0.0567474576
60.8,0.00322666485,0.0568037397
60.9,0.00323330473,0.0568621555
61.0,0.00324020405,0.0569227902
61.1,0.0032473638,0.0569856455
61.2,0.00325480539,0.0570509018
61.3,0.00326252908,0.0571185529
61.4,0.00327054092,0.0571886433
61.5,0.00327885931,0.0572613247
61.6,0.00328749411,0.0573366733
61.7,0.0032964434,0.0574146619
61.8,0.00330570749,0.0574952824
61.9,0.00331531081,0.0575787358
62.0,0.00332528955,0.0576653236
62.1,0.00333563318,0.0577549407
62.2,0.00334631499,0.0578473421
62.3,0.00335732878,0.0579424609
62.4,0.00336861011,0.0580397287
62.5,0.00338017561,0.0581392777
62.6,0.00339205264,0.058241331
62.7,0.00340423848,0.0583458523
62.8,0.0034167075,0.058452609
62.9,0.00342944812,0.0585614901
63.0,0.00344246565,0.0586725289
63.1,0.00345573869,0.0587855313
63.2,0.0034692499,0.0589003387
63.3,0.00348302194,0.0590171326
63.4,0.00349706325,0.0591359725
63.5,0.00351133335,0.0592565047
63.6,0.00352579671,0.0593784196
63.7,0.00354041274,0.0595013675
63.8,0.00355516132,0.0596251736
63.9,0.00357002243,0.0597496647
64.0,0.0035850531,0.0598753129
64.1,0.00360027247,0.0600022705
64.2,0.00361565672,0.0601303311
64.3,0.00363118804,0.0602593399
64.4,0.00364684438,0.0603891082
64.5,0.00366263471,0.0605197052
64.6,0.00367852126,0.0606508142
64.7,0.00369449403,0.0607823496
64.8,0.00371060548,0.0609147395
64.9,0.00372666653,0.0610464293
65.0,0.00374266236,0.0611773026
65.1,0.00375864647,0.0613078011
65.2,0.00377462535,0.0614379797
65.3,0.00379064832,0.0615682412
65.4,0.0038066944,0.0616984149
65.5,0.0038227384,0.0618282977
65.6,0.00383881776,0.0619581937
65.7,0.00385484297,0.0620873817
65.8,0.00387080017,0.062215755
65.9,0.00388675113,0.0623438139
66.0,0.00390263088,0.0624710403
66.1,0.0039184294,0.0625973594
66.2,0.00393415495,0.0627228424
66.3,0.00394983129,0.0628476833
66.4,0.00396538753,0.0629713231
66.5,0.00398079277,0.063093524
66.6,0.00399605107,0.0632143265
66.7,0.00401118722,0.0633339342
66.8,0.00402623167,0.0634525939
66.9,0.00404123824,0.0635707342
67.0,0.00405624948,0.0636886919
67.1,0.00407124749,0.063806328
67.2,0.00408618356,0.0639232631
67.3,0.00410095364,0.0640386886
67.4,0.00411550117,0.0641521719
67.5,0.00412991382,0.0642644055
67.6,0.00414417198,0.0643752435
67.7,0.00415828126,0.0644847367
67.8,0.00417228955,0.0645932624
67.9,0.00418625655,0.0647012871
68.0,0.00420006553,0.0648079126
68.1,0.0042135601,0.0649119411
68.2,0.00422669043,0.065013002
68.3,0.0042394647,0.0651111718
68.4,0.00425189325,0.065206543
68.5,0.00426403882,0.0652996081
68.6,0.00427593031,0.0653905981
68.7,0.00428764115,0.0654800821
68.8,0.00429925055,0.0655686705
68.9,0.00431074252,0.0656562451
69.0,0.00432211164,0.0657427687
69.1,0.00433338185,0.0658284274
69.2,0.00434457757,0.0659134096
69.3,0.00435570604,0.065997773
69.4,0.0043667627,0.0660814853
69.5,0.00437774888,0.0661645591
69.6,0.00438868254,0.0662471323
69.7,0.00439954405,0.0663290588
69.8,0.00441034849,0.0664104547
69.9,0.0044211041,0.0664913837
70.0,0.00443184022,0.0665720679
70.1,0.00444258648,0.0666527305
70.2,0.00445334279,0.0667333709
70.3,0.00446403417,0.066813428
70.4,0.00447456479,0.0668921878
70.5,0.0044849039,0.0669694251
70.6,0.00449501203,0.0670448509
70.7,0.00450486543,0.0671182943
70.8,0.00451447191,0.06718982
70.9,0.00452391671,0.0672600677
71.0,0.00453322172,0.0673292041
71.1,0.00454238881,0.0673972463
71.2,0.00455140437,0.0674640969
71.3,0.00456034366,0.0675303166
71.4,0.00456925516,0.0675962659
71.5,0.00457817831,0.067662237
71.6,0.00458713424,0.0677283858
71.7,0.00459607985,0.0677943939
71.8,0.00460503676,0.0678604212
71.9,0.00461393327,0.0679259396
72.0,0.00462278747,0.0679910837
72.1,0.00463153826,0.0680554058
72.2,0.00464026007,0.0681194544
72.3,0.00464902264,0.0681837417
72.4,0.00465780057,0.0682480811
72.5,0.00466658986,0.068312443
72.6,0.0046754414,0.0683771994
72.7,0.00468438306,0.068442553
72.8,0.00469343146,0.0685086232
72.9,0.00470257609,0.0685753315
73.0,0.00471183516,0.0686428085
73.1,0.00472111753,0.0687103888
73.2,0.00473037196,0.0687776996
73.3,0.00473957191,0.0688445489
73.4,0.00474880394,0.0689115661
73.5,0.00475807389,0.068978793
73.6,0.0047674182,0.069046493
73.7,0.00477681049,0.0691144738
73.8,0.00478630514,0.0691831276
73.9,0.00479602666,0.0692533512
74.0,0.00480599473,0.069325282
74.1,0.00481621977,0.0693989897
74.2,0.00482676998,0.0694749593
74.3,0.00483763872,0.069553136
74.4,0.00484869967,0.0696326049
74.5,0.00485995855,0.0697134029
74.6,0.00487134549,0.0697950248
74.7,0.00488291168,0.0698778339
74.8,0.0048947204,0.0699622784
74.9,0.00490701666,0.0700501011
75.0,0.00491978372,0.0701411699
75.1,0.00493304308,0.0702356254
75.2,0.00494679566,0.0703334605
75.3,0.00496103991,0.07043465
75.4,0.00497579844,0.0705393397
75.5,0.00499110976,0.0706477867
75.6,0.00500698416,0.0707600464
75.7,0.00502339906,0.0708759414
75.8,0.00504029514,0.0709950361
75.9,0.00505763985,0.0711170855
76.0,0.00507536347,0.0712415852
76.1,0.00509347852,0.0713686102
76.2,0.0051120252,0.071498428
76.3,0.00513100086,0.0716310049
76.4,0.0051503917,0.0717662296
76.5,0.00517015811,0.0719038115
76.6,0.00519022718,0.0720432313
76.7,0.00521056387,0.0721842356
76.8,0.00523108171,0.0723262173
76.9,0.00525177881,0.0724691577
77.0,0.00527272263,0.0726135154
77.1,0.00529390146,0.0727592019
77.2,0.00531529297,0.0729060558
77.3,0.00533683395,0.0730536375
77.4,0.00535839144,0.0732010344
77.5,0.00538002715,0.0733486684
77.6,0.00540163118,0.0734957902
77.7,0.00542326238,0.0736428026
77.8,0.00544490183,0.073789578
77.9,0.00546651226,0.0739358658
78.0,0.00548797431,0.0740808633
78.1,0.0055092735,0.0742244805
78.2,0.00553035449,0.0743663532
78.3,0.00555111766,0.074505823
78.4,0.00557166326,0.0746435748
