case,Ek,k_c,ell,Pi_m,P_m_resolved,chi_m_resolved,V_m_resolved,dV_m_dt,closure_residual
Ek7e-3,0.007000000000004278,4.408953494149568,0.22681119257142165,1.1247823712843032e-05,8.219435680355917e-05,7.70767029636852e-05,0.0011797793471055016,3.427180568991835e-07,-6.47288792986825e-06
Ek7e-3,0.007000000000004278,4.8977845376427585,0.2041739468762518,1.3016509999306236e-05,8.66106027489713e-05,7.998529062288817e-05,0.0012196395431718354,3.0761656405568307e-07,-6.69881443727879e-06
Ek7e-3,0.007000000000004278,5.440813428629626,0.18379604688114975,1.4647698385990583e-05,9.0859747746588e-05,8.286072065737545e-05,0.0012567514070739002,2.718713488087025e-07,-6.92054264558675e-06
Ek7e-3,0.007000000000004278,6.044049209931916,0.1654519950560205,1.611996331491109e-05,9.492404157128492e-05,8.570657655362385e-05,0.0012911373746322253,2.3653253710195043e-07,-7.139030834351966e-06
Ek7e-3,0.007000000000004278,6.7141671610819325,0.14893880000432672,1.7415995376929577e-05,9.878663048951807e-05,8.852276766233778e-05,0.00132283366601703,2.0242041555254255e-07,-7.354552965301831e-06
Ek7e-3,0.007000000000004278,7.458582665553579,0.1340737302032409,1.852250613353564e-05,0.00010243209814770491,9.130626362588643e-05,0.0013518906058920864,1.701362218668811e-07,-7.566807833584037e-06
Ek7e-3,0.007000000000004278,8.285533267827063,0.12069229193527296,1.943044674722056e-05,0.00010584736632470178,9.405202390341981e-05,0.0013783747679385987,1.4009220220935105e-07,-7.775196528147984e-06
Ek7e-3,0.007000000000004278,9.204169828313322,0.10864640903559376,2.013529076896284e-05,0.00010902264224094119,9.675395709407436e-05,0.0014023710270557026,1.125451547624829e-07,-7.9791507768585e-06
Ek7e-3,0.007000000000004278,10.224657784839339,0.0978027843125229,2.0637133970487087e-05,0.0001119521852972831,9.940579776932062e-05,0.001423983268436606,8.762504217520433e-08,-8.178371484699815e-06
Ek7e-3,0.007000000000004278,11.358289641232473,0.08804142450900657,2.0940465959264157e-05,0.00011463475743553418,0.00010200182607218041,0.0014433333441662775,6.535748762946735e-08,-8.372892083539835e-06
Ek7e-3,0.007000000000004278,12.617609927778727,0.0792543124826213,2.105361800563387e-05,0.00011707367779687145,0.00010453736591320291,0.0014605584645531865,4.5683162605187675e-08,-8.56298928457052e-06
Ek7e-3,0.007000000000004278,14.016554016340919,0.07134421191072855,2.0988023412500457e-05,0.0001192764610020318,0.00010700900353329821,0.0014758074887950992,2.8476962107837345e-08,-8.749042905874709e-06
Ek7e-3,0.007000000000004278,15.570602326235417,0.06422359129390051,2.0757473955250045e-05,0.00012125410005369508,0.00010941449493554674,0.001489236635327701,1.3567404239929065e-08,-8.931436241341629e-06
Ek7e-3,0.007000000000004278,17.296951627277267,0.057813655350865495,2.0377508473383642e-05,0.00012302013126386485,0.00011175238526108104,0.001501005085987907,7.547918156570173e-10,-9.110517262415484e-06
Ek7e-3,0.007000000000004278,19.214705335596676,0.0520434730865961,1.9864976396204677e-05,0.00012458965066671664,0.00011402143182174921,0.0015112708794688201,-1.0173479450970719e-08,-9.28658407178628e-06
Ek7e-3,0.007000000000004278,21.34508490800031,0.04684919288492462,1.9237735385504538e-05,0.0001259784291178598,0.00011621997680094667,0.0015201873940280132,-1.9431146266588655e-08,-9.459851922324822e-06
Ek7e-3,0.007000000000004278,23.71166467412259,0.042173335940067364,1.8514400223581e-05,0.00012720221676621257,0.00011834542804719198,0.001527900603824392,-2.722464773719989e-08,-9.630386856823207e-06
Ek7e-3,0.007000000000004278,26.34063270496994,0.037964160208320295,1.7714067720853946e-05,0.00012827626545478286,0.00012039396720703419,0.0015345471676107285,-3.374755101584412e-08,-9.79802192208943e-06
Ek7e-3,0.007000000000004278,29.261080604574072,0.03417508784155021,1.685599383530934e-05,0.00012921504939110513,0.00012236051907112743,0.0015402532959938073,-3.9177352050962935e-08,-9.962286163280655e-06
Ek7e-3,0.007000000000004278,32.50532543152733,0.030764189766581667,1.5959270534050857e-05,0.00013003213679127907,0.00012423891162641838,0.001545134264814564,-4.367413369943704e-08,-1.0122371235490728e-05
Ek7e-3,0.007000000000004278,36.1092673127161,0.027693721706943744,1.5042577792964087e-05,0.00013074015786727645,0.00012602210902813872,0.0015492944105984178,-4.7380478304859385e-08,-1.0277148475521506e-05
Ek7e-3,0.007000000000004278,40.11278670652958,0.02492970651269211,1.4124012028810711e-05,0.00013135082367616403,0.0001277024769434002,0.001552827459846664,-5.04220676668378e-08,-1.042524322838006e-05
Ek7e-3,0.007000000000004278,44.56018571157506,0.02244155817645611,1.3220868785075946e-05,0.00013187496701405214,0.00012927217475468088,0.0015558170840409256,-5.2908589249752236e-08,-1.0565167936454929e-05
Ek7e-3,0.007000000000004278,49.50067830432831,0.020201743375152105,1.2349225139826852e-05,0.00013232259006546213,0.0001307237987716762,0.0015583376028592676,-5.4934781457238544e-08,-1.0695499064583659e-05
Ek7e-3,0.007000000000004278,54.988934930585394,0.018185476792055306,1.1523286199108659e-05,0.00013270290975972426,0.0001320512656333713,0.0015604547666328672,-5.658158391106234e-08,-1.0815060488844643e-05
Ek7e-3,0.007000000000004278,61.085687477049255,0.016370446847728676,1.0754636179449461e-05,0.0001330243943113756,0.00013325074240258004,0.0015622265505756728,-5.791739497852252e-08,-1.0923066875675408e-05
Ek7e-3,0.007000000000004278,67.85840131753955,0.01473656880480512,1.0051628817404945e-05,0.00013329478780941476,0.00013432135281982036,0.0015637039060896144,-5.899941994304019e-08,-1.1019194407867474e-05
