case,Ek,k_h,E_m,T_m,P_m,D_m,dE_m_dt,closure_residual
Ek7e-3,0.007000000000004278,0.0,1.0226651742627026e-33,-3.079192343653516e-21,2.0535281766465362e-38,-7.190119506208133e-33,-8.287263196098975e-36,-3.079192343660698e-21
Ek7e-3,0.007000000000004278,0.39269908169872414,0.00011311973348439181,7.18811923866882e-06,7.815991734732192e-07,-8.359212526288647e-06,-3.7600113187276317e-07,-1.3492982273844549e-08
Ek7e-3,0.007000000000004278,0.7853981633974483,0.0016642595452411122,3.096807249988844e-05,8.15187021843318e-05,-0.00011272565878330017,2.2100433286664685e-06,-2.4489274277463906e-06
Ek7e-3,0.007000000000004278,1.1780972450961724,0.0003593849477145416,-7.866248383128661e-06,2.745044603878677e-05,-2.0402628987382068e-05,-4.6549173085734213e-07,-3.5293960086661515e-07
Ek7e-3,0.007000000000004278,1.5707963267948966,0.00027617948108551,-4.7921037592051e-06,2.591352276835775e-05,-2.1302578042102662e-05,8.227812288475436e-08,-2.6343715583476165e-07
Ek7e-3,0.007000000000004278,1.9634954084936207,0.00025448337496337834,-7.292751252611904e-06,2.2905304011889422e-05,-1.528063297273602e-05,3.177497322371796e-07,1.417005430430798e-08
Ek7e-3,0.007000000000004278,2.356194490192345,0.00022878967959971268,-2.332840972368725e-05,3.183297200536673e-05,-9.320856232643383e-06,-9.641382015749973e-07,1.478442506110954e-07
Ek7e-3,0.007000000000004278,2.748893571891069,0.00017948645877429654,-1.3601347907221862e-05,2.237804536671356e-05,-7.938330563038799e-06,3.772156354526639e-07,4.6115126100023663e-07
Ek7e-3,0.007000000000004278,3.141592653589793,0.0001216199839253937,-3.2180918426259925e-06,1.0721108594810374e-05,-7.3648926942372e-06,-1.832185010830256e-08,1.5644590805548437e-07
Ek7e-3,0.007000000000004278,3.5342917352885173,8.731323866869564e-05,-1.8792043510738733e-06,8.01973443924724e-06,-6.058508124159987e-06,-6.657397901509976e-09,8.867936191488957e-08
Ek7e-3,0.007000000000004278,3.9269908169872414,8.716588783210831e-05,-2.292159161684773e-06,8.093935716055881e-06,-6.1978757018819005e-06,-3.3437824021795886e-07,-6.172090729283322e-08
Ek7e-3,0.007000000000004278,4.319689898685965,7.308075360160713e-05,-6.067201520307212e-06,1.12514514990602e-05,-5.499793541760225e-06,-1.7675046046935384e-07,-1.3879310253788357e-07
Ek7e-3,0.007000000000004278,4.71238898038469,6.67453408439515e-05,-6.183115541338047e-06,1.1604591347972857e-05,-5.648150410602411e-06,-2.875420225902268e-07,6.086741862262617e-08
Ek7e-3,0.007000000000004278,5.105088062083414,5.1279092819280814e-05,-1.5897214976616083e-06,6.815839121237406e-06,-5.294652026007471e-06,-7.676507913937932e-08,8.230676707706422e-09
Ek7e-3,0.007000000000004278,5.497787143782138,4.001079375122193e-05,-5.781073621554037e-07,5.417511553171088e-06,-4.53327861932174e-06,1.859296334415252e-09,3.042662753595292e-07
Ek7e-3,0.007000000000004278,5.890486225480862,3.553958950568082e-05,-6.873777302312175e-07,5.059526120239306e-06,-4.281129569069216e-06,-6.124031593102222e-08,1.5225913686989527e-07
Ek7e-3,0.007000000000004278,6.283185307179586,3.084464316023553e-05,-5.889791545330587e-07,4.693037772431734e-06,-3.970237562658417e-06,-7.77024190291254e-08,2.1152347426938557e-07
Ek7e-3,0.007000000000004278,6.675884388878311,3.184266815939177e-05,-3.952053426224718e-07,4.899823138854602e-06,-4.128215675220456e-06,-9.35291420957638e-08,4.6993126310743496e-07
Ek7e-3,0.007000000000004278,7.0685834705770345,2.8597883422931875e-05,-1.1633165768842689e-07,4.301527024420514e-06,-3.939965661088733e-06,-6.154679795680695e-09,2.513843854390347e-07
Ek7e-3,0.007000000000004278,7.461282552275758,2.5137978717805493e-05,-3.926657340218225e-07,4.003125616583652e-06,-3.592703663084897e-06,-1.6427182176837498e-08,3.418340165376931e-08
Ek7e-3,0.007000000000004278,7.853981633974483,2.2372361766155053e-05,-4.524214848112928e-07,3.6201157917717966e-06,-3.3294001072045296e-06,3.781168300333327e-09,-1.6548696854435922e-07
Ek7e-3,0.007000000000004278,8.246680715673207,2.0889721727004084e-05,-7.814110585054269e-08,3.5757723170838546e-06,-3.381868300588318e-06,-1.3553307506552269e-08,1.29316218151546e-07
Ek7e-3,0.007000000000004278,8.63937979737193,1.7716984960907423e-05,-3.365703298492668e-07,3.0700819306074462e-06,-2.925819608912927e-06,-2.459337519500291e-08,-1.6771463295974458e-07
Ek7e-3,0.007000000000004278,9.032078879070655,1.5200552940833495e-05,4.0427971011089723e-07,2.4446341305791056e-06,-2.7468301348466937e-06,-1.2230146541757898e-08,1.1431385238506678e-07
Ek7e-3,0.007000000000004278,9.42477796076938,1.3923502295129345e-05,4.028884136567955e-07,2.4329055790270467e-06,-2.6969312244617928e-06,-1.8161946410201553e-08,1.5702471463225092e-07
Ek7e-3,0.007000000000004278,9.817477042468104,1.2828167564537529e-05,5.323059068308848e-07,2.231507548038529e-06,-2.6811312079204125e-06,-5.311543414150775e-09,8.799379036315192e-08
Ek7e-3,0.007000000000004278,10.210176124166829,1.1598100247228228e-05,4.466602363905239e-07,2.1467094480904323e-06,-2.5618005336667038e-06,-2.8557132084278287e-08,6.012628289853142e-08
Ek7e-3,0.007000000000004278,10.602875205865551,9.13618533611244e-06,6.637414867939359e-07,1.585175387398454e-06,-2.149524921697437e-06,-1.2819619916366784e-08,1.1221157241131978e-07
Ek7e-3,0.007000000000004278,10.995574287564276,8.169279312967518e-06,4.224602732679865e-07,1.5674058586024533e-06,-2.007723260371521e-06,-1.0829989538719841e-08,-7.027138962361332e-09
Ek7e-3,0.007000000000004278,11.388273369263,7.698017762101184e-06,8.653675258545213e-07,1.389329125416029e-06,-2.0259860950169794e-06,-2.4700262092787455e-09,2.311805824628497e-07
Ek7e-3,0.007000000000004278,11.780972450961723,6.700212361747134e-06,8.690790455518871e-07,1.1461971936139106e-06,-1.8717548690693564e-06,-1.313537400725126e-08,1.5665674410369252e-07
