case,time,kinetic_energy,lc_w_z05_raw,lc_w_z_weighted_raw,convective_wavelength_z05_2pi_lc,convective_wavelength_z_weighted_2pi_lc,Lm_raw,MSE_integral_wavelength_2pi_Lm,mprime2_z025,mprime2_z050,mprime2_z075,mprime2_z_weighted
Ek1p5e-4_AR4,53.8,1.39517014e-11,0.0405660311,0.0407855185,0.2548838905781101,0.2562629705849012,0.0414401321,0.2603760291383011,7.77322035e-12,5.11614626e-11,6.44140795e-11,3.0569826e-11
Ek1p5e-4_AR4,53.9,1.398890325e-11,0.0405647037,0.0407836686,0.2548755502779334,0.25625134732040145,0.0414357699,0.26034862062735414,7.78981087e-12,5.12938107e-11,6.45891939e-11,3.06502368e-11
Ek1p5e-4_AR4,54.0,1.402617875e-11,0.0405633332,0.0407817738,0.25486693917246994,0.2562394419408814,0.0414314377,0.26032140061196635,7.80649752e-12,5.14267752e-11,6.47650526e-11,3.07310102e-11
Ek1p5e-4_AR4,54.1,1.40635795e-11,0.0405619313,0.0407798501,0.25485813077498776,0.256227354977306,0.0414271323,0.2602943489859449,7.82328014e-12,5.15603353e-11,6.49416219e-11,3.08121208e-11
Ek1p5e-4_AR4,54.2,1.41011853e-11,0.0405605479,0.0407779521,0.25484943861643383,0.256215429491593,0.0414228545,0.26026747077583784,7.84015836e-12,5.16944962e-11,6.51189335e-11,3.08935769e-11
Ek1p5e-4_AR4,54.3,1.41388446e-11,0.0405591711,0.0407760662,0.2548407879269029,0.25620358003242216,0.0414186033,0.26024075969845994,7.85713175e-12,5.1829258e-11,6.52969759e-11,3.09753709e-11
Ek1p5e-4_AR4,54.4,1.417691185e-11,0.040557774,0.0407741684,0.2548320096887102,0.2561916558033462,0.0414143777,0.2602142094706259,7.87419976e-12,5.19646376e-11,6.54757901e-11,3.1057537e-11
Ek1p5e-4_AR4,54.5,1.421498185e-11,0.0405563693,0.040772239,0.25482318369830925,0.2561795330256145,0.0414101788,0.26018782700383963,7.89136234e-12,5.21006261e-11,6.56553767e-11,3.11400669e-11
Ek1p5e-4_AR4,54.6,1.42532276e-11,0.0405549168,0.0407703031,0.2548140573716506,0.2561673694071783,0.0414060035,0.26016159282022655,7.90861893e-12,5.22372051e-11,6.58357359e-11,3.12229465e-11
Ek1p5e-4_AR4,54.7,1.429158365e-11,0.0405534507,0.0407683066,0.2548048455936717,0.25615482502771253,0.0414018499,0.26013549498173466,7.92596906e-12,5.23743743e-11,6.6016837e-11,3.1306175e-11
Ek1p5e-4_AR4,54.8,1.433020275e-11,0.0405519778,0.0407663196,0.25479559109003275,0.2561423403385072,0.041397717,0.2601095272051786,7.94341195e-12,5.25121289e-11,6.61986876e-11,3.13897501e-11
Ek1p5e-4_AR4,54.9,1.436905405e-11,0.0405505217,0.0407643363,0.254786442143907,0.2561298788970875,0.0413936046,0.26008368823392136,7.96094715e-12,5.26504782e-11,6.63813386e-11,3.14736988e-11
Ek1p5e-4_AR4,55.0,1.440809215e-11,0.0405490547,0.0407623436,0.25477722471106135,0.25611735839372585,0.0413895126,0.2600579774396443,7.97857394e-12,5.27894287e-11,6.65647969e-11,3.15580263e-11
Ek1p5e-4_AR4,55.1,1.444715175e-11,0.040547557,0.0407603473,0.25476781438442675,0.2561048152708971,0.041385439,0.260032382255977,7.996292e-12,5.29289777e-11,6.67490233e-11,3.16427209e-11
Ek1p5e-4_AR4,55.2,1.44863279e-11,0.0405460855,0.0407583382,0.2547585686772473,0.25609219172329645,0.0413813852,0.2600069114793788,8.01410087e-12,5.30691132e-11,6.69339927e-11,3.17277562e-11
Ek1p5e-4_AR4,55.3,1.45258611e-11,0.0405446259,0.04075632,0.2547493977399729,0.2560795109987095,0.0413773506,0.25998156133993844,8.03200023e-12,5.32098457e-11,6.7119745e-11,3.18131567e-11
Ek1p5e-4_AR4,55.4,1.45654137e-11,0.0405431635,0.0407543438,0.2547402092097797,0.25606709416790546,0.0413733352,0.259956331837656,8.04998969e-12,5.33511799e-11,6.73062862e-11,3.18989305e-11
Ek1p5e-4_AR4,55.5,1.46051749e-11,0.0405416876,0.0407523544,0.25473093585658485,0.25605459439905537,0.0413693392,0.2599312242291685,8.06806901e-12,5.34930947e-11,6.74936046e-11,3.19850591e-11
Ek1p5e-4_AR4,55.6,1.464510085e-11,0.0405402697,0.0407503825,0.2547220269281378,0.2560422045859481,0.0413653635,0.25990624416934277,8.08623815e-12,5.36356108e-11,6.76817274e-11,3.2071563e-11
Ek1p5e-4_AR4,55.7,1.468524125e-11,0.0405388436,0.0407484171,0.2547130664775712,0.2560298556135454,0.0413614083,0.25988139291481577,8.10449728e-12,5.37787261e-11,6.78706157e-11,3.21584265e-11
Ek1p5e-4_AR4,55.8,1.47257277e-11,0.0405373879,0.0407464645,0.25470392004471953,0.2560175870659146,0.0413574743,0.25985667486381736,8.12284665e-12,5.39224635e-11,6.80603545e-11,3.22456979e-11
Ek1p5e-4_AR4,55.9,1.47661002e-11,0.0405359529,0.0407445124,0.2546949036738037,0.2560053216598765,0.041353562,0.2598320931579401,8.14128645e-12,5.40667994e-11,6.82508787e-11,3.23333385e-11
Ek1p5e-4_AR4,56.0,1.480677515e-11,0.0405345251,0.040742585,0.25468593254182215,0.2559932114485154,0.0413496725,0.2598076547086878,8.15981735e-12,5.42117428e-11,6.84422008e-11,3.24213564e-11
Ek1p5e-4_AR4,56.1,1.484772005e-11,0.0405330831,0.0407406284,0.2546768721886092,0.25598091776814336,0.0413458054,0.2597833570027864,8.17844006e-12,5.4357299e-11,6.86343716e-11,3.25097672e-11
Ek1p5e-4_AR4,56.2,1.488872605e-11,0.040531662,0.0407386887,0.2546679431539692,0.255968730273603,0.0413419636,0.25975921826147325,8.19715561e-12,5.45034729e-11,6.88273841e-11,3.25985605e-11
Ek1p5e-4_AR4,56.3,1.492967e-11,0.040530235,0.0407367553,0.2546589770485358,0.2559565823631301,0.0413381466,0.2597352353431558,8.21596472e-12,5.46502636e-11,6.90212025e-11,3.26877235e-11
Ek1p5e-4_AR4,56.4,1.49708334e-11,0.0405288073,0.0407348039,0.25465000654487274,0.2559443213553217,0.0413343556,0.2597114157876562,8.23486867e-12,5.47976638e-11,6.92157637e-11,3.27772327e-11
Ek1p5e-4_AR4,56.5,1.50122601e-11,0.0405273687,0.0407328632,0.25464096755448984,0.25593212757759604,0.0413305907,0.25968776022329326,8.25386862e-12,5.49456819e-11,6.94110957e-11,3.28671e-11
Ek1p5e-4_AR4,56.6,1.50538063e-11,0.040525962,0.0407309594,0.25463212899771825,0.2559201656494083,0.0413268533,0.2596642774465262,8.27296573e-12,5.5094321e-11,6.96072189e-11,3.29573335e-11
Ek1p5e-4_AR4,56.7,1.50954942e-11,0.0405245365,0.040729028,0.25462317231706283,0.25590803030530596,0.0413231426,0.25964096243080687,8.29216119e-12,5.5243585e-11,6.98041135e-11,3.30479349e-11
Ek1p5e-4_AR4,56.8,1.513747805e-11,0.0405231663,0.0407271196,0.254614563096555,0.25589603947446576,0.041319459,0.25961781768940934,8.31145632e-12,5.53934792e-11,7.00017689e-11,3.31389021e-11
Ek1p5e-4_AR4,56.9,1.517969335e-11,0.040521832,0.0407252756,0.2546061794423996,0.2558844532807593,0.0413158046,0.25959485641702273,8.3308523e-12,5.55440327e-11,7.02002537e-11,3.32302774e-11
Ek1p5e-4_AR4,57.0,1.522194985e-11,0.0405205179,0.040723434,0.2545979227085874,0.2558728821666976,0.0413121793,0.25957207798532866,8.35035033e-12,5.56952287e-11,7.0399536e-11,3.33220347e-11
Ek1p5e-4_AR4,57.1,1.52643794e-11,0.0405192231,0.0407216082,0.2545897872402517,0.25586141032696375,0.0413085847,0.2595494924474234,8.36995182e-12,5.58470732e-11,7.05996141e-11,3.34141752e-11
Ek1p5e-4_AR4,57.2,1.530704895e-11,0.0405179513,0.0407198054,0.254581796285178,0.255850083000492,0.0413050197,0.25952709289180337,8.38965763e-12,5.59995585e-11,7.08005066e-11,3.35067038e-11
Ek1p5e-4_AR4,57.3,1.53498684e-11,0.0405167139,0.040718033,0.2545740214716789,0.2558389466828535,0.0413014834,0.2595048736636016,8.40946881e-12,5.61526878e-11,7.10021989e-11,3.35996155e-11
Ek1p5e-4_AR4,57.4,1.53930407e-11,0.040515493,0.0407163077,0.2545663503307374,0.25582810630324304,0.0412979746,0.25948282722299576,8.42938582e-12,5.63064731e-11,7.12047264e-11,3.36929337e-11
Ek1p5e-4_AR4,57.5,1.54361803e-11,0.0405143153,0.0407146409,0.2545589506234011,0.25581763348997305,0.0412944941,0.2594609585965341,8.4494094e-12,5.64609211e-11,7.14080721e-11,3.37866467e-11
Ek1p5e-4_AR4,57.6,1.54795345e-11,0.0405131549,0.0407129841,0.2545516596151707,0.2558072235085561,0.0412910409,0.25943926150103136,8.46953997e-12,5.66160216e-11,7.16122529e-11,3.38807506e-11
Ek1p5e-4_AR4,57.7,1.5523017e-11,0.0405120429,0.0407113934,0.2545446727131091,0.25579722884568795,0.0412876155,0.25941773907808013,8.48977754e-12,5.67717771e-11,7.18172341e-11,3.39752367e-11
Ek1p5e-4_AR4,57.8,1.556666185e-11,0.0405109702,0.0407098389,0.25453793274023007,0.25578746163412797,0.0412842164,0.2593963819029025,8.51012245e-12,5.69281865e-11,7.20229997e-11,3.40700984e-11
Ek1p5e-4_AR4,57.9,1.561059415e-11,0.0405098962,0.0407083285,0.25453118459921015,0.25577797151104004,0.0412808426,0.25937518369231316,8.53057461e-12,5.70852648e-11,7.22295591e-11,3.41653498e-11
Ek1p5e-4_AR4,58.0,1.565476635e-11,0.0405088527,0.0407068418,0.2545246280953421,0.2557686302994438,0.0412774919,0.25935413062330437,8.55113345e-12,5.72430201e-11,7.24369313e-11,3.42610062e-11
Ek1p5e-4_AR4,58.1,1.56990633e-11,0.0405077918,0.0407053854,0.2545179622640497,0.25575947946836247,0.0412741637,0.259333218925965,8.57179804e-12,5.74014344e-11,7.2645125e-11,3.43570607e-11
Ek1p5e-4_AR4,58.2,1.574350925e-11,0.040506714,0.0407038813,0.25451119024692564,0.2557500289293419,0.0412708564,0.2593124385471986,8.59256743e-12,5.75605058e-11,7.2854124e-11,3.44535096e-11
Ek1p5e-4_AR4,58.3,1.57881887e-11,0.0405056302,0.0407023946,0.2545043805306897,0.2557406877177457,0.0412675665,0.2592917674958565,8.61344056e-12,5.77202348e-11,7.30639396e-11,3.45503504e-11
Ek1p5e-4_AR4,58.4,1.58329675e-11,0.0405045579,0.0407009229,0.25449764307108486,0.2557314407539292,0.0412642937,0.25927120388698316,8.63441593e-12,5.78806126e-11,7.32745961e-11,3.46475818e-11
Ek1p5e-4_AR4,58.5,1.587783365e-11,0.0405034512,0.0406994197,0.2544906894699054,0.2557219958697754,0.0412610371,0.2592507420657118,8.65549186e-12,5.80416408e-11,7.34860631e-11,3.47451907e-11
Ek1p5e-4_AR4,58.6,1.592301195e-11,0.0405023523,0.0406978975,0.25448378487757134,0.2557124316051008,0.041257795,0.2592303713506274,8.67666678e-12,5.82033207e-11,7.3698328e-11,3.48431806e-11
Ek1p5e-4_AR4,58.7,1.596837135e-11,0.0405011939,0.040696328,0.2544765064357115,0.2557025701457612,0.0412545655,0.2592100798036779,8.69793857e-12,5.83656629e-11,7.39114049e-11,3.49415666e-11
Ek1p5e-4_AR4,58.8,1.601386835e-11,0.0404999869,0.0406946546,0.2544689226310457,0.25569205586346816,0.0412513444,0.2591898410354849,8.71930529e-12,5.85286502e-11,7.41252843e-11,3.50403315e-11
Ek1p5e-4_AR4,58.9,1.605956425e-11,0.0404988104,0.0406929883,0.2544615304635318,0.2556815861917908,0.0412481307,0.25916964876286325,8.74076463e-12,5.86922917e-11,7.43399718e-11,3.5139488e-11
Ek1p5e-4_AR4,59.0,1.61054125e-11,0.040497597,0.0406912703,0.2544539064464801,0.2556707916794331,0.0412449252,0.25914950801236103,8.76231431e-12,5.88565836e-11,7.45554461e-11,3.52390242e-11
Ek1p5e-4_AR4,59.1,1.615138585e-11,0.0404963733,0.0406894892,0.2544462177126197,0.25565960069808247,0.0412417252,0.2591294018193781,8.78395214e-12,5.90215284e-11,7.47717008e-11,3.53389424e-11
Ek1p5e-4_AR4,59.2,1.61975944e-11,0.0404951488,0.0406877087,0.25443852395221106,0.255648413486643,0.0412385302,0.25910932704232165,8.80567567e-12,5.91871165e-11,7.49887311e-11,3.5439238e-11
Ek1p5e-4_AR4,59.3,1.624384155e-11,0.0404938705,0.0406858434,0.2544304921564329,0.2556366934610895,0.0412353386,0.25908927362809525,8.82748293e-12,5.93533512e-11,7.5206566e-11,3.5539914e-11
Ek1p5e-4_AR4,59.4,1.629048915e-11,0.0404926361,0.04068402,0.25442273619248973,0.25562523670100046,0.0412321497,0.2590692371784692,8.84937197e-12,5.9520231e-11,7.54252126e-11,3.56409738e-11
Ek1p5e-4_AR4,59.5,1.63372676e-11,0.0404913747,0.0406821522,0.2544148105825432,0.2556135009674837,0.0412289633,0.2590492164368064,8.87134132e-12,5.96877674e-11,7.56447031e-11,3.57424362e-11
Ek1p5e-4_AR4,59.6,1.63842193e-11,0.0404901597,0.0406803084,0.25440717651239503,0.25560191603041427,0.0412257786,0.25902920637655863,8.89338952e-12,5.98559495e-11,7.58650692e-11,3.58443024e-11
Ek1p5e-4_AR4,59.7,1.643131905e-11,0.0404889401,0.0406784751,0.2543995135395944,0.25559039706679065,0.0412225953,0.25900920511277026,8.91551525e-12,6.00247808e-11,7.60862536e-11,3.59465544e-11
Ek1p5e-4_AR4,59.8,1.647867475e-11,0.040487708,0.0406766517,0.2543917720269774,0.25557894030670153,0.0412194121,0.25898920447730045,8.93771792e-12,6.01942695e-11,7.63082838e-11,3.60492076e-11
Ek1p5e-4_AR4,59.9,1.652619825e-11,0.0404865176,0.040674865,0.2543842925231877,0.2555677141395132,0.041216228,0.25896919818696384,8.95999734e-12,6.03644055e-11,7.65311883e-11,3.61522596e-11
Ek1p5e-4_AR4,60.0,1.657387745e-11,0.0404853497,0.0406731274,0.25437695439106744,0.25555679647672347,0.0412130435,0.25894918938335315,8.98235339e-12,6.05351947e-11,7.67549559e-11,3.62557091e-11
Ek1p5e-4_AR4,60.1,1.662162955e-11,0.0404842123,0.0406714775,0.2543698078960991,0.2555464298492851,0.0412098597,0.2589291849779721,9.00478699e-12,6.07066408e-11,7.69795752e-11,3.63595542e-11
Ek1p5e-4_AR4,60.2,1.66697033e-11,0.0404830919,0.0406698555,0.2543627682152809,0.2555362385227169,0.0412066773,0.2589091893690506,9.02729932e-12,6.08787451e-11,7.72050294e-11,3.64637888e-11
Ek1p5e-4_AR4,60.3,1.67177969e-11,0.0404820325,0.0406683245,0.2543561118087665,0.2555266189660116,0.041203497,0.25888920695481815,9.04989185e-12,6.10515151e-11,7.74313629e-11,3.65684339e-11
Ek1p5e-4_AR4,60.4,1.67661333e-11,0.0404809872,0.0406668531,0.2543495439951649,0.25551737388715057,0.0412003205,0.2588692484166899,9.07256671e-12,6.12249403e-11,7.76585683e-11,3.66734638e-11
Ek1p5e-4_AR4,60.5,1.681472685e-11,0.0404799693,0.0406654381,0.2543431483408407,0.25550848317994096,0.0411971492,0.25884932255112525,9.09532625e-12,6.13990359e-11,7.78866387e-11,3.67788956e-11
Ek1p5e-4_AR4,60.6,1.68633317e-11,0.0404789733,0.0406640515,0.2543368902882748,0.255499770915194,0.0411939841,0.25882943564130945,9.11817299e-12,6.15737985e-11,7.81155616e-11,3.6884721e-11
Ek1p5e-4_AR4,60.7,1.69120083e-11,0.040478001,0.0406627314,0.2543307811472006,0.25549147648227,0.0411908277,0.2588096033952059,9.14110987e-12,6.17492304e-11,7.83453179e-11,3.69909295e-11
Ek1p5e-4_AR4,60.8,1.69610057e-11,0.0404770084,0.0406614019,0.2543245444574647,0.2554831229874041,0.0411876814,0.25878983460927396,9.16414016e-12,6.19253301e-11,7.85759395e-11,3.70975274e-11
Ek1p5e-4_AR4,60.9,1.701015255e-11,0.0404760607,0.0406600912,0.2543185898827491,0.25547488761642195,0.0411845458,0.2587701330534247,9.18726708e-12,6.21021114e-11,7.88074288e-11,3.7204527e-11
Ek1p5e-4_AR4,61.0,1.70594947e-11,0.0404751304,0.0406588111,0.25431274463545783,0.25546684451091023,0.0411814245,0.25875052134712545,9.21049376e-12,6.2279577e-11,7.90397795e-11,3.73119154e-11
Ek1p5e-4_AR4,61.1,1.710915195e-11,0.0404742102,0.0406575196,0.25430696284833815,0.25545872977708606,0.0411783184,0.2587310051452428,9.23382358e-12,6.24577401e-11,7.92730563e-11,3.74197284e-11
Ek1p5e-4_AR4,61.2,1.715895735e-11,0.0404732927,0.0406562434,0.25430119802581885,0.25545071117599705,0.0411752309,0.25871160581060687,9.25725967e-12,6.26366002e-11,7.95072472e-11,3.75279636e-11
Ek1p5e-4_AR4,61.3,1.720894655e-11,0.0404723557,0.0406549325,0.25429531068118594,0.2554424745483778,0.0411721638,0.2586923346529513,9.28080503e-12,6.28161694e-11,7.97423535e-11,3.76366268e-11
Ek1p5e-4_AR4,61.4,1.72590453e-11,0.0404714297,0.0406536014,0.25428949245159155,0.25543411100041546,0.041169118,0.2586731973271426,9.30446247e-12,6.29964453e-11,7.99783358e-11,3.77457108e-11
Ek1p5e-4_AR4,61.5,1.730946165e-11,0.0404704614,0.0406522493,0.2542834084432586,0.2554256155055616,0.0411660944,0.25865419948804785,9.32823432e-12,6.31774327e-11,8.02152456e-11,3.78552311e-11
Ek1p5e-4_AR4,61.6,1.73598774e-11,0.0404695172,0.0406509085,0.25427747585969157,0.25541719101070176,0.0411630956,0.25863535747194866,9.35212269e-12,6.33591307e-11,8.04530532e-11,3.7965166e-11
Ek1p5e-4_AR4,61.7,1.741067085e-11,0.0404685443,0.0406495084,0.25427136294870617,0.25540839392295317,0.0411601219,0.2586166731638007,9.37612932e-12,6.35415373e-11,8.06917712e-11,3.80755249e-11
Ek1p5e-4_AR4,61.8,1.74615935e-11,0.0404675676,0.0406481025,0.2542652261616167,0.2553995603927298,0.041157172,0.2585981383954631,9.40025553e-12,6.37246628e-11,8.09314365e-11,3.81863326e-11
Ek1p5e-4_AR4,61.9,1.751264475e-11,0.0404665613,0.0406466818,0.25425890339224205,0.2553906338713639,0.0411542471,0.2585797607067581,9.42450247e-12,6.39084977e-11,8.11719704e-11,3.82975494e-11
Ek1p5e-4_AR4,62.0,1.756397e-11,0.040465596,0.040645287,0.254252838233465,0.2553818700844975,0.0411513481,0.2585615457525526,9.44887078e-12,6.40930464e-11,8.14133867e-11,3.84091863e-11
Ek1p5e-4_AR4,62.1,1.76154526e-11,0.0404645978,0.0406438656,0.25424656635789145,0.25537293916490184,0.0411484752,0.2585434947894836,9.47336073e-12,6.42783404e-11,8.16556998e-11,3.85212704e-11
Ek1p5e-4_AR4,62.2,1.7667102e-11,0.0404635763,0.0406424654,0.2542401480841001,0.25536414144883474,0.0411456285,0.25852560844586964,9.49797253e-12,6.44643687e-11,8.18988994e-11,3.86337815e-11
Ek1p5e-4_AR4,62.3,1.77191492e-11,0.0404625829,0.0406410748,0.254233906367816,0.25535540405134655,0.0411428079,0.2585078860933922,9.52270568e-12,6.46511281e-11,8.21430107e-11,3.87467348e-11
Ek1p5e-4_AR4,62.4,1.777129065e-11,0.0404615493,0.0406396278,0.2542274120674825,0.25534631228220706,0.0411400113,0.25849031453736215,9.54755965e-12,6.48386211e-11,8.23880226e-11,3.88601386e-11
Ek1p5e-4_AR4,62.5,1.78237371e-11,0.0404605155,0.0406382143,0.25422091651051193,0.25533743099977535,0.0411372365,0.2584728799547718,9.57253322e-12,6.50268485e-11,8.26339106e-11,3.89739862e-11
Ek1p5e-4_AR4,62.6,1.78763465e-11,0.0404594845,0.0406367507,0.2542144385464602,0.25532823492975976,0.0411344826,0.25845557669075436,9.59762506e-12,6.52158138e-11,8.28807124e-11,3.90882879e-11
Ek1p5e-4_AR4,62.7,1.79293667e-11,0.0404584582,0.0406353245,0.25420799011337947,0.25531927385087466,0.0411317486,0.2584383984621245,9.62283393e-12,6.54055294e-11,8.31284337e-11,3.92030512e-11
Ek1p5e-4_AR4,62.8,1.798217085e-11,0.0404574295,0.0406338827,0.254201526600654,0.25531021475429877,0.0411290319,0.2584213289326005,9.64815788e-12,6.55959807e-11,8.33770846e-11,3.93182671e-11
Ek1p5e-4_AR4,62.9,1.80353218e-11,0.0404564283,0.0406324649,0.2541952358755244,0.25530130645417026,0.0411263324,0.25840436747386375,9.67359511e-12,6.57871487e-11,8.36266015e-11,3.94338882e-11
Ek1p5e-4_AR4,63.0,1.80887393e-11,0.040455419,0.0406310291,0.25418889425659386,0.2552922850567062,0.0411236494,0.2583875096876846,9.69914377e-12,6.5979062e-11,8.38770325e-11,3.95499609e-11
Ek1p5e-4_AR4,63.1,1.81421713e-11,0.0404544332,0.0406296003,0.25418270029251805,0.2552833076415393,0.0411209818,0.25837074866255916,9.72480216e-12,6.61717115e-11,8.41283679e-11,3.96664753e-11
Ek1p5e-4_AR4,63.2,1.819594535e-11,0.0404534672,0.0406281751,0.25417663073551133,0.2552743528458395,0.041118329,0.2583540806285763,9.75056815e-12,6.63650759e-11,8.43806313e-11,3.97834074e-11
Ek1p5e-4_AR4,63.3,1.824983315e-11,0.0404524966,0.0406267411,0.2541705322758522,0.255265342758109,0.0411156885,0.25833748987777266,9.77643984e-12,6.65591743e-11,8.46338125e-11,3.99007809e-11
Ek1p5e-4_AR4,63.4,1.83039971e-11,0.0404515296,0.0406253236,0.25416445643566016,0.2552564363429361,0.0411130588,0.2583209669853704,9.80241551e-12,6.67540063e-11,8.48879009e-11,4.0018587e-11
Ek1p5e-4_AR4,63.5,1.835813165e-11,0.0404505711,0.0406239056,0.2541584340025432,0.2552475267861705,0.0411104392,0.2583045075531397,9.82849333e-12,6.69495564e-11,8.51428782e-11,4.01368054e-11
Ek1p5e-4_AR4,63.6,1.84127801e-11,0.0404496646,0.0406225282,0.25415273829506224,0.2552388723267284,0.041107828,0.2582881008996656,9.85467195e-12,6.71458287e-11,8.53987769e-11,4.02554562e-11
Ek1p5e-4_AR4,63.7,1.846744575e-11,0.0404487276,0.0406211417,0.2541468509504294,0.2552301606903,0.0411052238,0.25827173822848865,9.88094989e-12,6.73428277e-11,8.56556015e-11,4.03745483e-11
Ek1p5e-4_AR4,63.8,1.852249165e-11,0.0404478392,0.0406197963,0.2541412689686025,0.2552217072927877,0.0411026248,0.2582554082298753,9.90732623e-12,6.75405578e-11,8.59133237e-11,4.0494077e-11
Ek1p5e-4_AR4,63.9,1.85775547e-11,0.0404469755,0.040618512,0.25413584218145274,0.25521363779789774,0.0411000319,0.2582391165586923,9.93380059e-12,6.77390174e-11,8.61720092e-11,4.06140543e-11
Ek1p5e-4_AR4,64.0,1.86330347e-11,0.0404461226,0.0406172345,0.2541304832527042,0.2552056110286678,0.0410974448,0.25822286132998407,9.96037257e-12,6.79382134e-11,8.64316591e-11,4.07344828e-11
Ek1p5e-4_AR4,64.1,1.868862685e-11,0.0404453114,0.0406160247,0.25412538633278303,0.2551980096310832,0.0410948633,0.2582066412871136,9.98704208e-12,6.81381629e-11,8.66922462e-11,4.08553645e-11
Ek1p5e-4_AR4,64.2,1.87443681e-11,0.0404444994,0.0406148416,0.25412028438631357,0.25519057599454625,0.0410922869,0.25819045328848816,1.00138096e-11,6.83388497e-11,8.69537672e-11,4.09766888e-11
Ek1p5e-4_AR4,64.3,1.88003219e-11,0.0404437223,0.0406136964,0.2541154017230114,0.25518338049073247,0.0410897163,0.2581743017323376,1.00406756e-11,6.85402911e-11,8.72162359e-11,4.10984697e-11
Ek1p5e-4_AR4,64.4,1.88565274e-11,0.0404429628,0.0406125874,0.25411062964377057,0.25517641243822675,0.0410871508,0.25815818222043196,1.00676414e-11,6.87424864e-11,8.74796489e-11,4.12207057e-11
Ek1p5e-4_AR4,64.5,1.89128245e-11,0.0404421993,0.0406115035,0.2541058324317886,0.25516960209367234,0.0410845915,0.2581421016642753,1.00947082e-11,6.89454194e-11,8.77439826e-11,4.13433722e-11
Ek1p5e-4_AR4,64.6,1.896935635e-11,0.0404414597,0.0406104515,0.25410118538793536,0.2551629921827292,0.041082039,0.25812606383377873,1.01218778e-11,6.91491211e-11,8.8009244e-11,4.14664904e-11
Ek1p5e-4_AR4,64.7,1.902612235e-11,0.0404407209,0.040609406,0.2540965433706304,0.25515642311249054,0.0410794952,0.25811008066699437,1.01491516e-11,6.93535958e-11,8.82754328e-11,4.15900555e-11
Ek1p5e-4_AR4,64.8,1.908301005e-11,0.0404399628,0.0406083477,0.25409178008784905,0.2551497736174799,0.0410769594,0.2580941477656924,1.01765317e-11,6.9558842e-11,8.85426086e-11,4.17140817e-11
Ek1p5e-4_AR4,64.9,1.91400133e-11,0.0404392487,0.0406073172,0.25408729326522117,0.2551432987950209,0.0410744334,0.25807827643960646,1.02040203e-11,6.97648521e-11,8.88107145e-11,4.18385408e-11
Ek1p5e-4_AR4,65.0,1.919732885e-11,0.0404385313,0.0406062661,0.2540827857080818,0.25513669453894455,0.0410719181,0.2580624723436033,1.02316191e-11,6.99716409e-11,8.90797347e-11,4.19634381e-11
Ek1p5e-4_AR4,65.1,1.925482005e-11,0.040437787,0.0406052112,0.2540781091332577,0.25513006640676394,0.041069415,0.2580467449024609,1.02593305e-11,7.01792101e-11,8.93497169e-11,4.20887914e-11
Ek1p5e-4_AR4,65.2,1.93126122e-11,0.0404370645,0.0406041552,0.25407356953187327,0.2551234313630796,0.0410669262,0.25803110731086837,1.02871564e-11,7.03875593e-11,8.9620687e-11,4.22146058e-11
Ek1p5e-4_AR4,65.3,1.93705408e-11,0.040436306,0.0406030731,0.25406880373581775,0.2551166323282587,0.0410644522,0.2580155627104184,1.03150985e-11,7.05966936e-11,8.98926411e-11,4.23408875e-11
Ek1p5e-4_AR4,65.4,1.942881435e-11,0.0404355318,0.040601939,0.2540639392937529,0.2551095065678018,0.0410619938,0.2580001161276593,1.03431587e-11,7.08066215e-11,9.01655713e-11,4.2467637e-11
Ek1p5e-4_AR4,65.5,1.948738435e-11,0.0404347544,0.0406007914,0.2540590547454951,0.2551022959843433,0.0410595518,0.25798477258913916,1.03713387e-11,7.10173586e-11,9.04395456e-11,4.25948851e-11
Ek1p5e-4_AR4,65.6,1.95459859e-11,0.0404339497,0.0405996283,0.2540539986662784,0.25509498801151254,0.0410571277,0.257969541519636,1.03996398e-11,7.12288879e-11,9.07145707e-11,4.27226173e-11
Ek1p5e-4_AR4,65.7,1.960483825e-11,0.0404331465,0.0405984533,0.25404895201183975,0.25508760526877655,0.0410547228,0.25795443108729077,1.04280633e-11,7.14412209e-11,9.0990597e-11,4.28508261e-11
Ek1p5e-4_AR4,65.8,1.966408275e-11,0.0404323259,0.0405972508,0.2540437960299767,0.25508004973844467,0.0410523371,0.25793944129210344,1.04566102e-11,7.1654363e-11,9.12676743e-11,4.29795326e-11
Ek1p5e-4_AR4,65.9,1.97233812e-11,0.0404315034,0.0405960376,0.2540386281100615,0.25507242697803006,0.0410499719,0.2579245803022149,1.04852811e-11,7.18683159e-11,9.15457908e-11,4.31087318e-11
Ek1p5e-4_AR4,66.0,1.978295445e-11,0.0404306872,0.0405948209,0.2540334997742138,0.2550647822264668,0.0410476282,0.25790985440081043,1.05140768e-11,7.20830794e-11,9.18249351e-11,4.32384134e-11
Ek1p5e-4_AR4,66.1,1.984274345e-11,0.0404298481,0.0405935766,0.2540282275534225,0.2550569640589891,0.0410453063,0.2578952654728457,1.05429978e-11,7.2298664e-11,9.21051085e-11,4.33685889e-11
Ek1p5e-4_AR4,66.2,1.99027031e-11,0.0404290134,0.0405923324,0.2540229829786466,0.25504914651982985,0.0410430052,0.2578808072351354,1.05720439e-11,7.25150646e-11,9.23862956e-11,4.34992467e-11
