time,frame,F_P_3d_bulk
2210.0,221,0.02190376961842961
2220.0,222,0.02152059315757149
2230.0,223,0.020669424551895497
2240.0,224,0.021666323480745157
2250.0,225,0.021878298629586717
2260.0,226,0.022662866283384115
2270.0,227,0.021480579318035074
2280.0,228,0.020859734941309955
2290.0,229,0.021235219736615258
2300.0,230,0.022321832074372848
2310.0,231,0.022437536413257367
2320.0,232,0.0212711412894475
2330.0,233,0.021383279638893277
2340.0,234,0.021517702359419116
2350.0,235,0.02128298013963399
2360.0,236,0.021939856750318357
2370.0,237,0.020941119068380445
2380.0,238,0.020928190465803145
2390.0,239,0.022077160977083822
2400.0,240,0.02178477990434817
2410.0,241,0.02276309661229363
2420.0,242,0.02215223147437946
2430.0,243,0.021673340951268008
2440.0,244,0.022213888853335955
2450.0,245,0.02234110056085286
2460.0,246,0.02201519498675807
2470.0,247,0.02213638892679061
2480.0,248,0.02213124226414371
2490.0,249,0.02139314763171839
2500.0,250,0.020856501665809095
2510.0,251,0.021618392949706414
2520.0,252,0.022148544382310287
2530.0,253,0.02151125356809733
2540.0,254,0.022582817605870845
2550.0,255,0.02364605250367931
2560.0,256,0.02385558827690323
2570.0,257,0.024666025718880588
2580.0,258,0.024007132687500786
2590.0,259,0.023771574082498432
2600.0,260,0.024634205339409083
2610.0,261,0.02416319175363527
2620.0,262,0.024455856363714078
2630.0,263,0.0239246036807858
2640.0,264,0.02404553976744968
2650.0,265,0.024276421470803396
2660.0,266,0.02415960813560551
2670.0,267,0.02388597891727703
2680.0,268,0.023456788227604605
2690.0,269,0.02259974638309702
2700.0,270,0.02239460988199933
