   100.1000       1.22451645E-01       1.19705698E-01
   100.2000       1.22521163E-01       1.19708979E-01
   100.3000       1.22590848E-01       1.19713028E-01
   100.4000       1.22660613E-01       1.19717843E-01
   100.5000       1.22730568E-01       1.19723494E-01
   100.6000       1.22800676E-01       1.19729962E-01
   100.7000       1.22871061E-01       1.19737126E-01
   100.8000       1.22941706E-01       1.19744777E-01
   100.9000       1.23012512E-01       1.19752790E-01
   101.0000       1.23083313E-01       1.19761207E-01
   101.1000       1.23153948E-01       1.19770192E-01
   101.2000       1.23224391E-01       1.19779832E-01
   101.3000       1.23294528E-01       1.19789959E-01
   101.4000       1.23364446E-01       1.19800327E-01
   101.5000       1.23434321E-01       1.19810786E-01
   101.6000       1.23504198E-01       1.19821244E-01
   101.7000       1.23574132E-01       1.19831750E-01
   101.8000       1.23644143E-01       1.19842296E-01
   101.9000       1.23714078E-01       1.19852790E-01
   102.0000       1.23783923E-01       1.19863214E-01
   102.1000       1.23853607E-01       1.19873634E-01
   102.2000       1.23923059E-01       1.19884140E-01
   102.3000       1.23992225E-01       1.19894836E-01
   102.4000       1.24061182E-01       1.19905822E-01
   102.5000       1.24129789E-01       1.19917222E-01
   102.6000       1.24198017E-01       1.19929160E-01
   102.7000       1.24265846E-01       1.19941712E-01
   102.8000       1.24333142E-01       1.19954944E-01
   102.9000       1.24399779E-01       1.19968885E-01
   103.0000       1.24465566E-01       1.19983609E-01
   103.1000       1.24530308E-01       1.19999429E-01
   103.2000       1.24593654E-01       1.20016862E-01
   103.3000       1.24655526E-01       1.20036467E-01
   103.4000       1.24715755E-01       1.20058314E-01
   103.5000       1.24774126E-01       1.20082076E-01
   103.6000       1.24830611E-01       1.20107357E-01
   103.7000       1.24885048E-01       1.20133998E-01
   103.8000       1.24937351E-01       1.20161958E-01
   103.9000       1.24987068E-01       1.20191271E-01
   104.0000       1.25033728E-01       1.20221950E-01
   104.1000       1.25077013E-01       1.20254025E-01
   104.2000       1.25116628E-01       1.20287454E-01
   104.3000       1.25152600E-01       1.20322182E-01
   104.4000       1.25185396E-01       1.20358152E-01
   104.5000       1.25215704E-01       1.20395317E-01
   104.6000       1.25244389E-01       1.20433678E-01
   104.7000       1.25272250E-01       1.20473204E-01
   104.8000       1.25299804E-01       1.20513778E-01
   104.9000       1.25327127E-01       1.20555269E-01
   105.0000       1.25353915E-01       1.20597455E-01
   105.1000       1.25379612E-01       1.20640165E-01
   105.2000       1.25403643E-01       1.20683214E-01
   105.3000       1.25425879E-01       1.20726518E-01
   105.4000       1.25446284E-01       1.20769886E-01
   105.5000       1.25465269E-01       1.20813123E-01
   105.6000       1.25483369E-01       1.20855989E-01
   105.7000       1.25501046E-01       1.20898247E-01
   105.8000       1.25518772E-01       1.20939661E-01
   105.9000       1.25537052E-01       1.20980030E-01
   106.0000       1.25556602E-01       1.21019152E-01
   106.1000       1.25578485E-01       1.21056890E-01
   106.2000       1.25603481E-01       1.21093074E-01
   106.3000       1.25632405E-01       1.21127524E-01
   106.4000       1.25665951E-01       1.21160089E-01
   106.5000       1.25704786E-01       1.21190630E-01
   106.6000       1.25749267E-01       1.21219051E-01
   106.7000       1.25799277E-01       1.21245288E-01
   106.8000       1.25854439E-01       1.21269345E-01
   106.9000       1.25913968E-01       1.21291208E-01
   107.0000       1.25977420E-01       1.21310935E-01
   107.1000       1.26043727E-01       1.21328545E-01
   107.2000       1.26111423E-01       1.21344093E-01
   107.3000       1.26178479E-01       1.21357647E-01
   107.4000       1.26243129E-01       1.21369239E-01
   107.5000       1.26304653E-01       1.21378963E-01
   107.6000       1.26363028E-01       1.21386969E-01
   107.7000       1.26418430E-01       1.21393627E-01
   107.8000       1.26470214E-01       1.21399553E-01
   107.9000       1.26516974E-01       1.21405340E-01
   108.0000       1.26557579E-01       1.21411415E-01
   108.1000       1.26591693E-01       1.21417866E-01
   108.2000       1.26620076E-01       1.21424687E-01
