   100.1000       2.35719840E-01       2.37250085E-01       7.19957311E-02
   100.2000       2.35917717E-01       2.37462940E-01       7.19781442E-02
   100.3000       2.36115272E-01       2.37675015E-01       7.19611599E-02
   100.4000       2.36312427E-01       2.37887235E-01       7.19447252E-02
   100.5000       2.36509083E-01       2.38098968E-01       7.19288111E-02
   100.6000       2.36705131E-01       2.38310713E-01       7.19134314E-02
   100.7000       2.36900475E-01       2.38521712E-01       7.18986386E-02
   100.8000       2.37095057E-01       2.38732103E-01       7.18845007E-02
   100.9000       2.37288864E-01       2.38942380E-01       7.18710641E-02
   101.0000       2.37481926E-01       2.39152211E-01       7.18583192E-02
   101.1000       2.37674302E-01       2.39361708E-01       7.18461942E-02
   101.2000       2.37866059E-01       2.39570521E-01       7.18345838E-02
   101.3000       2.38057263E-01       2.39779012E-01       7.18233989E-02
   101.4000       2.38247973E-01       2.39986585E-01       7.18126142E-02
   101.5000       2.38438243E-01       2.40194141E-01       7.18022916E-02
   101.6000       2.38628116E-01       2.40400791E-01       7.17925730E-02
   101.7000       2.38817621E-01       2.40607124E-01       7.17836386E-02
   101.8000       2.39006765E-01       2.40812922E-01       7.17756366E-02
   101.9000       2.39195530E-01       2.41018427E-01       7.17686193E-02
   102.0000       2.39383875E-01       2.41223305E-01       7.17625170E-02
   102.1000       2.39571744E-01       2.41428260E-01       7.17571755E-02
   102.2000       2.39759076E-01       2.41632697E-01       7.17524363E-02
   102.3000       2.39945814E-01       2.41835949E-01       7.17482175E-02
   102.4000       2.40131924E-01       2.42038964E-01       7.17445537E-02
   102.5000       2.40317393E-01       2.42241809E-01       7.17415831E-02
   102.6000       2.40502231E-01       2.42443969E-01       7.17394952E-02
   102.7000       2.40686468E-01       2.42645393E-01       7.17384655E-02
   102.8000       2.40870149E-01       2.42846576E-01       7.17386070E-02
   102.9000       2.41053334E-01       2.43047104E-01       7.17399638E-02
   103.0000       2.41236099E-01       2.43246640E-01       7.17425454E-02
   103.1000       2.41418529E-01       2.43446710E-01       7.17463768E-02
   103.2000       2.41600724E-01       2.43646062E-01       7.17515377E-02
   103.3000       2.41782779E-01       2.43845410E-01       7.17581700E-02
   103.4000       2.41964779E-01       2.44043919E-01       7.17664481E-02
   103.5000       2.42146795E-01       2.44243097E-01       7.17765221E-02
